"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
3.793723583E-1,5.206315747E1,4.495587751E0,-2.665124784E0,0.000000000E0,NaN,4.747299627E0,3.359714762E0
1.379375219E0,5.206315747E1,4.495587751E0,-2.665124784E0,0.000000000E0,NaN,4.747311147E0,3.359698485E0
2.379376411E0,5.206315747E1,4.495587751E0,-2.665124784E0,0.000000000E0,NaN,4.747280289E0,3.359742087E0
3.379379392E0,5.206315747E1,4.495587751E0,-2.665124784E0,0.000000000E0,NaN,4.747272974E0,3.359752422E0
4.379380584E0,5.206315684E1,4.495588500E0,-2.638915941E0,1.133727515E-2,NaN,4.756900499E0,3.346107391E0
5.379383445E0,5.206315832E1,4.495596275E0,-2.693010430E0,4.934755156E-1,NaN,4.761610632E0,3.339401327E0
6.379385114E0,5.206316624E1,4.495615885E0,-2.581020223E0,8.759822693E-1,5.153891366E1,4.771290225E0,3.325556589E0
7.379385948E0,5.206317727E1,4.495629946E0,-2.455732936E0,1.256817538E0,3.466120792E1,4.773632817E0,3.322193065E0
8.379386902E0,5.206319182E1,4.495632611E0,-2.237619137E0,1.405565357E0,1.352212911E1,4.774958295E0,3.320287686E0
9.379388690E0,5.206320892E1,4.495630808E0,-2.497655145E0,1.689590924E0,1.419266088E0,4.774199080E0,3.321379258E0
1.037938988E1,5.206323286E1,4.495617377E0,-2.449624314E0,2.235449055E0,3.516465645E2,4.774738922E0,3.320603146E0
1.137939119E1,5.206325913E1,4.495593667E0,-2.505187689E0,2.878573480E0,3.435249716E2,4.769913150E0,3.327531454E0
1.237939298E1,5.206329024E1,4.495567703E0,-2.500173572E0,3.325113262E0,3.404218348E2,4.770286006E0,3.326996913E0
1.337939370E1,5.206332002E1,4.495540091E0,-2.561955387E0,3.552492252E0,3.392740371E2,4.772067043E0,3.324441783E0
1.437939477E1,5.206335239E1,4.495514471E0,-2.466743969E0,3.597636783E0,3.375459673E2,4.771520493E0,3.325226191E0
1.537939560E1,5.206338137E1,4.495495926E0,-2.381414477E0,3.465221413E0,3.375686797E2,4.771575807E0,3.325146816E0
1.637939668E1,5.206340919E1,4.495479063E0,-2.446663833E0,3.541193347E0,3.378267874E2,4.770550923E0,3.326617039E0
1.737939787E1,5.206344301E1,4.495452057E0,-2.452042258E0,3.718568950E0,3.356531827E2,4.773347023E0,3.322603682E0
1.837939739E1,5.206347448E1,4.495431543E0,-2.428510035E0,3.649207915E0,3.355887058E2,4.773210839E0,3.322799320E0
1.937939847E1,5.206350192E1,4.495410308E0,-2.369710079E0,3.243030248E0,3.348797860E2,4.773676934E0,3.322129673E0
2.037939870E1,5.206352230E1,4.495397352E0,-2.417480826E0,2.739931822E0,3.344959187E2,4.772314718E0,3.324086230E0
2.137940013E1,5.206353647E1,4.495380807E0,-2.238760425E0,2.372890105E0,3.269941462E2,4.768626191E0,3.329375510E0
2.237939966E1,5.206354453E1,4.495344083E0,-2.110734816E0,2.491774276E0,3.055868746E2,4.771966583E0,3.324585984E0
