"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.719904690E-1,-8.381250381E0,-4.258125305E1,-6.744375610E1
7.719904690E-1,-9.225000381E0,-4.211250305E1,-6.635625458E1
1.271990469E0,-8.756250381E0,-3.958125305E1,-6.868125153E1
1.771990469E0,-8.325000763E0,-3.950625229E1,-6.798750305E1
2.271990469E0,-9.150000572E0,-4.207500076E1,-6.836250305E1
2.771990469E0,-1.003125000E1,-4.933125305E1,-6.725625610E1
3.271990469E0,-8.906250000E0,-5.574375153E1,-6.789375305E1
3.771990469E0,-1.186875057E1,-5.986875153E1,-6.316875076E1
4.271990469E0,-2.319375038E1,-5.876250076E1,-5.062500381E1
4.771990469E0,-3.626250076E1,-5.936250305E1,-3.716250229E1
5.271990469E0,-4.914375305E1,-6.005625153E1,-2.668125153E1
5.771990469E0,-5.893125153E1,-5.576250076E1,-2.109375000E1
6.271990469E0,-6.699375153E1,-4.940625381E1,-1.477500057E1
6.771990469E0,-7.481250000E1,-3.804375076E1,-9.412500381E0
7.271990469E0,-8.334375000E1,-2.413125038E1,-2.887500048E0
7.771990469E0,-8.733750153E1,-1.051875019E1,-2.643750191E0
8.271990469E0,-8.180625153E1,-4.443750381E0,-1.048125076E1
8.771990469E0,-7.231875610E1,2.325000048E0,-1.861875153E1
9.271990469E0,-6.204375076E1,8.156250000E0,-2.193750000E1
9.771990469E0,-5.484375381E1,8.962500572E0,-2.034375000E1
1.027199047E1,-4.933125305E1,8.043750763E0,-1.884375000E1
1.077199047E1,-4.460625076E1,5.812500000E0,-1.786875153E1
1.127199047E1,-4.020000076E1,2.475000143E0,-1.738125038E1
1.177199047E1,-3.673125076E1,-1.237500072E0,-1.558125019E1
1.227199047E1,-3.457500076E1,-3.562500238E0,-1.421250057E1
1.277199047E1,-3.463125229E1,-5.118750095E0,-1.378125095E1
1.327199047E1,-3.600000000E1,-6.993750095E0,-1.428750038E1
1.377199047E1,-3.729375076E1,-8.287500381E0,-1.530000019E1
1.427199047E1,-3.796875000E1,-8.137500763E0,-1.640625000E1
1.477199047E1,-3.789375305E1,-6.900000095E0,-1.721250153E1
1.527199047E1,-3.823125076E1,-6.281250477E0,-1.839375114E1
1.577199047E1,-3.798750305E1,-5.418750286E0,-1.901250076E1
1.627199047E1,-3.701250076E1,-5.043750286E0,-1.959375000E1
1.677199047E1,-3.643125153E1,-4.256250381E0,-1.968750000E1
1.727199047E1,-3.570000076E1,-2.981250048E0,-1.987500000E1
1.777199047E1,-3.513750076E1,-1.781250119E0,-2.015625000E1
1.827199047E1,-3.474375153E1,-9.375000596E-1,-2.086875153E1
1.877199047E1,-3.393750000E1,-8.250000477E-1,-2.094375038E1
1.927199047E1,-3.360000229E1,-8.812500238E-1,-2.051250076E1
1.977199047E1,-3.330000305E1,-7.500000000E-1,-2.071875000E1
2.027199047E1,-3.361875153E1,-9.562500119E-1,-2.034375000E1
2.077199047E1,-3.393750000E1,-1.631250024E0,-2.045625114E1
2.127199047E1,-3.442500305E1,-2.381250143E0,-2.088750076E1
2.177199047E1,-3.470625305E1,-3.018750191E0,-2.158125114E1
2.227199047E1,-3.491250229E1,-3.262500048E0,-2.238750076E1
2.277199047E1,-3.487500000E1,-3.562500238E0,-2.347500038E1
2.327199047E1,-3.491250229E1,-3.206250191E0,-2.409375191E1
2.377199047E1,-3.545625305E1,-3.187500238E0,-2.510625076E1
2.427199047E1,-3.594375229E1,-2.981250048E0,-2.611875153E1
2.477199047E1,-3.560625076E1,-3.187500238E0,-2.677500153E1
2.527199047E1,-3.485625076E1,-3.562500238E0,-2.617500114E1
2.577199047E1,-3.540000153E1,-3.918750048E0,-2.598750114E1
2.627199047E1,-3.532500076E1,-4.031250000E0,-2.621250153E1
2.677199047E1,-3.556875229E1,-4.050000191E0,-2.587500191E1
2.727199047E1,-3.603750229E1,-4.856250286E0,-2.580000114E1
2.777199047E1,-3.562500000E1,-6.168750286E0,-2.606250191E1
2.827199047E1,-3.480000305E1,-7.556250095E0,-2.587500191E1
2.877199047E1,-3.421875000E1,-8.437500000E0,-2.574375153E1
2.927199047E1,-3.436875153E1,-7.931250095E0,-2.722500038E1
2.977199047E1,-3.408750153E1,-6.281250477E0,-2.791875076E1
3.027199047E1,-3.472500229E1,-5.587500095E0,-2.923125076E1
3.077199047E1,-3.553125000E1,-4.387500286E0,-3.093750191E1
3.127199047E1,-3.339375305E1,-3.206250191E0,-3.069375038E1
3.177199047E1,-3.221250153E1,-2.418750048E0,-2.842500114E1
3.227199047E1,-3.228750229E1,-1.612500072E0,-2.775000191E1
3.277199047E1,-3.279375076E1,-3.562500179E-1,-2.767500114E1
3.327199047E1,-3.294375229E1,-1.312500089E-1,-2.703750038E1
3.377199047E1,-3.249375153E1,-1.068750024E0,-2.694375038E1
3.427199047E1,-3.161250114E1,-1.537500024E0,-2.531250191E1
3.477199047E1,-3.080625153E1,-2.268750191E0,-2.400000000E1
3.527199047E1,-3.204375076E1,-2.287500143E0,-2.439375114E1
3.577199047E1,-3.316875076E1,-1.668750048E0,-2.608125114E1
3.627199047E1,-3.343125153E1,-1.050000072E0,-2.677500153E1
3.677199047E1,-3.341250229E1,-9.187500477E-1,-2.700000191E1
3.727199047E1,-3.337500000E1,-1.050000072E0,-2.698125076E1
3.777199047E1,-3.440625000E1,-2.043750048E0,-2.540625191E1
3.827199047E1,-3.763125229E1,-3.975000143E0,-1.995000076E1
3.877199047E1,-4.023750305E1,-5.437500000E0,-1.608750153E1
3.927199047E1,-4.085625076E1,-6.281250477E0,-1.436250019E1
3.977199047E1,-4.156875229E1,-7.050000191E0,-1.200000000E1
4.027199047E1,-4.200000000E1,-6.937500477E0,-1.104375076E1
4.077199047E1,-4.235625076E1,-6.600000381E0,-1.053750038E1
4.127199047E1,-4.235625076E1,-6.393750191E0,-9.881250381E0
4.177199047E1,-4.108125305E1,-5.343750000E0,-1.038750076E1
4.227199047E1,-3.755625153E1,-3.843750238E0,-1.490625095E1
4.277199047E1,-3.446250153E1,-2.625000000E0,-1.747500038E1
4.327199047E1,-3.397500229E1,-2.325000048E0,-1.816875076E1
4.377199047E1,-3.292500305E1,-2.025000095E0,-1.968750000E1
4.427199047E1,-3.189375114E1,-2.475000143E0,-1.968750000E1
4.477199047E1,-3.125625038E1,-3.112500191E0,-1.925625038E1
4.527199047E1,-3.151875114E1,-3.637500048E0,-1.908750153E1
4.577199047E1,-3.195000076E1,-3.825000048E0,-1.906875038E1
4.627199047E1,-3.277500153E1,-2.962500095E0,-1.976250076E1
4.677199047E1,-3.375000000E1,-2.006250143E0,-2.124375153E1
4.727199047E1,-3.375000000E1,-1.256250024E0,-2.218125153E1
4.777199047E1,-3.386250305E1,-8.250000477E-1,-2.244375038E1
4.827199047E1,-3.423750305E1,-7.125000358E-1,-2.259375000E1
4.877199047E1,-3.414375305E1,-7.125000358E-1,-2.310000038E1
4.927199047E1,-3.264375305E1,-1.012500048E0,-2.370000076E1
4.977199047E1,-3.043125153E1,-2.250000000E0,-2.313750076E1
5.027199047E1,-2.861250114E1,-4.687500000E0,-2.139375114E1
5.077199047E1,-2.812500191E1,-6.412500381E0,-2.068125153E1
5.127199047E1,-2.793750191E1,-7.500000477E0,-2.075625038E1
5.177199047E1,-2.746875191E1,-8.737500191E0,-2.103750038E1
5.227199047E1,-2.679375076E1,-1.029375076E1,-2.107500076E1
5.277199047E1,-2.611875153E1,-1.198125076E1,-2.070000076E1
5.327199047E1,-2.636250114E1,-1.336875057E1,-2.017500114E1
5.377199047E1,-2.724375153E1,-1.395000076E1,-2.100000000E1
5.427199047E1,-2.745000076E1,-1.404375076E1,-2.240625000E1
5.477199047E1,-2.656875038E1,-1.520625019E1,-2.231250000E1
5.527199047E1,-2.589375114E1,-1.635000038E1,-2.188125038E1
5.577199047E1,-2.580000114E1,-1.740000153E1,-2.182500076E1
5.627199047E1,-2.527500153E1,-1.854375076E1,-2.193750000E1
5.677199047E1,-2.471250153E1,-1.946250153E1,-2.206875038E1
5.727199047E1,-2.448750114E1,-1.946250153E1,-2.270625114E1
5.777199047E1,-2.446875191E1,-1.927500153E1,-2.353125000E1
5.827199047E1,-2.422500038E1,-1.888125038E1,-2.426250076E1
5.877199047E1,-2.373750114E1,-1.910625076E1,-2.488125038E1
5.927199047E1,-2.341875076E1,-1.978125000E1,-2.566875076E1
5.977199047E1,-2.325000000E1,-1.963125038E1,-2.681250191E1
6.027199060E1,-2.360625076E1,-1.886250114E1,-2.857500076E1
6.077199060E1,-2.358750153E1,-1.886250114E1,-2.996250153E1
6.127199060E1,-2.291250038E1,-1.989375114E1,-3.061875153E1
6.177199060E1,-2.244375038E1,-2.075625038E1,-3.112500191E1
6.227199060E1,-2.212500000E1,-2.145000076E1,-3.170625114E1
6.277199060E1,-2.182500076E1,-2.160000038E1,-3.240000153E1
6.327199060E1,-2.148750114E1,-2.199375153E1,-3.307500076E1
6.377199060E1,-2.120625114E1,-2.276250076E1,-3.328125000E1
6.427199060E1,-2.111250114E1,-2.347500038E1,-3.337500000E1
6.477199060E1,-2.146875000E1,-2.336250114E1,-3.406875229E1
6.527199060E1,-2.195625114E1,-2.283750153E1,-3.480000305E1
6.577199060E1,-2.175000000E1,-2.364375114E1,-3.510000229E1
6.627199060E1,-2.107500076E1,-2.559375191E1,-3.493125153E1
6.677199060E1,-2.070000076E1,-2.739375114E1,-3.487500000E1
6.727199060E1,-2.043750000E1,-2.868750191E1,-3.481875229E1
6.777199060E1,-1.970625114E1,-3.048750114E1,-3.457500076E1
6.827199060E1,-1.841250038E1,-3.303750229E1,-3.376875305E1
6.877199060E1,-1.747500038E1,-3.540000153E1,-3.330000305E1
6.927199060E1,-1.771875000E1,-3.793125153E1,-3.256875229E1
6.977199060E1,-1.835625076E1,-3.976875305E1,-3.234375000E1
7.027199060E1,-1.895625114E1,-4.098750305E1,-3.266250229E1
7.077199060E1,-1.927500153E1,-4.228125000E1,-3.251250076E1
7.127199060E1,-2.000625038E1,-4.353750229E1,-3.189375114E1
7.177199060E1,-2.086875153E1,-4.440000153E1,-3.180000114E1
7.227199060E1,-2.195625114E1,-4.470000076E1,-3.183750153E1
7.277199060E1,-2.289375114E1,-4.496250153E1,-3.163125038E1
7.327199060E1,-2.266875076E1,-4.509375000E1,-3.181875038E1
7.377199060E1,-2.236875153E1,-4.539375305E1,-3.181875038E1
7.427199060E1,-2.208750153E1,-4.535625076E1,-3.127500153E1
7.477199060E1,-2.176875114E1,-4.548750305E1,-3.110625076E1
7.527199060E1,-2.126250076E1,-4.558125305E1,-3.129375076E1
7.577199060E1,-2.081250000E1,-4.486875153E1,-3.105000114E1
7.627199060E1,-2.036250114E1,-4.220625305E1,-3.007500076E1
7.677199060E1,-1.948125076E1,-3.948750305E1,-2.866875076E1
7.727199060E1,-1.903125000E1,-3.637500000E1,-2.765625191E1
7.777199060E1,-1.878750038E1,-3.277500153E1,-2.681250191E1
7.827199060E1,-1.876875114E1,-2.925000191E1,-2.606250191E1
7.877199060E1,-1.875000000E1,-2.568750191E1,-2.523750114E1
7.927199060E1,-1.850625038E1,-2.220000076E1,-2.430000114E1
7.977199060E1,-1.818750000E1,-1.931250000E1,-2.341875076E1
8.027199060E1,-1.828125000E1,-1.831875038E1,-2.373750114E1
8.077199060E1,-1.895625114E1,-1.773750114E1,-2.428125191E1
8.127199060E1,-1.940625000E1,-1.749375153E1,-2.426250076E1
8.177199060E1,-1.978125000E1,-1.728750038E1,-2.403750038E1
8.227199060E1,-2.060625076E1,-1.698750114E1,-2.409375191E1
8.277199060E1,-2.161875153E1,-1.642500114E1,-2.385000038E1
8.327199060E1,-2.315625000E1,-1.488750076E1,-2.379375076E1
8.377199060E1,-2.510625076E1,-1.310625076E1,-2.403750038E1
8.427199060E1,-2.651250076E1,-1.110000038E1,-2.463750076E1
8.477199060E1,-2.808750153E1,-8.793750763E0,-2.506875038E1
8.527199060E1,-2.994375038E1,-6.656250477E0,-2.656875038E1
8.577199060E1,-3.150000191E1,-4.650000095E0,-2.788125038E1
8.627199060E1,-3.330000305E1,-3.900000095E0,-2.913750076E1
8.677199060E1,-3.453750229E1,-4.181250095E0,-3.163125038E1
8.727199060E1,-3.406875229E1,-5.756250381E0,-3.356250000E1
8.777199060E1,-3.285000229E1,-8.100000381E0,-3.463125229E1
8.827199060E1,-3.176250076E1,-1.087500000E1,-3.448125076E1
8.877199060E1,-3.118125153E1,-1.445625019E1,-3.358125305E1
8.927199060E1,-3.056250191E1,-1.773750114E1,-3.129375076E1
8.977199060E1,-3.071250153E1,-2.135625076E1,-3.026250076E1
9.027199060E1,-3.099375153E1,-2.265000153E1,-2.947500038E1
9.077199060E1,-3.230625153E1,-2.221875000E1,-2.790000153E1
9.127199060E1,-3.451875305E1,-2.096250153E1,-2.692500114E1
9.177199060E1,-3.731250000E1,-1.920000076E1,-2.686875153E1
9.227199060E1,-4.100625229E1,-1.696875000E1,-2.733750153E1
9.277199060E1,-4.415625000E1,-1.299375057E1,-2.898750114E1
9.327199060E1,-4.719375229E1,-7.837500095E0,-3.091875076E1
9.377199060E1,-4.965000153E1,-1.556250095E0,-3.247500229E1
9.427199060E1,-5.304375076E1,3.768750191E0,-3.410625076E1
9.477199060E1,-5.778750229E1,9.225000381E0,-3.742500305E1
9.527199060E1,-6.253125381E1,1.496250057E1,-4.040625000E1
9.577199060E1,-6.656250000E1,2.013750076E1,-4.314375305E1
9.627199060E1,-6.877500153E1,2.441250038E1,-4.516875076E1
9.677199060E1,-6.922500610E1,2.602500153E1,-4.569375229E1
9.727199060E1,-7.021875000E1,2.626875114E1,-4.803750229E1
9.777199060E1,-7.198125458E1,2.623125076E1,-4.989375305E1
9.827199060E1,-7.239375305E1,2.613750076E1,-5.131875229E1
9.877199060E1,-7.063125610E1,2.540625191E1,-5.101875305E1
9.927199060E1,-6.924375153E1,2.401875114E1,-5.071875381E1
9.977199060E1,-6.841875458E1,2.328750038E1,-5.175000381E1
1.002719906E2,-6.873750305E1,2.278125000E1,-5.578125381E1
1.007719906E2,-7.110000610E1,2.356875038E1,-5.941875076E1
1.012719906E2,-7.271250153E1,2.439375114E1,-6.037500381E1
