"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.612326570E-1,-8.674279600E-2,9.056070447E-2,4.138609022E-2
7.652697400E-1,-5.787943676E-2,-1.023198478E-2,1.588248461E-2
1.269308282E0,-1.007926911E-1,3.191768378E-2,-2.916879356E-1
1.773348178E0,-7.971785218E-2,3.258963525E-1,2.133445293E-1
2.277389219E0,-1.036942974E-1,-2.237292230E-1,9.712749720E-2
2.781431250E0,9.651663154E-2,-1.267544478E-1,2.321286127E-2
3.285474011E0,1.719584316E-1,-3.048215210E-1,-3.585776389E-1
3.789517553E0,7.461713552E-1,-2.836703300E0,7.024945021E-1
4.293561615E0,2.136499584E-1,-1.896735132E-1,4.639517963E-1
4.797606355E0,-1.627954692E-1,1.609628648E-1,-1.091920808E-1
5.301651563E0,-7.483093534E-3,7.542653084E-1,2.822195292E-1
5.805697188E0,7.513637096E-2,3.071122766E-1,-1.053741761E-2
6.309742917E0,-1.786779426E-2,7.040216774E-2,-3.665188793E-3
6.813788594E0,-1.435532235E-2,5.543597788E-2,-7.483093534E-3
7.317834167E0,-2.596175298E-3,-7.635809947E-3,-1.802051067E-2
7.821879636E0,-3.054323979E-2,1.015562713E-1,-1.374445762E-2
8.325925000E0,-2.443459071E-2,4.337139800E-2,-2.107483521E-2
8.829970417E0,-3.726275265E-2,1.359174121E-2,-8.704823442E-3
9.334015990E0,-2.275471389E-2,-5.650499091E-2,-6.612611562E-2
9.838061719E0,-3.268126398E-2,-4.398226365E-2,1.985310577E-3
1.034210729E1,3.329212964E-2,-3.985892832E-1,-2.748891478E-3
1.084615286E1,-9.575305134E-2,1.936441362E-1,6.108647794E-4
1.135019833E1,-2.962694131E-2,5.849030241E-2,-5.268708616E-2
1.185424386E1,-4.688387364E-2,8.582650125E-2,2.290742937E-3
1.235828917E1,-1.374445739E-3,2.443459118E-3,-1.069013379E-3
1.286233427E1,4.886918236E-3,4.520399496E-2,2.076940238E-2
1.336637932E1,2.504545636E-2,1.695149764E-2,8.399390616E-3
1.387042469E1,3.802633286E-2,-1.679878100E-3,3.222311661E-2
1.437447042E1,1.099556591E-2,7.498364896E-2,5.589412898E-2
1.487851625E1,3.787361458E-2,-5.803215317E-3,1.420260593E-2
1.538256182E1,2.901607752E-2,8.002328873E-2,3.863719851E-2
1.588660714E1,1.010981202E-1,1.191186309E-1,1.389717404E-2
1.639065214E1,-4.596757516E-2,3.604102135E-2,-2.306014486E-2
1.689469708E1,5.955931731E-3,-7.330377400E-2,-4.016435891E-2
1.739874188E1,-1.756236330E-2,3.649916872E-2,5.039634649E-3
1.790278656E1,-3.970621154E-3,7.483093534E-3,2.748891478E-3
1.840683109E1,-5.497782957E-3,1.771507785E-2,-2.901607659E-3
1.891087542E1,3.054323897E-4,9.315688163E-3,-6.566796452E-3
1.941491958E1,-1.221729536E-2,1.847865991E-2,4.581485875E-3
1.991896354E1,3.665188793E-3,5.650499370E-3,-1.221729536E-2
2.042300729E1,-1.252272818E-2,9.162971750E-3,1.603520103E-2
2.092705078E1,4.428769462E-3,6.566796452E-3,-1.069013402E-2
2.143109422E1,-6.872228812E-3,1.511890348E-2,3.817904973E-3
2.193513740E1,2.901607659E-3,4.734201822E-3,-6.108647678E-3
2.243918042E1,-4.276053514E-3,4.734201822E-3,4.276053514E-3
2.294322349E1,-9.162971983E-4,7.483093534E-3,-2.596175298E-3
2.344726703E1,-8.857538924E-3,2.748891478E-3,4.428769462E-3
2.395131120E1,-6.414080039E-3,1.679878100E-3,-3.054323897E-4
2.445535620E1,-1.832594397E-3,6.108647678E-3,-7.941242307E-3
