"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.726325000E-3,1.292124242E-1,5.778068542E0,8.038089752E0
2.272752300E-2,-3.828516230E-2,5.551348686E0,7.975875854E0
5.227275230E-1,-4.815555513E-1,5.238486767E0,8.775078773E0
1.022727523E0,-4.989035130E-1,5.379065514E0,8.054241180E0
1.522727523E0,-1.520638824E0,3.980460405E0,7.308876991E0
2.022727523E0,-6.041877270E-1,5.844469070E0,9.384650230E0
2.522727523E0,-1.430907965E0,3.069393158E0,9.652647018E0
3.022727523E0,-4.594219327E-1,4.567300320E0,8.821739197E0
3.522727523E0,1.483550072E0,4.458426952E0,5.938985825E0
4.022727523E0,1.006780148E1,2.561516523E0,5.294120312E-1
4.522727523E0,1.048893833E1,3.649054468E-1,-1.528415442E0
5.022727523E0,1.024008465E1,8.566305041E-1,-7.549355626E-1
5.522727523E0,9.778867722E0,-4.372883439E-1,3.975076675E0
6.022727523E0,8.793025017E0,-4.755735099E-1,4.410570145E0
6.522727523E0,8.610571861E0,-5.665007830E-1,4.436293125E0
7.022727523E0,8.388039589E0,-4.881358147E-1,4.971088886E0
7.522727523E0,9.164510727E0,-3.714857101E-1,4.453640938E0
8.022727523E0,8.596215248E0,-4.594219327E-1,4.880161762E0
8.522727523E0,8.660223007E0,-2.470589429E-1,5.228915691E0
9.022727523E0,8.256434441E0,-4.660021961E-1,5.099703312E0
9.522727523E0,8.311469078E0,3.732803464E-1,5.053641319E0
1.002272752E1,8.523234367E0,-6.580262631E-2,5.009374142E0
1.052272752E1,8.919246674E0,-1.836491376E-1,3.131008387E0
1.102272752E1,9.052646637E0,-3.194418252E-1,3.774677753E0
1.152272752E1,8.860024452E0,1.100698411E-1,4.382454872E0
1.202272752E1,9.010173798E0,-3.529413342E-1,4.569094658E0
1.252272752E1,8.099106789E0,-1.752742529E-1,4.560719967E0
1.302272752E1,8.670392990E0,-4.833501875E-1,4.872983456E0
1.352272752E1,8.378468513E0,-5.060819983E-1,4.947160721E0
1.402272752E1,8.812167168E0,-5.234299302E-1,4.658227444E0
1.452272752E1,8.082955360E0,-1.491924882E0,5.283352375E0
1.502272752E1,7.996813297E0,-9.188438654E-1,5.184648514E0
1.552272752E1,8.355736732E0,-1.285543919E0,5.495715618E0
1.602272752E1,7.988438606E0,-4.295116663E-1,6.178267956E0
1.652272752E1,7.691728592E0,-7.178468108E-1,6.143572330E0
1.702272752E1,7.921439171E0,-3.427718580E-1,5.969494343E0
1.752272752E1,7.875377655E0,-6.287141442E-1,5.906682491E0
1.802272752E1,7.703692436E0,-3.924229145E-1,6.156134605E0
1.852272752E1,8.004590034E0,-7.070791125E-1,6.015556335E0
1.902272752E1,7.572087288E0,-3.684946895E-1,6.142973900E0
1.952272752E1,7.607979774E0,-6.520441771E-1,6.227321148E0
2.002272752E1,7.277770042E0,-3.140579760E-1,6.093322754E0
2.052272752E1,7.650452137E0,-6.634100676E-1,6.235695839E0
2.102272752E1,7.665407181E0,-4.773681164E-1,6.357131481E0
2.152272752E1,7.584051132E0,-5.868397355E-1,6.344569206E0
2.202272752E1,7.447660446E0,-5.042873621E-1,6.334998131E0
2.252272752E1,7.509873867E0,-5.808576941E-1,6.423532486E0
2.302272752E1,7.485945702E0,-6.191428304E-1,6.473183632E0
2.352272752E1,7.481160164E0,-5.551348329E-1,6.461817741E0
2.402272752E1,7.492526054E0,-6.329016089E-1,6.390631199E0
2.452272752E1,7.369893551E0,-5.706881881E-1,6.411568165E0
2.502272752E1,7.320840836E0,-6.209374666E-1,6.390631199E0
2.552272752E1,7.497311592E0,-5.742774606E-1,6.562315941E0
2.602272752E1,7.400402069E0,-6.047859192E-1,6.210571289E0
2.652272752E1,7.482954502E0,-5.377869010E-1,6.293123722E0
2.702272752E1,7.600800991E0,-5.808576941E-1,6.328417778E0
2.752272752E1,7.471588612E0,-6.634100676E-1,6.398407936E0
2.802272752E1,7.448258877E0,-6.221339107E-1,6.270391941E0
2.852272752E1,7.567301750E0,-5.772684813E-1,6.355337143E0
2.902272752E1,7.392625332E0,-6.239284873E-1,6.524031162E0
2.952272752E1,7.509873867E0,-5.772684813E-1,6.443273067E0
3.002272752E1,7.342974663E0,-6.759724021E-1,6.604190350E0
3.052272752E1,7.238886833E0,-6.508477330E-1,6.470192432E0
3.102272752E1,7.205985546E0,-6.568298340E-1,6.698707104E0
3.152272752E1,7.157530785E0,-6.364908218E-1,6.771687984E0
3.202272752E1,7.067201614E0,-6.825526357E-1,6.876972198E0
3.252272752E1,6.982256413E0,-6.472585201E-1,6.808776855E0
3.302272752E1,7.060621262E0,-6.556333899E-1,6.856035233E0
3.352272752E1,6.980462074E0,-7.477570772E-1,6.802196503E0
3.402272752E1,6.969096184E0,-7.118647099E-1,6.988238335E0
3.452272752E1,7.045666218E0,-7.190431952E-1,6.964908600E0
3.502272752E1,7.036693096E0,-7.070791125E-1,6.979265213E0
3.552272752E1,7.038487911E0,-7.639086246E-1,6.991827965E0
3.602272752E1,6.928418159E0,-7.304090858E-1,6.930810928E0
3.652272752E1,6.928418159E0,-6.987041831E-1,7.025327206E0
3.702272752E1,6.997809887E0,-7.160521746E-1,7.052246571E0
3.752272752E1,7.028916359E0,-7.639086246E-1,7.121040344E0
3.802272752E1,9.062815666E0,-1.962114573E-1,2.346760750E0
3.852272752E1,1.038604641E1,-3.194418252E-1,-6.334998012E-1
3.902272752E1,8.043473244E0,-3.888336718E-1,3.142972469E0
3.952272752E1,7.972885132E0,6.957131624E-1,5.281557560E0
4.002272752E1,8.976076126E0,5.425725579E-1,4.365705013E0
4.052272752E1,8.443074226E0,-1.944168359E-1,5.039284706E0
4.102272752E1,7.971688747E0,-3.906283081E-1,5.810969830E0
4.152272752E1,7.883154392E0,-4.450650215E-1,6.119045734E0
4.202272752E1,7.828119278E0,-3.122633696E-1,5.959922791E0
4.252272752E1,7.801798344E0,-4.671986103E-1,5.745765209E0
4.302272752E1,7.671389580E0,-5.665007830E-1,5.796612740E0
4.352272752E1,7.846663475E0,-4.103690982E-1,5.868995667E0
4.402272752E1,7.700103283E0,-3.744767308E-1,6.149554253E0
4.452272752E1,7.631907940E0,-4.325026870E-1,6.246463299E0
4.502272752E1,8.376673698E0,-6.957131624E-1,5.576473236E0
4.552272752E1,7.496115208E0,-6.065805554E-1,6.146563053E0
4.602272752E1,7.497311592E0,-7.405785918E-1,6.422336102E0
4.652272752E1,7.472187042E0,-5.443671346E-1,6.417550564E0
4.702272752E1,7.416553974E0,-6.538388133E-1,6.439683914E0
4.752272752E1,7.489534855E0,-6.430711150E-1,6.497709751E0
4.802272752E1,7.296314240E0,-6.538388133E-1,6.332605362E0
4.852272752E1,7.513463020E0,-5.856433511E-1,6.602993965E0
4.902272752E1,7.473383427E0,-7.477570772E-1,6.471388817E0
4.952272752E1,7.295117855E0,-6.783652306E-1,6.610172749E0
5.002272752E1,7.153343201E0,-7.962117195E-1,6.624529362E0
5.052272752E1,7.191030025E0,-7.525427341E-1,6.760920525E0
5.102272752E1,7.219744205E0,-7.818548083E-1,6.632904530E0
5.152272752E1,7.214958668E0,-7.543373108E-1,6.643671989E0
5.202272752E1,7.239484787E0,-8.691928387E-1,6.682555676E0
5.252272752E1,7.223333359E0,-8.297112584E-1,6.658627033E0
5.302272752E1,7.232904434E0,-8.518448472E-1,6.665207386E0
5.352272752E1,7.299305439E0,-8.721838593E-1,6.722635269E0
5.402272752E1,7.160521984E0,-9.714859724E-1,6.720242500E0
5.452272752E1,7.115057945E0,-8.979067206E-1,6.708278179E0
5.502272752E1,7.150950432E0,-9.780662656E-1,6.714260101E0
5.552272752E1,7.071389198E0,-8.949156404E-1,6.686742783E0
5.602272752E1,6.980462074E0,-1.022333503E0,6.876972198E0
5.652272752E1,6.835097790E0,-9.972088337E-1,7.240681171E0
5.702272752E1,6.532405853E0,-1.085145116E0,7.429116249E0
5.752272752E1,7.045666218E0,-5.006981492E-1,7.167700291E0
5.802272752E1,6.835696220E0,-7.214360237E-1,6.984051228E0
5.852272752E1,6.691528320E0,-8.362914920E-1,7.433901787E0
5.902272752E1,6.537191391E0,-8.027920127E-1,7.369893551E0
5.952272752E1,6.495915413E0,-8.673982024E-1,7.241877556E0
6.002272752E1,6.591030121E0,-8.793623447E-1,7.289734364E0
6.052272752E1,6.504888535E0,-9.128618240E-1,7.373483181E0
6.102272752E1,6.569494724E0,-9.140582681E-1,7.379465103E0
6.152272752E1,6.467201233E0,-9.637092948E-1,7.344171047E0
6.202272752E1,6.406782627E0,-9.254241586E-1,7.308876991E0
6.252272752E1,6.430710793E0,-9.732806087E-1,7.383054256E0
6.302272752E1,6.504888535E0,-9.511470199E-1,7.395018578E0
6.352272752E1,6.488138676E0,-9.475577474E-1,7.453044415E0
6.402272752E1,6.323033810E0,-9.188438654E-1,7.299903870E0
6.452272752E1,6.433701992E0,-9.559326172E-1,7.450053215E0
6.502272752E1,6.379265308E0,-9.427721500E-1,7.476374149E0
6.552272752E1,6.189035892E0,-9.984052777E-1,7.631907940E0
6.602272752E1,6.203990936E0,-9.062815905E-1,7.403393269E0
6.652272752E1,6.259624004E0,-8.979067206E-1,7.486543655E0
6.702272752E1,6.159125328E0,-8.793623447E-1,7.386045456E0
6.752272752E1,6.419344902E0,-8.823533654E-1,7.439883709E0
6.802272752E1,6.259624004E0,-8.021938205E-1,7.607979774E0
6.852272752E1,6.301498413E0,-9.702895880E-1,7.563114166E0
6.902272752E1,6.446264267E0,-8.673982024E-1,7.422535896E0
6.952272752E1,7.817949772E0,-8.871390224E-1,6.052046776E0
7.002272752E1,7.582256794E0,-8.662018180E-1,6.418746948E0
7.052272752E1,7.386045456E0,-9.559326172E-1,6.311069489E0
7.102272752E1,7.464410305E0,-1.003190875E0,6.278766632E0
7.152272752E1,7.459624767E0,-9.828519225E-1,6.340980053E0
7.202272752E1,7.473383427E0,-1.007976532E0,6.401997089E0
