"Time (s)","Pressure (hPa)"
4.133084900E-1,1.011821655E3
9.133304170E-1,1.011723755E3
1.413327032E0,1.011730835E3
1.913378750E0,1.011688965E3
2.413309948E0,1.011633789E3
2.913300678E0,1.011713745E3
3.413325573E0,1.011725464E3
3.913334063E0,1.011752686E3
4.413311563E0,1.011748413E3
4.913307657E0,1.011760864E3
5.413321875E0,1.011767212E3
5.913313230E0,1.011742310E3
6.413310990E0,1.011730591E3
6.913322292E0,1.011745728E3
7.413538542E0,1.011731445E3
7.913315886E0,1.011726562E3
8.413311146E0,1.011728271E3
8.913319375E0,1.011745483E3
9.413321250E0,1.011751343E3
9.913338021E0,1.011742432E3
1.041346375E1,1.011734863E3
1.091332901E1,1.011749023E3
1.141332979E1,1.011742554E3
1.191332833E1,1.011750244E3
1.241330823E1,1.011748413E3
1.291332984E1,1.011755859E3
1.341332536E1,1.011743652E3
1.391332938E1,1.011741699E3
1.441330839E1,1.011735840E3
1.491333240E1,1.011732422E3
1.541331906E1,1.011726440E3
1.591342219E1,1.011749878E3
1.641332042E1,1.011744995E3
1.691329990E1,1.011719971E3
1.741338771E1,1.011739014E3
1.791331896E1,1.011744019E3
1.841332031E1,1.011735229E3
1.891331625E1,1.011723145E3
1.941331583E1,1.011722168E3
1.991332875E1,1.011722778E3
2.017024203E1,1.011723145E3
2.027024912E1,1.011723145E3
2.077024912E1,1.011734131E3
2.127024912E1,1.011732178E3
2.177024912E1,1.011737061E3
2.227024912E1,1.011728516E3
2.277024912E1,1.011736450E3
2.327024912E1,1.011740112E3
2.377024912E1,1.011738647E3
2.427024912E1,1.011745361E3
2.477024912E1,1.011745850E3
2.527024912E1,1.011758789E3
2.577024912E1,1.011756348E3
2.627024912E1,1.011759155E3
2.677024912E1,1.011748535E3
2.727024912E1,1.011755859E3
2.777024912E1,1.011760010E3
2.827024912E1,1.011767212E3
2.877024912E1,1.011767456E3
2.927024912E1,1.011763184E3
2.977024912E1,1.011782959E3
3.027024912E1,1.011770142E3
3.077024912E1,1.011786621E3
3.127024912E1,1.011781982E3
3.177024912E1,1.011793335E3
3.227024912E1,1.011779053E3
3.277024912E1,1.011771851E3
3.327024912E1,1.011768188E3
3.377024912E1,1.011771362E3
3.427024912E1,1.011767700E3
3.477024912E1,1.011767944E3
3.527024912E1,1.011777710E3
3.577024912E1,1.011779175E3
3.627024912E1,1.011776367E3
3.677024912E1,1.011788696E3
3.727024912E1,1.011784302E3
3.777024912E1,1.011790649E3
3.827024912E1,1.011834229E3
3.877024912E1,1.011787109E3
3.927024912E1,1.011802368E3
3.977024912E1,1.011802368E3
4.027024912E1,1.011844360E3
4.077024912E1,1.011717407E3
4.127024912E1,1.011792358E3
4.177024912E1,1.011791626E3
4.227024912E1,1.011790405E3
4.277024912E1,1.011796997E3
4.327024912E1,1.011799561E3
4.377024912E1,1.011799072E3
4.427024912E1,1.011814941E3
4.477024912E1,1.011823486E3
4.527024912E1,1.011810547E3
4.577024912E1,1.011799438E3
4.627024912E1,1.011803223E3
4.677024912E1,1.011794678E3
4.727024912E1,1.011791382E3
4.777024912E1,1.011789062E3
4.827024912E1,1.011788818E3
4.877024912E1,1.011776245E3
4.927024912E1,1.011790527E3
4.977024912E1,1.011783813E3
5.027024912E1,1.011784790E3
5.077024912E1,1.011789429E3
5.127024912E1,1.011777954E3
5.177024912E1,1.011790771E3
5.227024912E1,1.011779053E3
5.277024912E1,1.011780884E3
5.327024912E1,1.011767090E3
5.377024912E1,1.011777588E3
5.427024912E1,1.011772461E3
5.477024912E1,1.011769653E3
5.527024912E1,1.011765137E3
5.577024912E1,1.011769653E3
5.627024912E1,1.011777466E3
5.677024912E1,1.011770874E3
5.727024912E1,1.011776001E3
5.777024912E1,1.011775269E3
5.827024912E1,1.011778320E3
5.877024912E1,1.011785522E3
5.927024912E1,1.011771484E3
5.977024912E1,1.011774414E3
6.027024912E1,1.011780273E3
6.077024912E1,1.011777100E3
6.127024912E1,1.011770264E3
6.177024912E1,1.011809082E3
6.227024912E1,1.011790039E3
6.277024912E1,1.011761719E3
6.327024912E1,1.011767822E3
6.377024912E1,1.011780273E3
6.427024912E1,1.011776733E3
6.477024912E1,1.011773071E3
6.527024912E1,1.011782593E3
6.577024912E1,1.011774902E3
6.627024912E1,1.011777588E3
6.677024912E1,1.011775269E3
6.727024912E1,1.011767822E3
6.777024912E1,1.011778687E3
6.827024912E1,1.011721313E3
6.877024912E1,1.011787109E3
6.927024912E1,1.011785034E3
6.977024912E1,1.011784546E3
7.027024912E1,1.011759521E3
7.077024912E1,1.011779663E3
7.127024912E1,1.011777466E3
7.177024912E1,1.011780762E3
7.227024912E1,1.011777100E3
7.277024912E1,1.011770630E3
7.327024912E1,1.011771118E3
7.377024912E1,1.011776245E3
7.427024912E1,1.011768921E3
7.477024912E1,1.011771973E3
7.527024912E1,1.011784180E3
7.577024912E1,1.011779175E3
7.627024912E1,1.011791382E3
7.677024912E1,1.011805908E3
7.727024912E1,1.011793213E3
7.777024912E1,1.011806641E3
7.827024912E1,1.011800537E3
7.877024912E1,1.011818970E3
7.927024912E1,1.011811523E3
7.977024912E1,1.011816895E3
8.027024912E1,1.011823975E3
8.077024912E1,1.011833496E3
8.127024912E1,1.011843750E3
8.177024912E1,1.011837891E3
8.227024912E1,1.011842773E3
8.277024912E1,1.011843750E3
8.327024912E1,1.011858154E3
8.377024912E1,1.011872559E3
8.427024912E1,1.011881592E3
8.477024912E1,1.011890503E3
8.527024912E1,1.011903564E3
8.577024912E1,1.011910278E3
8.627024912E1,1.011927490E3
8.677024912E1,1.011933716E3
8.727024912E1,1.011928467E3
8.777024912E1,1.011947388E3
8.827024912E1,1.011958862E3
8.877024912E1,1.011963989E3
8.927024912E1,1.012036011E3
8.977024912E1,1.011910400E3
9.027024912E1,1.012001221E3
9.077024912E1,1.012050903E3
9.127024912E1,1.012016113E3
9.177024912E1,1.012014038E3
9.227024912E1,1.012041260E3
9.277024912E1,1.012061035E3
9.327024912E1,1.012070679E3
9.377024912E1,1.012084717E3
9.427024912E1,1.012101562E3
9.477024912E1,1.012111572E3
9.527024912E1,1.012130005E3
9.577024912E1,1.012136719E3
9.627024912E1,1.012150879E3
9.677024912E1,1.012156982E3
9.727024912E1,1.012156860E3
9.777024912E1,1.012176514E3
9.827024912E1,1.012194458E3
9.877024912E1,1.012203979E3
9.927024912E1,1.012210693E3
9.977024912E1,1.012237915E3
1.002702491E2,1.012276855E3
1.007702491E2,1.012312500E3
1.012702491E2,1.012345703E3
1.017702491E2,1.012378662E3
1.022702491E2,1.012353516E3
1.027702491E2,1.012410156E3
1.032702491E2,1.012512085E3
1.037702491E2,1.012470337E3
1.042702491E2,1.012377808E3
1.047702491E2,1.012365845E3
1.052702491E2,1.012357300E3
1.057702491E2,1.012334473E3
1.062702491E2,1.012292969E3
1.067702491E2,1.012242676E3
1.072702491E2,1.012353149E3
1.077702491E2,1.012342163E3
1.082702491E2,1.012354126E3
1.087702491E2,1.012307373E3
1.092702491E2,1.012315674E3
1.097702491E2,1.012290649E3
1.102702491E2,1.012284424E3
1.107702491E2,1.012298828E3
1.112702491E2,1.012344849E3
1.117702491E2,1.012388916E3
1.122702491E2,1.012482910E3
1.127702491E2,1.012545166E3
1.132702491E2,1.012600220E3
1.137702491E2,1.012637939E3
1.142702491E2,1.012676758E3
1.147702491E2,1.012581787E3
1.152702491E2,1.012563477E3
1.157702491E2,1.012570312E3
1.162702491E2,1.012569702E3
1.167702491E2,1.012594727E3
1.172702491E2,1.012594971E3
1.177702491E2,1.012607788E3
1.182702491E2,1.012611938E3
1.187702491E2,1.012615845E3
1.192702491E2,1.012643311E3
1.197702491E2,1.012667236E3
1.202702491E2,1.012682373E3
1.207702491E2,1.012724854E3
1.212702491E2,1.012729980E3
1.217702491E2,1.012725098E3
1.222702491E2,1.012719971E3
1.227702491E2,1.012730957E3
1.232702491E2,1.012758301E3
1.237702491E2,1.012779541E3
1.242702491E2,1.012804321E3
1.247702491E2,1.012815308E3
1.252702491E2,1.012816040E3
1.257702491E2,1.012852661E3
1.262702491E2,1.012904785E3
1.267702491E2,1.012870361E3
1.272702491E2,1.012882935E3
1.277702491E2,1.012891968E3
1.282702491E2,1.012906494E3
1.287702491E2,1.012921143E3
1.292702491E2,1.012926636E3
1.297702491E2,1.012932495E3
1.302702491E2,1.012948608E3
1.307702491E2,1.012953735E3
1.312702491E2,1.012970093E3
1.317702491E2,1.012977661E3
1.322702491E2,1.012981445E3
1.327702491E2,1.012987549E3
1.332702491E2,1.012994263E3
1.337702491E2,1.013017212E3
1.342702491E2,1.013028320E3
1.347702491E2,1.013034546E3
1.352702491E2,1.013045166E3
1.357702491E2,1.013066284E3
1.362702491E2,1.013068115E3
1.367702491E2,1.013090210E3
1.372702491E2,1.013094238E3
1.377702491E2,1.013101074E3
1.382702491E2,1.013109009E3
1.387702491E2,1.013122559E3
1.392702491E2,1.013134033E3
1.397702491E2,1.013136108E3
1.402702491E2,1.013161865E3
1.407702491E2,1.013124512E3
1.412702491E2,1.013175537E3
1.417702491E2,1.013163574E3
1.422702491E2,1.013192139E3
1.427702491E2,1.013189453E3
1.432702491E2,1.013176514E3
1.437702491E2,1.013174316E3
1.442702491E2,1.013197388E3
1.447702491E2,1.013189209E3
1.452702491E2,1.013190308E3
1.457702491E2,1.013190796E3
1.462702491E2,1.013193848E3
1.467702491E2,1.013190063E3
1.472702491E2,1.013216064E3
1.477702491E2,1.013195557E3
1.482702491E2,1.013190552E3
1.487702491E2,1.013192993E3
1.492702491E2,1.013197021E3
1.497702491E2,1.013193115E3
1.502702491E2,1.013188232E3
1.507702491E2,1.013202515E3
1.512702491E2,1.013208740E3
1.517702491E2,1.013203857E3
1.522702491E2,1.013195068E3
1.527702491E2,1.013197021E3
1.532702491E2,1.013187744E3
1.537702491E2,1.013173462E3
1.542702491E2,1.013131958E3
1.547702491E2,1.013090576E3
1.552702491E2,1.013100464E3
1.557702491E2,1.013104492E3
1.562702491E2,1.013117676E3
1.567702491E2,1.013086182E3
1.572702491E2,1.013072998E3
1.577702491E2,1.013266357E3
1.582702491E2,1.013070557E3
1.587702491E2,1.013015991E3
1.592702491E2,1.013059814E3
1.597702491E2,1.013089233E3
1.602702491E2,1.013119385E3
1.607702491E2,1.013116699E3
1.612702491E2,1.012995361E3
1.617702491E2,1.013066650E3
1.622702491E2,1.013068359E3
1.627702491E2,1.013096313E3
1.632702491E2,1.013053101E3
1.637702491E2,1.013044312E3
1.642702491E2,1.013041504E3
1.647702491E2,1.013175659E3
1.652702491E2,1.012980469E3
1.657702491E2,1.012948364E3
1.662702491E2,1.013023315E3
1.667702491E2,1.013065430E3
1.672702491E2,1.013067261E3
1.677702491E2,1.013046021E3
1.682702491E2,1.013054443E3
1.687702491E2,1.013077759E3
1.692702491E2,1.013094849E3
1.697702491E2,1.013078247E3
1.702702491E2,1.013065063E3
1.707702491E2,1.013065552E3
1.712702491E2,1.013091675E3
1.717702491E2,1.013085815E3
1.722702491E2,1.013084229E3
1.727702491E2,1.013086548E3
1.732702491E2,1.013102783E3
1.737702491E2,1.013117554E3
1.742702491E2,1.013113647E3
1.747702491E2,1.013132202E3
1.752702491E2,1.013134766E3
1.757702491E2,1.013125000E3
1.762702491E2,1.013151611E3
1.767702491E2,1.013173706E3
1.772702491E2,1.013168701E3
1.777702491E2,1.013189697E3
1.782702491E2,1.013206055E3
1.787702491E2,1.013205322E3
1.792702491E2,1.013215088E3
1.797702491E2,1.013214111E3
1.802702491E2,1.013252441E3
1.807702491E2,1.013236816E3
1.812702491E2,1.013265625E3
1.817702491E2,1.013274414E3
1.822702491E2,1.013273438E3
1.827702491E2,1.013278320E3
1.832702491E2,1.013287964E3
1.837702491E2,1.013297241E3
1.842702491E2,1.013322754E3
1.847702491E2,1.013326294E3
1.852702491E2,1.013332031E3
1.857702491E2,1.013348389E3
1.862702491E2,1.013375977E3
1.867702491E2,1.013433472E3
1.872702491E2,1.013456299E3
1.877702491E2,1.013456299E3
1.882702491E2,1.013457031E3
1.887702491E2,1.013482300E3
1.892702491E2,1.013493286E3
1.897702491E2,1.013500366E3
1.902702491E2,1.013499634E3
1.907702491E2,1.013505737E3
1.912702491E2,1.013489258E3
1.917702491E2,1.013497070E3
1.922702491E2,1.013498169E3
1.927702491E2,1.013499634E3
1.932702491E2,1.013512939E3
1.937702491E2,1.013520020E3
1.942702491E2,1.013511841E3
1.947702491E2,1.013513062E3
1.952702491E2,1.013526245E3
1.957702491E2,1.013527344E3
1.962702491E2,1.013507324E3
1.967702491E2,1.013514526E3
1.972702491E2,1.013507080E3
1.977702491E2,1.013512207E3
1.982702491E2,1.013513184E3
1.987702491E2,1.013517700E3
1.992702491E2,1.013544189E3
1.997702491E2,1.013562622E3
2.002702491E2,1.013558105E3
2.007702491E2,1.013554443E3
