"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,5.233880730E1,4.871568500E0,NaN,NaN,NaN,8.000000000E2,0.000000000E0
1.503156190E-1,5.233996290E1,4.876237100E0,3.948555162E1,NaN,NaN,8.759999847E1,1.242243481E1
2.100565469E0,5.233928572E1,4.876274920E0,3.862129387E0,5.940000057E0,8.550000000E1,9.007799149E0,1.327712250E1
3.099370416E0,5.233927421E1,4.876348750E0,7.605441626E0,6.860000134E0,8.630000305E1,4.330086708E0,6.199046612E0
4.099239374E0,5.233927521E1,4.876466080E0,8.303630407E0,7.480000019E0,8.700000000E1,3.790092468E0,3.973778486E0
5.099888696E0,5.233927982E1,4.876577620E0,7.939809236E0,8.180000305E0,8.619999695E1,3.790092468E0,3.579848528E0
6.099854945E0,5.233928288E1,4.876695810E0,8.428650826E0,9.390000343E0,8.659999847E1,3.790092468E0,3.340856314E0
7.099222758E0,5.233928402E1,4.876825320E0,9.830215927E0,9.229999542E0,8.659999847E1,3.790092468E0,3.058524370E0
8.100189737E0,5.233928667E1,4.876965470E0,1.070182099E1,9.239999771E0,8.690000153E1,3.790092468E0,3.072000265E0
9.100075986E0,5.233929165E1,4.877101740E0,1.108209411E1,9.180000305E0,8.759999847E1,3.790092468E0,3.071004629E0
1.009980547E1,5.233929448E1,4.877220000E0,1.095032995E1,9.140000343E0,8.930000305E1,3.790092468E0,2.893052578E0
1.110000099E1,5.233930103E1,4.877359760E0,1.038138853E1,9.130000114E0,9.169999695E1,3.790092468E0,2.759939194E0
1.209984119E1,5.233930039E1,4.877489370E0,1.052684766E1,9.039999962E0,9.300000000E1,3.790092468E0,2.785948753E0
1.309986208E1,5.233929733E1,4.877620850E0,1.027887184E1,9.069999695E0,9.300000000E1,3.790092468E0,2.833690166E0
1.410008229E1,5.233929671E1,4.877750450E0,1.020936518E1,9.039999962E0,9.209999847E1,3.790092468E0,2.822115421E0
1.509999239E1,5.233929302E1,4.877885540E0,1.068953995E1,8.960000038E0,9.200000000E1,3.790092468E0,2.787663221E0
1.610018453E1,5.233929644E1,4.878011530E0,1.040757354E1,8.909999847E0,8.859999847E1,3.790092468E0,2.804221392E0
1.710020671E1,5.233930211E1,4.878141740E0,1.078192374E1,8.909999847E0,8.680000305E1,3.790092468E0,3.097270966E0
1.809964025E1,5.233930548E1,4.878271080E0,1.149556464E1,8.920000076E0,8.730000305E1,3.790092468E0,3.169130325E0
1.910002635E1,5.233930680E1,4.878401910E0,1.214682558E1,8.869999886E0,8.750000000E1,3.790092468E0,2.959508419E0
2.010048723E1,5.233931204E1,4.878534380E0,1.296355929E1,8.859999657E0,8.740000153E1,3.790092468E0,3.058067083E0
2.109941015E1,5.233931596E1,4.878663110E0,1.350172454E1,8.770000458E0,8.740000153E1,3.790092468E0,3.136938572E0
2.209938791E1,5.233932090E1,4.878791220E0,1.413242017E1,8.789999962E0,8.740000153E1,3.790092468E0,3.187784433E0
2.309959504E1,5.233932522E1,4.878920110E0,1.407927749E1,8.800000191E0,8.730000305E1,3.790092468E0,3.305139542E0
2.409967431E1,5.233933209E1,4.879049800E0,1.418672235E1,8.789999962E0,8.730000305E1,3.843565226E0,3.719495296E0
2.509939411E1,5.233933814E1,4.879173260E0,1.413064930E1,8.689999580E0,8.730000305E1,4.404970169E0,4.326633930E0
2.609937806E1,5.233934198E1,4.879295020E0,1.428453311E1,8.819999695E0,8.750000000E1,4.246103287E0,4.393591881E0
2.709969062E1,5.233934607E1,4.879413650E0,1.440753168E1,8.619999886E0,8.780000305E1,4.269713879E0,4.556203842E0
2.810005239E1,5.233935218E1,4.879539590E0,1.453792254E1,8.350000381E0,8.790000153E1,4.240624905E0,4.376901627E0
2.910001051E1,5.233935547E1,4.879662620E0,1.488528774E1,8.010000229E0,8.809999847E1,4.201084137E0,4.408145905E0
3.009921145E1,5.233935796E1,4.879773310E0,1.542966622E1,7.679999828E0,8.819999695E1,4.202749729E0,4.257138252E0
3.109989744E1,5.233935803E1,4.879880390E0,1.509562126E1,7.369999886E0,8.830000305E1,4.096838951E0,3.913860321E0
3.209970692E1,5.233935150E1,4.879996280E0,1.414548317E1,7.110000134E0,8.840000153E1,3.790092468E0,3.115941763E0
3.309937082E1,5.233935092E1,4.880103120E0,1.444321206E1,7.019999981E0,8.840000153E1,3.790092468E0,2.845442772E0
3.409953749E1,5.233935222E1,4.880206820E0,1.443131044E1,7.010000229E0,8.840000153E1,3.790092468E0,2.982798815E0
3.509970712E1,5.233935413E1,4.880308090E0,1.425504062E1,6.949999809E0,8.830000305E1,3.790092468E0,3.020492315E0
