"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717853953603235E9,"2024-06-08 15:39:13.603 UTC+02:00"
"PAUSE",2.525100128458347E3,1.717856478747114E9,"2024-06-08 16:21:18.747 UTC+02:00"
