"event","experiment time","system time","system time text"
"START",0.000000000E0,1717577239.288,"2024-06-05 10:47:19.288 UTC+02:00"
"PAUSE",1.000119500E3,1717578239.407,"2024-06-05 11:03:59.407 UTC+02:00"
