"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717674574965802E9,"2024-06-06 13:49:34.966 UTC+02:00"
"PAUSE",5.474745328749996E2,1.717675122439657E9,"2024-06-06 13:58:42.440 UTC+02:00"
