"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717505843070804E9,"2024-06-04 14:57:23.071 UTC+02:00"
"PAUSE",2.355395853750015E2,1.717506078610462E9,"2024-06-04 15:01:18.610 UTC+02:00"
