"Time (s)","X (µT)","Y (µT)","Z (µT)"
8.080250002E-3,-1.083207855E2,-2.659945679E1,-4.674224854E1
5.056741250E-1,-1.103700638E2,-2.473928833E1,-5.166369629E1
1.003268125E0,-1.142750397E2,-2.982632446E1,-5.433996582E1
1.500860917E0,-1.229392471E2,-1.983856201E1,-5.570788574E1
1.998453917E0,-1.176521759E2,-2.157681274E1,-6.386962891E1
2.496046875E0,-1.257224579E2,-2.176541138E1,-4.713800049E1
2.993638875E0,-1.297336426E2,-2.190438843E1,-4.916516113E1
3.491229875E0,-1.351849213E2,-1.958023071E1,-4.725610352E1
3.988820875E0,-1.296067505E2,-1.493106079E1,-4.163970947E1
4.486412500E0,-1.321264496E2,-1.120544434E1,-4.029492188E1
4.984002500E0,-1.329756927E2,-1.238110352E1,-4.339147949E1
5.481592625E0,-1.357763367E2,-1.225582886E1,-4.389605713E1
5.979181625E0,-1.258862991E2,-1.259725952E1,-3.860925293E1
6.476770625E0,-1.237737122E2,-1.135275269E1,-3.570129395E1
6.974358625E0,-1.156101837E2,-1.370263672E1,-4.502465820E1
7.471946542E0,-1.170375519E2,-1.445782471E1,-4.646710205E1
7.969534542E0,-1.129895630E2,-1.021313477E1,-4.726812744E1
8.467121750E0,-8.650325012E1,-2.027380371E1,-5.581054688E1
8.964708750E0,-8.314997864E1,-1.623101807E1,-5.498486328E1
9.462295500E0,-8.328724670E1,-1.814169312E1,-5.349090576E1
9.959881500E0,-7.908950806E1,-1.677362061E1,-5.395959473E1
1.045746750E1,-7.720307159E1,-1.814981079E1,-5.426159668E1
1.095505350E1,-8.071060181E1,-1.548892212E1,-5.808032227E1
1.145263842E1,-7.902115631E1,-1.597222900E1,-5.522888184E1
1.195022342E1,-7.853878021E1,-1.644183350E1,-5.492993164E1
1.244780725E1,-7.810928345E1,-1.762985229E1,-5.629479980E1
1.294539125E1,-7.890696716E1,-1.810198975E1,-5.819903564E1
1.344297554E1,-7.893663025E1,-1.718997192E1,-5.872955322E1
1.394055854E1,-7.934331512E1,-1.682470703E1,-5.720562744E1
1.443814187E1,-7.813243103E1,-1.676483154E1,-5.675164795E1
1.493572488E1,-7.300944519E1,-1.596765137E1,-5.308233643E1
1.543330629E1,-6.953132629E1,-1.530346680E1,-5.083642578E1
1.593088829E1,-7.518731689E1,-1.529678345E1,-5.315570068E1
1.642846938E1,-8.158348083E1,-1.598806763E1,-5.443200684E1
1.692605038E1,-7.977525330E1,-1.674957275E1,-5.524023438E1
