"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.350333334E-2,-2.903968394E-1,-2.267896831E-1,-1.478491575E-1
5.110115417E-1,-5.627259016E-1,5.251587629E-1,-6.900725514E-2
1.008521542E0,2.372097522E-1,6.365285516E-1,1.111667082E-1
1.506033792E0,-5.964579582E-1,-9.424756169E-1,-3.869483173E-1
2.003547792E0,-1.130459547E0,-3.028321981E0,3.211506605E0
2.501062833E0,2.027534008E0,7.660986185E-1,-1.529152870E0
2.998577833E0,-2.551243305E0,-2.885164917E-1,2.400061369E0
3.496095333E0,3.183818102E0,-1.427186608E0,-2.912461042E0
3.993612333E0,-1.441955090E0,-1.851150274E0,1.340290308E0
4.491130208E0,2.652173936E-1,5.587643981E-1,-1.688137054E-1
4.988648208E0,-1.040995955E0,5.482553244E-1,1.746753752E-1
5.486167417E0,-9.977468252E-1,-1.368343532E-1,2.646088600E-1
5.983686417E0,8.611497283E-1,-5.681816954E-3,-2.885193110E0
6.481206417E0,-9.983565211E-1,1.290269613E0,5.135747194E-1
6.978726417E0,1.821593046E0,-1.012560129E0,-1.440331340E0
7.476246042E0,-1.701081157E0,4.675154984E-1,1.706775546E0
7.973767042E0,6.798600554E-1,-3.414579332E-1,-1.918912679E-1
8.471287917E0,-4.657568932E-1,-7.356658578E-1,1.507506847E0
8.968808917E0,1.802772880E-1,-6.846284866E-1,8.743485212E-1
9.466329917E0,4.458416402E-1,-6.863412261E-1,-1.380154848E0
9.963850917E0,1.754428595E-1,-3.718057275E-2,5.928573608E-1
1.046137317E1,1.756779909E0,-7.858098745E-1,-1.367409945E0
1.095889417E1,-2.596495628E0,-5.105535686E-2,2.106303275E-1
1.145641617E1,-8.157220483E-1,1.425312996E0,-3.080587685E-1
1.195393717E1,-6.526511908E-1,-1.476030331E-2,-7.472340465E-1
1.245145846E1,-1.101069689E0,1.533373594E-1,4.924423993E-1
1.294897946E1,1.063300490E0,-4.705557227E-1,-1.329493642E0
1.344650046E1,-9.932095408E-1,8.715121746E-1,-8.689069748E-1
1.394402046E1,1.054501534E0,-1.396342754E0,4.269001484E-1
1.444154042E1,-9.083493948E-1,5.529910922E-1,1.278255343E0
1.493906042E1,-8.044718504E-1,-1.103262454E-1,2.562443614E-1
1.543657867E1,-2.120877504E-1,1.642917693E-1,-5.935295224E-1
1.593409767E1,-4.121544659E-1,-1.636740267E-1,9.165167809E-1
1.643161717E1,1.063751221E0,6.608263254E-1,-1.971861601E0
1.692913517E1,-1.249712110E0,-3.902910948E-1,1.621372700E0
1.742665208E1,1.915907860E0,-5.109574199E-1,-2.360636711E0
1.792417008E1,-1.190365672E0,-7.934751511E-1,2.349919081E0
1.842168579E1,4.133279026E-1,5.614879131E-1,-5.807167292E-1
1.891920179E1,-1.133397460E0,-1.006665379E-1,8.469563127E-1
1.941671842E1,4.196018577E-1,-2.277397811E-1,7.960024476E-1
1.991423442E1,5.552797914E-1,-7.321492583E-2,-1.336803794E0
2.041174896E1,-1.449566722E0,1.125071168E0,4.993770123E-1
2.090926396E1,1.564541936E0,-1.418500841E-1,-2.335448742E0
2.140677804E1,-7.143526673E-1,2.102932483E-1,1.736496925E0
2.190429304E1,1.748434186E0,-1.206550360E0,-1.164400101E0
2.240180679E1,-1.644331574E0,1.650803685E-1,1.957622170E0
2.289932179E1,5.867634416E-1,-1.076210141E0,3.342756927E-1
2.339683592E1,-1.192382425E-1,-7.203079760E-2,-8.596366048E-1
2.389434992E1,-2.587105751E0,-9.421815276E-1,3.480375290E0
2.439186442E1,2.265240908E0,3.507407010E-1,-1.786675334E0
2.488937842E1,1.193129420E0,8.056474328E-1,-7.069102526E-1
2.538689204E1,3.963194370E0,-1.203846693E0,-8.762515187E-1
2.588440604E1,-1.227969408E0,-7.948407531E-1,1.588450909E0
2.638191996E1,1.354766339E-1,-1.586523354E-1,5.993551612E-1
