"Time (s)","Distance (cm)"
1.727083334E-3,5.000000000E0
1.892625971E2,0.000000000E0
1.895459966E2,5.000000000E0
1.904961825E2,0.000000000E0
1.907628764E2,5.000000000E0
1.929632816E2,0.000000000E0
1.932133735E2,5.000000000E0
1.941636073E2,0.000000000E0
1.944803023E2,5.000000000E0
1.989645854E2,0.000000000E0
1.992479455E2,5.000000000E0
2.001648178E2,0.000000000E0
2.004481677E2,5.000000000E0
2.013650754E2,0.000000000E0
2.016150852E2,5.000000000E0
2.154513327E2,0.000000000E0
2.156513449E2,5.000000000E0
2.311379201E2,0.000000000E0
2.312212025E2,5.000000000E0
2.323048316E2,0.000000000E0
2.324048434E2,5.000000000E0
2.646781912E2,0.000000000E0
2.647782385E2,5.000000000E0
2.669453173E2,0.000000000E0
2.670953438E2,5.000000000E0
2.705293926E2,0.000000000E0
2.707961181E2,5.000000000E0
7.346088153E2,0.000000000E0
7.354422856E2,5.000000000E0
8.013226020E2,0.000000000E0
8.014559337E2,5.000000000E0
8.028563426E2,0.000000000E0
8.028895608E2,5.000000000E0
8.038731510E2,0.000000000E0
8.041898545E2,5.000000000E0
8.495492674E2,0.000000000E0
8.585177546E2,5.000000000E0
9.060613066E2,0.000000000E0
9.178970892E2,5.000000000E0
9.402860289E2,0.000000000E0
9.413361938E2,5.000000000E0
9.439534277E2,0.000000000E0
9.441368288E2,5.000000000E0
9.458538375E2,0.000000000E0
9.462872421E2,5.000000000E0
