"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
7.977266500E-2,-7.897067070E-1,6.192460060E-1,-1.666243553E0
2.814377690E-1,-6.861948967E-1,1.396933556E0,-1.993452549E0
7.814377690E-1,5.976887941E-1,-9.576275349E-1,1.114945412E0
1.281437769E0,1.569165707E0,2.453266621E0,-5.266685486E-1
1.781437769E0,-1.976118088E-1,2.435985327E0,3.285461426E0
2.281437769E0,2.310018539E-1,-1.416903973E0,1.663090467E0
2.781437769E0,-9.278197289E-1,-1.143975735E0,-7.260736823E-1
3.281437769E0,-5.946736336E-1,-1.043255806E0,-9.172111750E-1
3.781437769E0,-6.287446022E-1,-4.334683418E-1,-1.063738823E0
4.281437769E0,-6.766872406E-1,-5.045714378E-1,-8.794139028E-1
4.781437769E0,-2.335419655E-1,-1.030311584E-1,-2.277023196E-1
5.281437769E0,-5.641508102E-2,-1.832294464E-2,2.199321985E-1
5.781437769E0,-1.156587601E-1,-2.343750000E-2,-7.187390327E-2
6.281437769E0,-4.476165771E-2,-1.769065857E-2,-7.319772243E-2
6.781437769E0,-8.174896240E-2,1.762485504E-2,1.024401188E-2
7.281437769E0,-1.798701286E-1,-1.547355652E-1,1.286561489E-1
7.781437769E0,7.455587387E-2,-2.204456329E-1,1.515370607E-1
8.281437769E0,-1.091895103E-1,1.531915665E-1,1.164376736E-1
8.781437769E0,-2.820000648E-1,-1.943006516E-1,-1.473016739E-1
9.281437769E0,-4.524755478E-2,-8.134651184E-2,-1.178387403E-1
9.781437769E0,3.933329582E-1,2.338628769E-1,1.576638222E-2
1.028143777E1,2.013683319E-3,1.429090500E-1,-1.336623430E-1
1.078143777E1,-8.947038651E-2,-1.949157715E-1,2.165666819E-1
1.128143777E1,4.402694702E-1,3.081226349E-2,-1.207454205E-1
1.178143777E1,1.039333344E-1,2.250194550E-3,-3.027451038E-2
1.228143777E1,-8.279323578E-3,5.535316467E-2,1.250537634E-1
1.278143777E1,1.328263283E-1,9.217929840E-2,2.429744005E-1
