"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,5.240178880E1,4.935539800E0,3.190739372E1,NaN,NaN,2.671800041E1,5.289649963E1
2.078850832E0,5.240231983E1,4.934678660E0,6.795521964E0,1.101000023E1,3.909999847E1,1.020448780E1,1.471495438E1
3.077529895E0,5.240241021E1,4.934808770E0,5.882701719E0,1.117000008E1,3.809999847E1,8.077601433E0,1.199333191E1
4.077305103E0,5.240249056E1,4.934923510E0,3.639902165E0,1.167000008E1,3.820000076E1,6.154327869E0,8.506922722E0
5.077654321E0,5.240257763E1,4.935038930E0,5.389788343E0,1.214999962E1,3.820000076E1,5.229254723E0,7.086684227E0
6.077530311E0,5.240266673E1,4.935153640E0,5.057096426E0,1.278999996E1,3.809999847E1,3.815847397E0,4.999948502E0
7.077530674E0,5.240275917E1,4.935272950E0,5.772629728E0,1.306999969E1,3.829999924E1,3.790092468E0,4.567315102E0
8.077673643E0,5.240284447E1,4.935387350E0,5.095816028E0,1.268000031E1,3.829999924E1,3.790092468E0,3.482192993E0
9.077852914E0,5.240292828E1,4.935494520E0,3.692555547E0,1.214000034E1,3.850000000E1,3.790092468E0,2.862697601E0
1.007811953E1,5.240301131E1,4.935608060E0,4.321585293E0,1.185999966E1,3.809999847E1,3.790092468E0,2.682151794E0
1.107786046E1,5.240309434E1,4.935718420E0,4.541799702E0,1.153999996E1,3.859999847E1,3.790092468E0,2.991595745E0
1.207771885E1,5.240317421E1,4.935822390E0,4.917706562E0,1.109000015E1,3.770000076E1,3.790092468E0,2.940206051E0
1.307807557E1,5.240325434E1,4.935921160E0,5.085725004E0,1.107999992E1,3.429999924E1,3.790092468E0,2.500000000E0
1.407733031E1,5.240333599E1,4.936004160E0,5.053418981E0,1.072000027E1,3.100000000E1,3.790092468E0,2.500000000E0
1.507822000E1,5.240342611E1,4.936059860E0,5.289114362E0,1.038000011E1,2.200000000E1,3.790092468E0,2.500000000E0
1.607764890E1,5.240351896E1,4.936085030E0,5.299575997E0,1.031000042E1,1.189999962E1,3.790092468E0,2.500000000E0
1.707754426E1,5.240361104E1,4.936093230E0,5.785856666E0,1.034000015E1,1.000000015E-1,3.790092468E0,2.500000000E0
1.807812973E1,5.240370693E1,4.936074030E0,6.607392797E0,1.063000011E1,3.503999939E2,3.790092468E0,2.500000000E0
1.907751124E1,5.240380833E1,4.936021640E0,5.535301572E0,1.090999985E1,3.467999878E2,3.790092468E0,2.500000000E0
2.007751140E1,5.240390897E1,4.935990560E0,6.116297933E0,1.131000042E1,3.485000000E2,3.790092468E0,2.500000000E0
2.107782697E1,5.240401165E1,4.935966300E0,5.829686445E0,1.139000034E1,3.532999878E2,3.790092468E0,2.500000000E0
2.207757083E1,5.240411924E1,4.935969250E0,6.024665272E0,1.188000011E1,2.299999952E0,3.790092468E0,2.500000000E0
2.307807218E1,5.240422965E1,4.936000060E0,6.324705950E0,1.225000000E1,9.899999619E0,3.790092468E0,2.500000000E0
2.407727629E1,5.240433528E1,4.936049660E0,5.694147829E0,1.256999969E1,1.850000000E1,3.790092468E0,2.500000000E0
2.507786645E1,5.240444183E1,4.936128130E0,5.546701212E0,1.293000031E1,2.679999924E1,3.790092468E0,2.500000000E0
2.607746713E1,5.240454817E1,4.936220600E0,5.443268859E0,1.343000031E1,3.309999847E1,3.790092468E0,2.500000000E0
2.707798702E1,5.240465200E1,4.936330900E0,5.471191057E0,1.390999985E1,3.629999924E1,3.790092468E0,2.500000000E0
2.807808067E1,5.240476039E1,4.936454030E0,5.430950997E0,1.446000004E1,3.540000153E1,3.790092468E0,2.500000000E0
2.907750473E1,5.240486944E1,4.936580130E0,5.360379149E0,1.493000031E1,3.520000076E1,3.790092468E0,2.500000000E0
3.007809634E1,5.240498305E1,4.936703770E0,5.225176113E0,1.526000023E1,3.479999924E1,3.790092468E0,2.500000000E0
3.107751337E1,5.240509952E1,4.936827260E0,4.970348154E0,1.552000046E1,3.459999847E1,3.790092468E0,2.500000000E0
3.207808655E1,5.240521731E1,4.936959940E0,4.845410280E0,1.580000019E1,3.390000153E1,3.790092468E0,2.500000000E0
3.307762853E1,5.240533743E1,4.937098030E0,4.967488175E0,1.607999992E1,3.459999847E1,3.790092468E0,2.500000000E0
3.407811046E1,5.240545921E1,4.937239400E0,5.191682177E0,1.636000061E1,3.479999924E1,3.790092468E0,2.500000000E0
3.507808509E1,5.240557977E1,4.937380620E0,5.181072117E0,1.659000015E1,3.550000000E1,3.790092468E0,2.500000000E0
3.607808863E1,5.240569993E1,4.937524250E0,5.296073262E0,1.647999954E1,3.559999847E1,3.790092468E0,2.500000000E0
3.707753973E1,5.240581934E1,4.937658600E0,5.362850130E0,1.627000046E1,3.570000076E1,3.790092468E0,2.500000000E0
3.807809738E1,5.240593963E1,4.937795870E0,5.578189538E0,1.605999947E1,3.640000153E1,3.790092468E0,2.500000000E0
3.907758660E1,5.240605918E1,4.937940010E0,5.822157421E0,1.614999962E1,3.650000000E1,3.790092468E0,2.500000000E0
4.007803525E1,5.240617828E1,4.938083680E0,5.853966193E0,1.637999916E1,3.800000000E1,3.790092468E0,2.500000000E0
4.107821566E1,5.240629587E1,4.938231730E0,5.856234380E0,1.650000000E1,3.909999847E1,3.790092468E0,2.500000000E0
