"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-4.205385685E0,5.817550182E0,4.425525665E0
1.465188300E-2,-3.764508247E0,6.056832314E0,4.653441906E0
5.146518830E-1,-1.189831018E0,3.440878868E0,9.617950439E0
1.014651883E0,-1.347757339E0,3.556930780E0,9.612566948E0
1.514651883E0,6.253043652E0,-2.285743713E0,6.016752720E0
2.014651883E0,6.935596466E0,-8.277371407E0,2.985046208E-1
2.514651883E0,4.835296154E0,-8.017750740E0,-1.453041553E0
3.014651883E0,5.524429321E0,-8.060222626E0,-1.724626899E0
3.514651883E0,5.471786976E0,-7.788039684E0,-1.685743570E0
4.014651883E0,4.758127689E0,-8.280363083E0,-1.330409408E0
4.514651883E0,5.132006168E0,-8.151150703E0,-7.932206988E-1
5.014651883E0,4.619942188E0,-8.682954788E0,-1.253839016E0
5.514651883E0,5.136792183E0,-8.318648338E0,-1.035493970E0
6.014651883E0,5.294120312E0,-8.469395638E0,-1.135394335E0
6.514651883E0,4.924428940E0,-8.358727455E0,-8.243274093E-1
7.014651883E0,5.114658356E0,-8.276175499E0,7.836493850E-2
7.514651883E0,4.826921463E0,-8.644669533E0,-5.419743061E-1
8.014651883E0,4.378865242E0,-8.537590981E0,-1.064207911E0
8.514651883E0,4.469792843E0,-8.421539307E0,-1.518844128E0
9.014651883E0,5.669793129E0,-8.042875290E0,-2.261217386E-1
9.514651883E0,4.954339504E0,-8.247461319E0,-2.981456995E0
1.001465188E1,4.942375183E0,-7.921439171E0,-1.668395638E0
1.051465188E1,5.758327484E0,-8.256434441E0,-7.704889178E-1
1.101465188E1,6.119643688E0,-7.727022648E0,-2.056032896E0
1.151465188E1,5.739783287E0,-7.816154957E0,-1.546959877E0
1.201465188E1,5.918646812E0,-7.663612843E0,-1.034895778E0
1.251465188E1,5.487938881E0,-7.862815380E0,-1.957328916E0
1.301465188E1,6.367899418E0,-7.754539967E0,-6.400800347E-1
1.351465188E1,6.270391941E0,-7.677371502E0,-2.931207716E-1
1.401465188E1,6.186044693E0,-7.567301750E0,-6.089733839E-1
1.451465188E1,6.124429703E0,-7.878966808E0,-6.873382926E-1
1.501465188E1,6.643671989E0,-7.576872826E0,-9.523434043E-1
1.551465188E1,7.363911629E0,-7.317251682E0,-4.486542568E-2
1.601465188E1,6.382256031E0,-7.483552933E0,-3.218346536E-1
1.651465188E1,6.458826542E0,-7.524230957E0,-6.496513486E-1
1.701465188E1,6.411568165E0,-6.854838848E0,-5.647061467E-1
1.751465188E1,6.669394970E0,-7.268198967E0,-7.178468108E-1
1.801465188E1,5.637490273E0,-7.666603565E0,-3.942175210E-1
1.851465188E1,5.302495003E0,-8.898308754E0,-8.883354068E-1
1.901465188E1,2.754737139E0,-9.006584167E0,-2.445464849E0
1.951465188E1,6.104688644E0,-7.843672752E0,-1.499103427E0
2.001465188E1,4.034298897E0,-8.775078773E0,-1.698904037E0
2.051465188E1,3.619742393E0,-8.440083504E0,-2.480160713E0
2.101465188E1,4.159922123E0,-8.657232285E0,-2.370090723E0
2.151465188E1,3.874577999E0,-8.350951195E0,-2.283949137E0
2.201465188E1,4.050450325E0,-8.103293419E0,-2.566302299E0
2.251465188E1,4.249652863E0,-8.395217896E0,-1.913061738E0
2.301465188E1,3.987638950E0,-8.173882484E0,-2.193022013E0
2.351465188E1,4.045664787E0,-8.298309326E0,-2.248056889E0
2.401465188E1,4.406383038E0,-9.205786705E0,-2.608176708E0
2.451465188E1,3.853640795E0,-8.424530029E0,-1.932204247E0
2.501465188E1,4.104289055E0,-8.652446747E0,-1.978266120E0
2.551465188E1,4.150949001E0,-8.656036377E0,-2.036890268E0
2.601465188E1,3.985246181E0,-8.627322197E0,-2.046461582E0
2.651465188E1,4.039084435E0,-8.280961037E0,-1.845464468E0
2.701465188E1,4.455435753E0,-9.395418167E0,-1.730608940E0
2.751465188E1,4.278367043E0,-8.514859200E0,-1.293918848E0
2.801465188E1,4.763511658E0,-8.589036942E0,-1.836491346E0
2.851465188E1,5.047659397E0,-8.749356270E0,-9.445667267E-1
2.901465188E1,4.750350952E0,-8.273183823E0,-2.757728100E-1
2.951465188E1,4.776073933E0,-8.363512993E0,-7.914260626E-1
3.001465188E1,4.944767952E0,-8.649456024E0,-2.285145670E-1
3.051465188E1,4.753342152E0,-9.070592880E0,-7.992027402E-1
3.101465188E1,4.639084816E0,-7.730013371E0,-6.664010882E-1
3.151465188E1,3.993022680E0,-7.211967468E0,-1.255035520E0
3.201465188E1,4.784449100E0,-8.382656097E0,-6.855437160E-1
3.251465188E1,4.596014023E0,-8.215158463E0,-9.601200819E-1
3.301465188E1,4.809573650E0,-8.078168869E0,-5.198407173E-1
3.351465188E1,5.085944653E0,-8.732605934E0,-6.699903607E-1
3.401465188E1,4.518845558E0,-8.465806961E0,-7.387840152E-1
3.451465188E1,4.921437740E0,-8.567501068E0,-6.669993401E-1
3.501465188E1,4.525425911E0,-8.561519623E0,-1.112064362E0
3.551465188E1,4.859224796E0,-8.660821915E0,-8.644071817E-1
3.601465188E1,4.712664127E0,-8.331808090E0,-1.027119160E0
3.651465188E1,4.453640938E0,-8.557929993E0,-3.655036688E-1
3.701465188E1,4.625924587E0,-8.364111900E0,-3.415754437E-1
3.751465188E1,4.305285931E0,-8.785248756E0,-8.087740541E-1
3.801465188E1,4.922634602E0,-8.718249321E0,-1.573280931E0
3.851465188E1,4.994419098E0,-8.476573944E0,-1.218544960E0
3.901465188E1,4.941776752E0,-8.551948547E0,-7.926225066E-1
3.951465188E1,4.767699242E0,-7.468597889E0,-1.089332461E0
4.001465188E1,5.597410202E0,-8.132007599E0,-8.183453679E-1
4.051465188E1,5.438287735E0,-8.340183258E0,-2.991028363E-3
4.101465188E1,5.000999451E0,-7.875975609E0,-4.821537733E-1
4.151465188E1,4.998008251E0,-8.041678429E0,-1.174277663E0
4.201465188E1,5.320441246E0,-8.246863365E0,-1.471585929E-1
4.251465188E1,5.497509956E0,-8.047660828E0,-3.218346536E-1
4.301465188E1,5.632704735E0,-8.423932076E0,-8.051848412E-1
4.351465188E1,6.277570248E0,-7.722237110E0,-1.797608018E0
4.401465188E1,5.366502762E0,-8.100302696E0,-1.268195987E0
4.451465188E1,6.040680885E0,-8.177471161E0,-1.465603858E-1
4.501465188E1,5.434698582E0,-7.708477974E0,-8.404789567E-1
4.551465188E1,6.356533527E0,-7.926823139E0,-7.262216806E-1
4.601465188E1,5.282155991E0,-8.385646820E0,-1.531406492E-1
4.651465188E1,5.467001438E0,-8.082955360E0,-4.259224236E-1
4.701465188E1,5.090131760E0,-8.009973526E0,-7.704889178E-1
4.751465188E1,5.519045353E0,-8.494520187E0,7.453642488E-1
