"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.809890710E-1,5.118750095E0,-3.843750238E0,-4.175625229E1
7.809890710E-1,7.218750477E0,-3.112500191E0,-4.106250000E1
1.280989071E0,3.862500191E0,-2.625000179E-1,-3.898125076E1
1.780989071E0,-2.006250143E0,6.937500477E0,-2.861250114E1
2.280989071E0,-3.356250048E0,1.365000057E1,-1.863750076E1
2.780989071E0,-3.918750048E0,1.846875000E1,-1.123125076E1
3.280989071E0,-4.950000286E0,2.165625000E1,-5.793750286E0
3.780989071E0,-5.512500286E0,2.401875114E1,-1.781250119E0
4.280989071E0,-7.312500477E0,2.958750153E1,6.825000286E0
4.780989071E0,-9.806250572E0,3.506250000E1,1.503750038E1
5.280989071E0,-1.066875076E1,3.939375305E1,2.272500038E1
5.780989071E0,-9.281250000E0,4.087500000E1,2.662500191E1
6.280989071E0,-9.168750763E0,4.100625229E1,2.818125153E1
6.780989071E0,-9.225000381E0,4.089375305E1,2.926875114E1
7.280989071E0,-8.756250381E0,4.095000076E1,3.011250114E1
7.780989071E0,-8.587500572E0,4.106250000E1,3.120000076E1
8.280989071E0,-8.287500381E0,4.119375229E1,3.204375076E1
8.780989071E0,-8.137500763E0,4.100625229E1,3.345000076E1
9.280989071E0,-8.531250000E0,4.057500076E1,3.397500229E1
9.780989071E0,-8.981250763E0,4.010625076E1,3.418125153E1
1.028098907E1,-9.300000191E0,3.980625153E1,3.397500229E1
1.078098907E1,-9.768750191E0,3.965625000E1,3.375000000E1
1.128098907E1,-1.018125057E1,3.973125076E1,3.376875305E1
1.178098907E1,-1.061250019E1,3.973125076E1,3.386250305E1
1.228098907E1,-1.119375038E1,3.956250000E1,3.416250229E1
1.278098907E1,-1.126875019E1,3.969375229E1,3.461250305E1
1.328098907E1,-1.091250038E1,4.031250000E1,3.577500153E1
1.378098907E1,-1.070625019E1,4.085625076E1,3.615000153E1
1.428098907E1,-1.074375057E1,4.117500305E1,3.669375229E1
1.478098907E1,-1.080000019E1,4.134375000E1,3.708750153E1
1.528098907E1,-1.074375057E1,4.130625153E1,3.686250305E1
1.578098907E1,-1.074375057E1,4.125000000E1,3.605625153E1
1.628098907E1,-1.091250038E1,4.132500076E1,3.481875229E1
1.678098907E1,-1.132500076E1,4.126875305E1,3.309375000E1
1.728098907E1,-1.175625038E1,4.113750076E1,3.106875038E1
1.778098907E1,-1.216875076E1,4.100625229E1,2.838750076E1
1.828098907E1,-1.243125057E1,4.080000305E1,2.501250076E1
1.878098907E1,-1.123125076E1,3.950625229E1,2.325000000E1
1.928098907E1,-1.018125057E1,3.877500153E1,2.130000114E1
1.978098907E1,-9.168750763E0,3.840000153E1,1.918125153E1
2.028098907E1,-8.231250763E0,3.849375153E1,1.683750153E1
2.078098907E1,-7.275000095E0,3.877500153E1,1.494375038E1
2.128098907E1,-6.300000191E0,3.909375000E1,1.350000095E1
2.178098907E1,-5.250000000E0,3.952500153E1,1.323750019E1
2.228098907E1,-4.368750095E0,4.003125000E1,1.393125057E1
2.278098907E1,-4.931250095E0,4.155000305E1,1.297500038E1
2.328098907E1,-5.400000095E0,4.260000229E1,1.297500038E1
2.378098907E1,-5.737500191E0,4.338750076E1,1.361250019E1
2.428098907E1,-5.700000286E0,4.376250076E1,1.509375095E1
2.478098907E1,-5.662500381E0,4.391250229E1,1.648125076E1
2.528098907E1,-5.662500381E0,4.393125153E1,1.783125114E1
2.578098907E1,-5.643750191E0,4.389375305E1,1.893750000E1
2.628098907E1,-5.531250000E0,4.372500229E1,1.998750114E1
2.678098907E1,-5.362500191E0,4.348125076E1,2.158125114E1
2.728098907E1,-5.175000191E0,4.260000229E1,2.315625000E1
2.778098907E1,-4.668750286E0,4.095000076E1,2.535000038E1
2.828098907E1,-3.787500143E0,3.787500000E1,2.823750114E1
2.878098907E1,-3.075000048E0,3.495000076E1,3.065625191E1
2.928098907E1,-2.343750000E0,3.241875076E1,3.270000076E1
2.978098907E1,-1.687500119E0,2.983125114E1,3.472500229E1
3.028098907E1,-1.068750024E0,2.730000114E1,3.680625153E1
3.078098907E1,-2.437500060E-1,2.491875076E1,3.836250305E1
3.128098907E1,7.312500477E-1,2.300625038E1,4.001250076E1
3.178098907E1,9.000000358E-1,2.130000114E1,4.209375000E1
3.228098907E1,1.406250000E0,2.201250076E1,4.074375153E1
3.278098907E1,1.537500024E0,2.295000076E1,3.909375000E1
3.328098907E1,2.643750191E0,2.250000000E1,3.999375153E1
3.378098907E1,6.000000238E-1,2.398125076E1,4.168125153E1
3.428098907E1,1.500000060E-1,2.308125114E1,4.323750305E1
3.478098907E1,-1.687500030E-1,2.293125153E1,4.335000229E1
3.528098907E1,-8.250000477E-1,2.295000076E1,4.276875305E1
3.578098907E1,-9.375000596E-1,2.358750153E1,4.117500305E1
3.628098907E1,-1.950000048E0,2.317500114E1,4.209375000E1
3.678098907E1,-2.400000095E0,2.253750038E1,4.359375000E1
3.728098907E1,-3.787500143E0,2.293125153E1,4.273125076E1
3.778098907E1,-2.043750048E0,2.152500153E1,4.113750076E1
3.828098907E1,-1.893750072E0,2.261250114E1,3.939375305E1
3.878098907E1,-2.118750095E0,2.272500038E1,3.918750000E1
3.928098889E1,-2.212500095E0,2.283750153E1,3.870000076E1
3.978098889E1,-2.606250048E0,2.298750114E1,3.832500076E1
4.028098889E1,-3.037500143E0,2.326875114E1,3.770625305E1
4.078098889E1,-3.675000191E0,2.356875038E1,3.693750000E1
4.128098889E1,-4.256250381E0,2.398125076E1,3.635625076E1
4.178098889E1,-4.800000191E0,2.441250038E1,3.592500305E1
4.228098889E1,-5.550000191E0,2.480625153E1,3.543750000E1
4.278098889E1,-6.300000191E0,2.520000076E1,3.480000305E1
4.328098889E1,-6.993750095E0,2.566875076E1,3.446250153E1
4.378098889E1,-7.500000477E0,2.602500153E1,3.416250229E1
4.428098889E1,-7.893750191E0,2.576250076E1,3.348750305E1
4.478098889E1,-8.231250763E0,2.561250114E1,3.354375076E1
4.528098889E1,-8.343750000E0,2.551875114E1,3.328125000E1
4.578098889E1,-8.531250000E0,2.536875153E1,3.313125229E1
4.628098889E1,-8.681250572E0,2.514375114E1,3.309375000E1
4.678098889E1,-8.718750000E0,2.516250038E1,3.350625229E1
4.728098889E1,-8.700000763E0,2.490000153E1,3.410625076E1
4.778098889E1,-8.587500572E0,2.424375153E1,3.489375305E1
4.828098889E1,-8.175000191E0,2.407500076E1,3.513750076E1
4.878098889E1,-7.612500191E0,2.388750076E1,3.513750076E1
4.928098889E1,-7.837500095E0,2.396250153E1,3.487500000E1
4.978098889E1,-8.081250191E0,2.332500076E1,3.466875076E1
5.028098889E1,-7.668750286E0,2.291250038E1,3.461250305E1
5.078098889E1,-7.556250095E0,2.235000038E1,3.435000229E1
5.128098889E1,-7.481250286E0,2.199375153E1,3.451875305E1
5.178098889E1,-7.200000286E0,2.214375114E1,3.429375076E1
5.228098889E1,-7.218750477E0,2.216250038E1,3.525000000E1
5.278098889E1,-7.331250191E0,2.251875114E1,3.551250076E1
5.328098889E1,-6.937500477E0,2.214375114E1,3.639375305E1
5.378098889E1,-6.412500381E0,2.244375038E1,3.693750000E1
5.428098889E1,-6.506250381E0,2.242500114E1,3.761250305E1
5.478098889E1,-6.262500286E0,2.240625000E1,3.821250153E1
5.528098889E1,-6.131250381E0,2.251875114E1,3.836250305E1
5.578098889E1,-6.225000381E0,2.223750114E1,3.815625000E1
5.628098889E1,-6.262500286E0,2.210625076E1,3.789375305E1
5.678098889E1,-5.850000381E0,2.135625076E1,3.654375076E1
5.728098889E1,-5.287500381E0,2.077500153E1,3.444375229E1
5.778098889E1,-4.987500191E0,2.032500076E1,3.343125153E1
5.828098889E1,-4.706250191E0,1.991250038E1,3.249375153E1
5.878098889E1,-4.518750191E0,1.957500076E1,3.131250191E1
5.928098889E1,-4.331250191E0,1.940625000E1,3.046875191E1
5.978098889E1,-4.050000191E0,1.938750076E1,3.026250076E1
6.028098889E1,-3.656250238E0,1.918125153E1,3.001875114E1
6.078098889E1,-3.750000238E0,1.893750000E1,3.127500153E1
6.128098889E1,-3.937500238E0,1.858125114E1,3.330000305E1
6.178098889E1,-3.712500095E0,1.771875000E1,3.431250000E1
6.228098889E1,-3.262500048E0,1.627500153E1,3.549375153E1
6.278098889E1,-3.093750238E0,1.565625095E1,3.656250000E1
6.328098889E1,-3.037500143E0,1.539375019E1,3.699375153E1
6.378098889E1,-3.056250095E0,1.500000095E1,3.727500153E1
6.428098889E1,-3.262500048E0,1.430625057E1,3.727500153E1
6.478098889E1,-3.281250238E0,1.323750019E1,3.751875305E1
6.528098889E1,-3.337500095E0,1.211250019E1,3.766875076E1
6.578098889E1,-3.375000238E0,1.153125000E1,3.802500153E1
6.628098889E1,-3.506250143E0,1.188750076E1,3.798750305E1
6.678098889E1,-3.393750191E0,1.196250057E1,3.810000229E1
6.728098889E1,-3.993750095E0,1.108125019E1,3.665625000E1
6.778098889E1,-3.918750048E0,9.937500000E0,3.403125000E1
6.828098889E1,-3.337500095E0,9.825000763E0,3.316875076E1
6.878098889E1,-3.168750048E0,1.074375057E1,3.270000076E1
6.928098889E1,-3.487500191E0,1.276875019E1,3.063750076E1
6.978098889E1,-4.050000191E0,1.466250038E1,2.741250038E1
7.028098889E1,-4.875000000E0,1.642500114E1,2.518125153E1
7.078098889E1,-5.568750381E0,1.768125153E1,2.336250114E1
7.128098889E1,-5.418750286E0,1.880625153E1,2.379375076E1
7.178098889E1,-5.962500095E0,2.011875153E1,2.570625114E1
7.228098889E1,-6.956250191E0,2.101875114E1,2.630625153E1
7.278098889E1,-7.650000095E0,2.130000114E1,2.606250191E1
7.328098889E1,-7.893750191E0,2.101875114E1,2.769375038E1
7.378098889E1,-8.062500000E0,2.070000076E1,2.994375038E1
7.428098889E1,-7.837500095E0,2.034375000E1,3.127500153E1
7.478098889E1,-7.575000286E0,1.970625114E1,3.211875153E1
7.528098889E1,-7.518750191E0,1.955625153E1,3.352500153E1
7.578098889E1,-7.575000286E0,1.959375000E1,3.442500305E1
7.628098889E1,-7.575000286E0,1.961250114E1,3.515625000E1
7.678098889E1,-7.425000191E0,1.957500076E1,3.596250153E1
7.728098889E1,-7.143750191E0,1.929375076E1,3.628125000E1
7.778098889E1,-6.787500381E0,1.890000153E1,3.676875305E1
