"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.158279169E-2,7.583541107E1,2.768115234E1,6.127746582E1
5.091697917E-1,7.561505890E1,2.781573486E1,5.957366943E1
1.006757667E0,7.568708038E1,2.777960205E1,5.930242920E1
1.504344667E0,7.613433838E1,2.741616821E1,5.922546387E1
2.001931542E0,7.604060364E1,2.754580688E1,5.933044434E1
2.499518542E0,7.529167175E1,2.777465820E1,5.964660645E1
2.997105417E0,7.496184540E1,2.785617065E1,6.016851807E1
3.494692417E0,7.558090210E1,2.770724487E1,5.977593994E1
3.992279083E0,7.504591370E1,2.798852539E1,5.991485596E1
4.489866083E0,7.125083923E1,3.167547607E1,6.914080811E1
4.987452417E0,6.708947754E1,2.867459106E1,7.193017578E1
5.485039417E0,6.597192383E1,2.390728760E1,4.916729736E1
5.982625917E0,6.412559509E1,1.953845215E1,3.820898438E1
6.480212917E0,5.770468140E1,2.276992798E1,2.992968750E1
6.977799833E0,5.389897919E1,2.538601685E1,3.021557617E1
7.475386833E0,4.808366394E1,2.897540283E1,3.006677246E1
7.972973042E0,4.229750824E1,3.333483887E1,3.006756592E1
8.470560042E0,3.762465668E1,3.535903931E1,2.991662598E1
8.968146917E0,3.346632385E1,3.643948364E1,2.941229248E1
9.465733917E0,3.080428314E1,3.672784424E1,2.878588867E1
9.963322167E0,2.755687714E1,3.717727661E1,2.936523438E1
1.046091017E1,2.546730804E1,3.709356689E1,3.007324219E1
1.095849792E1,2.379892349E1,3.711596680E1,2.974163818E1
1.145608592E1,2.257804680E1,3.736776733E1,2.935198975E1
1.195367479E1,2.214140511E1,3.801504517E1,2.964447021E1
1.245126279E1,2.220906258E1,3.868328857E1,2.977587891E1
1.294885146E1,2.199599075E1,3.946710205E1,2.974438477E1
1.344643946E1,2.217414474E1,3.966485596E1,3.025549316E1
1.394402792E1,2.220246124E1,3.954959106E1,3.066534424E1
1.444161692E1,2.188622093E1,3.895156860E1,3.054089355E1
1.493920492E1,2.233244896E1,3.836123657E1,3.019744873E1
1.543679392E1,2.157144356E1,3.887847900E1,3.014526367E1
1.593438354E1,2.181995010E1,3.873062134E1,2.864349365E1
1.643197254E1,2.208819389E1,3.836871338E1,2.757604980E1
1.692956142E1,2.114807701E1,3.926870728E1,3.011828613E1
1.742715042E1,2.426191902E1,3.820736694E1,2.870941162E1
1.792473954E1,2.191995621E1,3.858236694E1,2.856011963E1
1.842232954E1,2.098778534E1,3.807540894E1,2.758343506E1
1.891991867E1,2.525778961E1,3.683218384E1,2.700811768E1
1.941750867E1,2.464799118E1,3.697442627E1,2.671343994E1
1.991509867E1,2.123127365E1,3.815423584E1,2.735986328E1
2.041268767E1,2.225837326E1,3.752258301E1,2.643408203E1
2.091027792E1,2.270002365E1,3.786077881E1,2.695410156E1
2.140786792E1,2.307209015E1,3.776760864E1,2.725604248E1
2.190545717E1,2.287319183E1,3.781011963E1,2.675573730E1
2.240304717E1,2.321286201E1,3.746795654E1,2.657324219E1
2.290063804E1,2.284539413E1,3.787829590E1,2.747387695E1
2.339823004E1,2.278690338E1,3.772540283E1,2.735321045E1
2.389582108E1,2.303774452E1,3.783514404E1,2.669091797E1
2.439341308E1,2.292750168E1,3.796060181E1,2.704364014E1
2.489100517E1,2.273982811E1,3.791400146E1,2.696478271E1
2.538859817E1,2.307300186E1,3.770385742E1,2.655352783E1
2.588619183E1,2.312660980E1,3.795895386E1,2.657342529E1
2.638378383E1,2.313016891E1,3.794778442E1,2.726928711E1
2.688137683E1,2.307352066E1,3.806350708E1,2.691430664E1
2.737897083E1,2.308532333E1,3.793084717E1,2.693609619E1
2.787656367E1,2.281503296E1,3.797131348E1,2.681225586E1
2.837415667E1,2.230223465E1,3.906091309E1,3.108911133E1
2.887175004E1,1.791582870E1,4.206384277E1,3.870465088E1
2.936934404E1,1.771306801E1,4.170529175E1,3.717559814E1
2.986693842E1,2.286819267E1,3.582220459E1,3.305822754E1
3.036453242E1,1.973368454E1,3.754354858E1,3.997296143E1
3.086212692E1,1.625019073E1,3.626135254E1,2.702856445E1
3.135972092E1,1.353026962E1,3.319338989E1,2.860400391E1
3.185731583E1,8.208856583E0,2.829467773E1,2.666058350E1
3.235490983E1,4.215415955E0,2.517971802E1,2.550793457E1
3.285250479E1,-3.303775787E-1,2.093814087E1,2.135687256E1
3.335009879E1,-1.619911194E0,1.754098511E1,2.043933105E1
3.384769304E1,-3.811813354E0,1.261639404E1,1.901599121E1
3.434528804E1,-7.913812637E0,2.111206055E0,1.173608398E1
3.484288367E1,-8.626886368E0,1.354034424E0,1.160638428E1
3.534047867E1,-8.167596817E0,1.034729004E0,1.224523926E1
3.583807379E1,-8.438499451E0,1.669128418E0,1.310675049E1
3.633566779E1,-8.602821350E0,2.160095215E0,1.200677490E1
3.683326271E1,-8.365188599E0,1.509399414E0,1.215515137E1
3.733085771E1,-8.024774551E0,-2.198486328E-1,1.113391113E1
3.782845217E1,-8.470071793E0,-1.328674316E0,1.208465576E1
3.832604717E1,-9.260736465E0,2.598266602E-1,1.098657227E1
3.882364092E1,-9.467187881E0,1.637054443E0,7.598449707E0
3.932123592E1,-9.050491333E0,3.967559814E0,4.228088379E0
3.981883054E1,-8.711708069E0,7.095489502E0,1.720153809E0
4.031642554E1,-6.687843323E0,8.326232910E0,-2.500000000E0
4.081401983E1,-4.369077682E0,9.365661621E0,-6.251586914E0
4.131161483E1,-2.650550842E0,1.004531860E1,-6.731323242E0
4.180920867E1,-2.363203049E0,1.020718384E1,-7.825195312E0
4.230680267E1,-1.714073181E0,9.058593750E0,-7.297302246E0
4.280439754E1,1.083221436E-1,8.753601074E0,-9.698425293E0
4.330199154E1,5.836277008E-1,9.142089844E0,-9.701965332E0
4.379958579E1,1.357402802E-1,9.577362061E0,-9.157836914E0
4.429718079E1,8.017730713E-2,9.161499023E0,-9.126281738E0
4.479477483E1,-2.507743835E-1,9.758941650E0,-9.118286133E0
4.529236883E1,-5.484504700E-1,1.126864624E1,-8.047729492E0
4.578996246E1,1.095809937E-1,1.151168823E1,-8.260131836E0
4.628755746E1,-1.572879791E0,1.468945312E1,-4.817138672E0
4.678515204E1,-1.691129684E0,1.741259766E1,-3.887145996E0
4.728274604E1,-1.256122589E0,1.647561646E1,-3.239685059E0
4.778033917E1,-2.396390915E0,1.834106445E1,-2.548950195E0
4.827793317E1,-3.496974945E0,1.935229492E1,-1.443420410E0
4.877552754E1,-2.373111725E0,2.065847778E1,-2.481445312E0
4.927312254E1,-2.228015900E0,2.169528198E1,-1.592834473E0
4.977071742E1,-2.738933563E0,2.069491577E1,-1.805114746E0
5.026831242E1,-4.734472275E0,1.779846191E1,-3.846374512E0
5.076590767E1,-7.122337341E0,1.214419556E1,-3.665161133E0
5.126350367E1,-9.240375519E0,1.146774292E1,-4.611328125E0
5.176109917E1,-1.027731133E1,8.085571289E0,-3.690063477E0
5.225869517E1,-1.225321388E1,6.455047607E0,-1.765075684E0
5.275629033E1,-1.299214935E1,7.929382324E-1,-2.082641602E0
5.325388633E1,-1.327816772E1,-2.866943359E0,-1.224548340E0
5.375148229E1,-1.296832848E1,-6.999237061E0,-3.594970703E-1
5.424907829E1,-1.220103645E1,-1.033721924E1,-5.250244141E-1
5.474667579E1,-1.085772038E1,-1.394976807E1,6.811523438E-2
5.524427179E1,-1.287085342E1,-8.626068115E0,1.171813965E0
5.574186879E1,-1.166056442E1,-1.587625122E1,-3.195434570E0
5.623946429E1,-1.147258282E1,-1.657083130E1,-2.929504395E0
5.673706129E1,-1.186178017E1,-1.572058105E1,-1.195068359E0
5.723465854E1,-1.184682655E1,-1.409417725E1,-5.197753906E-1
5.773225554E1,-1.172416878E1,-1.377532959E1,-5.586547852E-1
5.822985129E1,-1.152391243E1,-1.229998779E1,6.257934570E-1
5.872744829E1,-1.156138992E1,-1.031958008E1,1.313232422E0
5.922504529E1,-1.202321243E1,-9.237213135E0,1.575012207E0
5.972264229E1,-1.199015427E1,-9.089050293E0,1.133972168E0
6.022023929E1,-1.185104465E1,-8.922576904E0,1.063476562E0
6.071783529E1,-1.111733055E1,-1.138000488E1,-1.221984863E0
6.121543221E1,-1.121106243E1,-1.277865601E1,-2.235656738E0
6.171302921E1,-1.140486908E1,-1.306292725E1,-2.121154785E0
6.221062604E1,-1.170087433E1,-1.092941284E1,-1.061279297E0
6.270822304E1,-1.239228058E1,-9.073364258E0,9.960327148E-1
6.320581929E1,-1.230044651E1,-7.524108887E0,1.093811035E0
6.370341529E1,-1.240489101E1,-3.757843018E0,2.745849609E0
6.420101246E1,-1.252990055E1,-1.036102295E0,4.196411133E0
6.469860846E1,-1.154964447E1,-2.184173584E0,3.612243652E0
6.519620392E1,-1.099072552E1,-1.414306641E0,3.250366211E0
6.569380092E1,-1.303330517E1,-5.053161621E0,4.984741211E0
6.619139704E1,-1.227555275E1,-7.481903076E0,4.150756836E0
6.668899304E1,-9.836176872E0,-1.421630859E1,1.825317383E0
6.718658892E1,-7.225291252E0,-1.807263184E1,2.947082520E0
6.768418492E1,-3.173889160E0,-2.116632080E1,5.494995117E-1
6.818178092E1,1.590318680E0,-2.521398926E1,-2.297851562E0
6.867937692E1,4.846993446E0,-2.856390381E1,-5.160888672E0
6.917697371E1,7.370647430E0,-3.150747681E1,-7.505249023E0
6.967456971E1,9.159378052E0,-3.305285645E1,-9.135681152E0
7.017216508E1,9.807253838E0,-3.426696777E1,-1.000512695E1
7.066976108E1,1.060723972E1,-3.714089966E1,-1.250787354E1
7.116735717E1,1.032072735E1,-3.861746216E1,-1.336035156E1
7.166495417E1,1.016689491E1,-4.011383057E1,-1.392260742E1
7.216255079E1,1.035944843E1,-4.123477173E1,-1.436230469E1
7.266014679E1,1.017949677E1,-4.248056030E1,-1.505810547E1
7.315774217E1,9.553462982E0,-3.800790405E1,-1.239605713E1
7.365533817E1,8.458349228E0,-3.272534180E1,-8.868957520E0
7.415293467E1,8.166299820E0,-2.956616211E1,-6.759765625E0
7.465053067E1,8.155462265E0,-2.822946167E1,-6.619323730E0
7.514812667E1,7.565268993E0,-2.556637573E1,-4.721679688E0
7.564572267E1,7.382988453E0,-2.369314575E1,-3.686645508E0
7.614331817E1,7.258450985E0,-2.232040405E1,-3.079711914E0
7.664091517E1,7.433493614E0,-2.181271362E1,-2.292236328E0
7.713851142E1,7.230357647E0,-2.191671753E1,-3.145812988E0
7.763610742E1,6.900985241E0,-2.174685669E1,-2.796386719E0
7.813370479E1,6.984942436E0,-2.192819214E1,-2.505126953E0
7.863130079E1,6.722997665E0,-2.009478760E1,-8.895263672E-1
7.912889717E1,6.316356659E0,-1.749066162E1,8.815307617E-1
