"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
3.970319033E-1,5.228051069E1,4.837931290E0,-2.691916466E0,2.408353117E-2,NaN,4.770120671E0,3.327233959E0
1.397034407E0,5.228051217E1,4.837929592E0,-2.593793841E0,3.612472630E-2,NaN,4.770898200E0,3.326118969E0
2.397036791E0,5.228051324E1,4.837934660E0,-2.519991461E0,4.971606210E-2,NaN,4.774286000E0,3.321254315E0
3.397039294E0,5.228051240E1,4.837933827E0,-2.499834302E0,1.305111446E-1,NaN,4.770647722E0,3.326478220E0
4.397041202E0,5.228050767E1,4.837927949E0,-2.558300809E0,4.982559566E-1,NaN,4.775058662E0,3.320143341E0
5.397044063E0,5.228051081E1,4.837911766E0,-2.569793117E0,8.779471534E-1,2.829892379E2,4.769636721E0,3.327927671E0
6.397046685E0,5.228051642E1,4.837897391E0,-2.581597473E0,1.026478223E0,2.964828394E2,4.774207729E0,3.321366826E0
7.397049546E0,5.228052819E1,4.837890256E0,-2.629668218E0,1.376651145E0,3.208749086E2,4.770367485E0,3.326880084E0
8.397052765E0,5.228054491E1,4.837891363E0,-2.469141513E0,1.722535579E0,3.393573760E2,4.772839268E0,3.323333019E0
9.397054553E0,5.228056129E1,4.837894490E0,-2.422081416E0,1.853842588E0,3.562900280E2,4.773820760E0,3.321922995E0
1.039705634E1,5.228058426E1,4.837899778E0,-2.347959167E0,2.421848273E0,3.149809415E0,4.768170033E0,3.330028764E0
1.139705884E1,5.228061180E1,4.837910413E0,-2.198039533E0,2.989310907E0,1.296615020E1,4.767878262E0,3.330446503E0
1.239706099E1,5.228064619E1,4.837923337E0,-2.315632072E0,3.404998588E0,1.592118080E1,4.767458014E0,3.331048051E0
1.339706290E1,5.228068028E1,4.837939254E0,-2.414487747E0,3.623913979E0,1.558954598E1,4.771953423E0,3.324604873E0
1.439706528E1,5.228071487E1,4.837952786E0,-2.387471333E0,3.608903125E0,1.445646714E1,4.767946093E0,3.330349394E0
1.539706767E1,5.228074465E1,4.837967617E0,-2.354257601E0,3.290439689E0,1.363946722E1,4.771635740E0,3.325060811E0
1.639707041E1,5.228076836E1,4.837974245E0,-2.480204764E0,2.712546288E0,1.370862174E1,4.767728000E0,3.330661609E0
1.739707243E1,5.228078688E1,4.837982526E0,-2.494464692E0,2.252403495E0,1.387798226E1,4.772519202E0,3.323792639E0
1.839707482E1,5.228079590E1,4.837986592E0,-2.516850715E0,1.457487099E0,1.515514171E1,4.773330486E0,3.322627439E0
1.939707649E1,5.228079414E1,4.837987226E0,-2.495657970E0,6.676408288E-1,1.648303749E1,4.773242304E0,3.322754119E0
2.039707923E1,5.228079226E1,4.837983730E0,-2.529607462E0,2.491067373E-1,NaN,4.773042114E0,3.323041681E0
2.139708114E1,5.228078933E1,4.837988360E0,-2.551990523E0,5.615039662E-2,NaN,4.772645948E0,3.323610640E0
2.239708519E1,5.228078725E1,4.837990929E0,-2.577682677E0,5.743253618E-2,NaN,4.772550029E0,3.323748373E0
2.339708447E1,5.228078365E1,4.837992544E0,-2.765959028E0,6.398105433E-2,NaN,4.771919651E0,3.324653347E0
2.439708722E1,5.228078338E1,4.837995183E0,-2.884936039E0,2.040686810E-2,NaN,4.767847499E0,3.330490544E0
2.539708972E1,5.228078339E1,4.837995277E0,-2.892834164E0,0.000000000E0,NaN,4.763165786E0,3.337182753E0
2.639709103E1,5.228078339E1,4.837995277E0,-2.892834164E0,0.000000000E0,NaN,4.757879405E0,3.344715324E0
2.739709401E1,5.228078339E1,4.837995277E0,-2.892834164E0,0.000000000E0,1.496503125E1,4.745241007E0,3.362621718E0
2.839709568E1,5.228078339E1,4.837995277E0,-2.892834164E0,0.000000000E0,1.496503125E1,4.745783045E0,3.361856678E0
2.939709663E1,5.228078339E1,4.837995277E0,-2.892834164E0,0.000000000E0,1.496503125E1,4.745208414E0,3.362667712E0
3.039709997E1,5.228078793E1,4.837999331E0,-3.451222279E0,7.078959683E-1,2.789005943E1,4.745682464E0,3.361998659E0
3.139710188E1,5.228079879E1,4.838012597E0,-3.438576825E0,1.272709400E0,3.524381688E1,4.745390404E0,3.362410883E0
3.239710355E1,5.228080526E1,4.838030557E0,-3.328682399E0,1.341075656E0,4.679400343E1,4.744679667E0,3.363413726E0
3.339710546E1,5.228081230E1,4.838054097E0,-3.474027166E0,1.399013611E0,5.546936732E1,4.743788311E0,3.364670785E0
3.439711237E1,5.228081416E1,4.838080173E0,-3.303343661E0,1.561686460E0,6.835255598E1,4.743398735E0,3.365219975E0
3.539711010E1,5.228081249E1,4.838121052E0,-3.526589189E0,2.366379879E0,8.144002779E1,4.743248506E0,3.365431717E0
3.639711189E1,5.228080619E1,4.838166764E0,-3.333433358E0,2.741259754E0,9.399586674E1,4.743440556E0,3.365161025E0
3.739711344E1,5.228080023E1,4.838199994E0,-3.379400845E0,2.333939785E0,9.954385046E1,4.744006877E0,3.364362612E0
3.839711607E1,5.228079537E1,4.838236236E0,-3.072848542E0,2.555448015E0,1.007307108E2,4.743843819E0,3.364592524E0
3.939711738E1,5.228080103E1,4.838287825E0,-3.021254763E0,3.185564153E0,8.574332202E1,4.744201146E0,3.364088662E0
4.039712012E1,5.228082438E1,4.838336622E0,-3.009795070E0,3.754785076E0,5.968244196E1,4.744864040E0,3.363153620E0
4.139712155E1,5.228086564E1,4.838374561E0,-3.351306533E0,4.567124119E0,3.545554090E1,4.745293764E0,3.362547267E0
4.239712429E1,5.228091924E1,4.838402870E0,-3.505942206E0,5.731535328E0,2.159621356E1,4.744870792E0,3.363144095E0
4.339712524E1,5.228097833E1,4.838432832E0,-3.575637264E0,6.606032881E0,1.856248073E1,4.744825962E0,3.363207342E0
4.439712751E1,5.228104494E1,4.838464234E0,-3.561663605E0,7.439320270E0,1.692466927E1,4.745149696E0,3.362750570E0
4.539713097E1,5.228111791E1,4.838497719E0,-3.536672019E0,8.158907527E0,1.692466927E1,4.745026566E0,3.362924311E0
4.639713216E1,5.228119130E1,4.838534012E0,-3.673516463E0,8.483084920E0,1.673879242E1,4.744835885E0,3.363193342E0
4.739713347E1,5.228126452E1,4.838570112E0,-3.541710702E0,8.469170437E0,1.673879242E1,4.745108607E0,3.362808549E0
4.839713514E1,5.228133293E1,4.838605682E0,-3.589697840E0,8.085525549E0,1.673879242E1,4.744868854E0,3.363146829E0
4.939713788E1,5.228139726E1,4.838632350E0,-3.505806128E0,7.496565153E0,1.543237877E1,4.744851426E0,3.363171417E0
5.039713967E1,5.228145016E1,4.838662105E0,-3.623840197E0,6.479699266E0,1.543237877E1,4.744601636E0,3.363523799E0
5.139714348E1,5.228148953E1,4.838707690E0,-3.253937900E0,5.661577266E0,1.543237877E1,4.745132891E0,3.362774283E0
5.239714384E1,5.228152312E1,4.838733299E0,-3.022490423E0,5.564560416E0,5.361418390E1,4.743973714E0,3.364409374E0
5.339714539E1,5.228152278E1,4.838871805E0,-3.389245362E0,5.907463371E0,1.071147614E2,4.744615677E0,3.363503993E0
5.439714718E1,5.228151320E1,4.838964407E0,-3.210042032E0,6.277935395E0,1.071147614E2,4.743150568E0,3.365569748E0
5.539714944E1,5.228149365E1,4.839066311E0,-3.143676540E0,7.009325628E0,1.063745651E2,4.741544511E0,3.367832045E0
5.639715099E1,5.228146500E1,4.839180948E0,-3.547356872E0,8.090176491E0,1.066598434E2,4.742020900E0,3.367161240E0
5.739715338E1,5.228143912E1,4.839304473E0,-3.087069598E0,8.730683024E0,1.067586288E2,4.742287084E0,3.366786338E0
5.839715505E1,5.228140862E1,4.839435486E0,-2.990078348E0,9.226609971E0,1.067586288E2,4.742508838E0,3.366473964E0
5.939715755E1,5.228137991E1,4.839564153E0,-2.812875769E0,9.266849803E0,1.051763306E2,4.742904665E0,3.365916275E0
6.039715910E1,5.228135356E1,4.839691218E0,-2.939335324E0,9.140417552E0,1.051763306E2,4.743000751E0,3.365780877E0
6.139716113E1,5.228133095E1,4.839816341E0,-2.699242779E0,8.935572114E0,1.040025177E2,4.743508775E0,3.365064863E0
6.239716327E1,5.228131084E1,4.839947669E0,-2.573860491E0,9.189474211E0,1.040025177E2,4.743632739E0,3.364890113E0
6.339716542E1,5.228128919E1,4.840079442E0,-2.576042283E0,9.269160317E0,1.029631119E2,4.743309739E0,3.365345413E0
6.439716637E1,5.228127117E1,4.840206252E0,-2.328572820E0,8.943951627E0,1.029631119E2,4.743537272E0,3.365024693E0
6.539716840E1,5.228125450E1,4.840314068E0,-2.387451910E0,7.920676187E0,1.023507767E2,4.743283365E0,3.365382586E0
6.639717293E1,5.228123194E1,4.840397198E0,-2.337009242E0,6.623425580E0,1.023507767E2,4.743145372E0,3.365577069E0
6.739717257E1,5.228123905E1,4.840471636E0,-1.941187958E0,5.940022614E0,1.020652924E2,4.743875364E0,3.364548048E0
6.839717424E1,5.228113570E1,4.840473252E0,-2.040243787E0,6.099251513E0,1.928219147E2,4.743870867E0,3.364554388E0
6.939717615E1,5.228106832E1,4.840454956E0,-2.035739768E0,7.080448476E0,1.928787537E2,4.744388620E0,3.363824261E0
7.039717972E1,5.228099092E1,4.840415381E0,-1.924971767E0,8.558595763E0,1.928787537E2,4.744748483E0,3.363316646E0
7.139718461E1,5.228089923E1,4.840375891E0,-2.042120924E0,1.009931133E1,1.928787537E2,4.745018313E0,3.362935956E0
7.239718223E1,5.228079004E1,4.840332534E0,-2.013343614E0,1.185614265E1,1.928787537E2,4.745083710E0,3.362843681E0
7.339718425E1,5.228066513E1,4.840290450E0,-1.787415529E0,1.356235587E1,1.925590210E2,4.745168213E0,3.362724441E0
7.439718628E1,5.228053011E1,4.840240430E0,-1.716207418E0,1.482854971E1,1.929598389E2,4.745423314E0,3.362364437E0
7.539718843E1,5.228039131E1,4.840189029E0,-1.813260617E0,1.551016047E1,1.929598389E2,4.745501746E0,3.362253740E0
7.639719021E1,5.228025000E1,4.840135978E0,-1.879028789E0,1.589291834E1,1.929598389E2,4.745671851E0,3.362013640E0
7.739719152E1,5.228010769E1,4.840084452E0,-1.959159897E0,1.606956474E1,1.929598389E2,4.745727220E0,3.361935483E0
7.839719427E1,5.227996345E1,4.840032703E0,-1.735740554E0,1.627991114E1,1.929598389E2,4.745868737E0,3.361735707E0
7.939719582E1,5.227981983E1,4.839978794E0,-1.936926266E0,1.633094181E1,1.929598389E2,4.745749918E0,3.361903441E0
8.039719784E1,5.227967715E1,4.839930105E0,-1.716362804E0,1.617577880E1,1.934877625E2,4.745845371E0,3.361768693E0
8.139665866E1,5.227953715E1,4.839880168E0,-1.699611431E0,1.593512740E1,1.946233826E2,4.746022386E0,3.361518786E0
8.239665198E1,5.227939926E1,4.839832089E0,-1.789061031E0,1.568717081E1,1.933477325E2,4.745655437E0,3.362036810E0
8.339665723E1,5.227926357E1,4.839785895E0,-1.766749366E0,1.544861990E1,1.917965393E2,4.745688740E0,3.361989800E0
8.439665461E1,5.227912981E1,4.839741695E0,-1.834806499E0,1.520905957E1,1.908436890E2,4.745503322E0,3.362251515E0
8.539665186E1,5.227899901E1,4.839698468E0,-1.880306832E0,1.486322685E1,1.900735474E2,4.745839141E0,3.361777488E0
8.639665711E1,5.227887264E1,4.839656011E0,-1.897343097E0,1.445117912E1,1.900735474E2,4.745697414E0,3.361977556E0
8.739665830E1,5.227874830E1,4.839614871E0,-2.020311085E0,1.420739695E1,1.900735474E2,4.745625408E0,3.362079196E0
8.839666057E1,5.227862463E1,4.839571392E0,-2.049611226E0,1.410147919E1,1.942834625E2,4.745570888E0,3.362156150E0
8.939667070E1,5.227850301E1,4.839528186E0,-1.969333867E0,1.395227162E1,1.932110901E2,4.745408879E0,3.362384809E0
9.039667404E1,5.227838093E1,4.839486176E0,-1.919509445E0,1.387240204E1,1.922293396E2,4.745622766E0,3.362082925E0
9.139667678E1,5.227826105E1,4.839443204E0,-1.934350353E0,1.371620482E1,1.922293396E2,4.745429740E0,3.362355368E0
9.239668906E1,5.227814149E1,4.839400684E0,-1.873692641E0,1.363931869E1,1.898487091E2,4.745642551E0,3.362054998E0
9.339669538E1,5.227802343E1,4.839356552E0,-1.875488876E0,1.351650735E1,1.906449432E2,4.745580127E0,3.362143110E0
9.439670157E1,5.227790597E1,4.839314648E0,-1.952466821E0,1.340528859E1,1.914335175E2,4.745559286E0,3.362172527E0
9.539671671E1,5.227779080E1,4.839275102E0,-2.123623837E0,1.319529917E1,1.938138123E2,4.745613271E0,3.362096328E0
9.639672863E1,5.227767674E1,4.839234980E0,-2.185123569E0,1.303668689E1,1.948311157E2,4.745790657E0,3.361845932E0
9.739673996E1,5.227756360E1,4.839196012E0,-2.225085129E0,1.294650114E1,1.961383209E2,4.746025501E0,3.361514388E0
9.839675224E1,5.227745122E1,4.839156029E0,-2.050562621E0,1.282247899E1,1.949658508E2,4.745982271E0,3.361575422E0
9.939676261E1,5.227734094E1,4.839117751E0,-2.041073429E0,1.259348031E1,1.932033691E2,4.745633291E0,3.362068069E0
1.003967729E2,5.227723196E1,4.839079120E0,-2.125331003E0,1.244541614E1,1.928147736E2,4.745790354E0,3.361846361E0
1.013967826E2,5.227712594E1,4.839041070E0,-2.216133596E0,1.218463088E1,1.918968811E2,4.745922448E0,3.361659881E0
1.023967924E2,5.227701893E1,4.839003606E0,-2.265750609E0,1.219449047E1,1.896435699E2,4.745948013E0,3.361623788E0
1.033968010E2,5.227691203E1,4.838965418E0,-2.216119559E0,1.222753243E1,1.877349854E2,4.745739154E0,3.361918635E0
1.043968091E2,5.227680403E1,4.838930417E0,-2.231440817E0,1.218572336E1,1.877349854E2,4.746064382E0,3.361459492E0
