"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.158279169E-2,-3.316452494E-3,1.061195880E-2,-5.678213201E-4
5.091697917E-1,-2.297875704E-3,-1.126882620E-3,3.640572540E-4
1.006757667E0,-2.912342316E-3,5.509461742E-3,1.005435362E-3
1.504344667E0,1.155621139E-3,1.639582682E-3,-7.767942734E-4
2.001931542E0,-5.006135907E-4,-4.041272681E-3,2.385962754E-3
2.499518542E0,4.523899406E-4,-1.229082234E-3,1.083300449E-3
2.997105417E0,2.309608972E-3,-3.653611057E-3,3.385650925E-3
3.494692417E0,-3.253018251E-3,2.620476298E-4,6.240229122E-4
3.992279083E0,5.564850755E-3,-2.116541751E-2,8.301422931E-4
4.489866083E0,3.115377948E-2,-1.516177505E-2,-4.181817546E-2
4.987452417E0,6.794678420E-2,-1.006681919E-1,-8.568771929E-2
5.485039417E0,4.535124451E-2,-1.543346941E-1,-1.869267970E-1
5.982625917E0,1.465138979E-2,-1.755139232E-1,-2.483367920E-1
6.480212917E0,9.588052519E-3,-1.915298253E-1,-2.968668342E-1
6.977799833E0,3.919610288E-3,-2.262321711E-1,-3.031868637E-1
7.475386833E0,9.016230702E-3,-2.392033786E-1,-2.941061854E-1
7.972973042E0,1.448232215E-3,-2.332343012E-1,-2.646785676E-1
8.470560042E0,-3.396163136E-2,-1.559828222E-1,-2.503932416E-1
8.968146917E0,-2.331694029E-2,-1.011156142E-1,-2.091445178E-1
9.465733917E0,-4.055290949E-3,-1.042665839E-1,-1.588742286E-1
9.963322167E0,5.375915207E-3,-1.153964922E-1,-1.517450213E-1
1.046091017E1,-1.878296724E-3,-5.893813819E-2,-1.121002212E-1
1.095849792E1,5.119970534E-3,-3.640159965E-2,-5.679899827E-2
1.145608592E1,-3.225139517E-4,7.439613342E-3,-1.245158724E-2
1.195367479E1,-8.425423875E-3,1.920506731E-2,-1.095778029E-2
1.245126279E1,-1.276673283E-2,1.027362198E-1,-7.534778677E-3
1.294885146E1,-4.484636337E-2,-2.649254166E-3,9.676586837E-3
1.344643946E1,2.220514230E-2,-3.489813209E-2,-1.159595605E-2
1.394402792E1,3.466198966E-2,-3.845307231E-2,8.660676330E-2
1.444161692E1,-8.012275794E-4,-1.099714544E-3,2.654582635E-2
1.493920492E1,2.299711294E-2,-6.880178303E-2,4.206724092E-2
1.543679392E1,1.393954642E-2,-2.413734980E-2,9.344510734E-3
1.593438354E1,7.764721289E-3,2.629398927E-2,-3.095608205E-2
1.643197254E1,3.392776102E-2,-7.760641724E-2,1.182045974E-2
1.692956142E1,-1.570255496E-3,-2.358870581E-2,-9.757772088E-3
1.742715042E1,-2.423870564E-2,7.762056775E-3,-1.615968347E-2
1.792473954E1,-2.287736163E-2,1.671551540E-2,-1.161012426E-2
1.842232954E1,-9.213169105E-3,1.252940856E-4,-4.305634648E-4
1.891991867E1,9.130596300E-5,-2.763145603E-3,-1.891423948E-3
