"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
3.848406076E-1,5.199715566E1,4.350787049E0,1.441899663E0,0.000000000E0,NaN,4.727282380E0,3.387822063E0
1.384601235E0,5.199715566E1,4.350787049E0,1.441899663E0,0.000000000E0,NaN,4.727608042E0,3.387367597E0
2.384377718E0,5.199715566E1,4.350787049E0,1.441899663E0,0.000000000E0,NaN,4.727739422E0,3.387184228E0
3.384167790E0,5.199716745E1,4.350763323E0,-1.237097198E0,0.000000000E0,NaN,4.730603098E0,3.383183613E0
4.383970141E0,5.199716188E1,4.350766969E0,-1.211596672E0,4.657644896E-1,NaN,4.734301477E0,3.378006299E0
5.383785963E0,5.199715245E1,4.350774886E0,-1.404405699E0,7.580982768E-1,1.541022512E2,4.741216528E0,3.368293762E0
6.383612633E0,5.199714279E1,4.350771776E0,-1.367171830E0,9.621814403E-1,1.708291226E2,4.747078784E0,3.360026793E0
7.383450389E0,5.199712433E1,4.350772624E0,-1.149479785E0,1.583381429E0,1.770032626E2,4.752725831E0,3.352034338E0
8.383298159E0,5.199710242E1,4.350772669E0,-1.166267560E0,1.943514755E0,1.788925455E2,4.751352112E0,3.353981237E0
9.383156657E0,5.199707710E1,4.350779423E0,-9.425599873E-1,2.201819950E0,1.764727346E2,4.756711348E0,3.346376277E0
1.038302302E1,5.199705194E1,4.350789620E0,-9.222583631E-1,2.457093686E0,1.711518039E2,4.754220082E0,3.349914693E0
1.138289785E1,5.199703130E1,4.350794873E0,-9.432433462E-1,2.422122263E0,1.680139408E2,4.759484847E0,3.342430406E0
1.238277960E1,5.199701520E1,4.350796983E0,-8.068223167E-1,1.846393719E0,1.713254453E2,4.762379254E0,3.338305090E0
1.338267100E1,5.199700662E1,4.350805120E0,-5.755046774E-1,1.173966383E0,1.669811410E2,4.763808252E0,3.336265572E0
1.438256752E1,5.199699509E1,4.350826859E0,-1.624065172E-1,1.562445455E0,1.439530248E2,4.763650249E0,3.336491172E0
1.538247061E1,5.199698341E1,4.350850529E0,-4.688398894E-1,1.788814584E0,1.303473137E2,4.761128538E0,3.340088633E0
1.638238108E1,5.199698488E1,4.350892450E0,-4.046853790E-1,2.244072388E0,1.001094934E2,4.762140560E0,3.338645581E0
1.738229620E1,5.199698674E1,4.350931137E0,-6.973873051E-1,2.412019599E0,9.377842553E1,4.762191599E0,3.338572780E0
1.838221586E1,5.199699791E1,4.350975425E0,-7.495042570E-1,2.942803134E0,8.003514878E1,4.761795311E0,3.339137979E0
1.938214183E1,5.199700651E1,4.351023910E0,-1.312207299E0,3.254224986E0,7.900472693E1,4.761314369E0,3.339823725E0
2.038207233E1,5.199702210E1,4.351070137E0,-6.661464572E-1,3.312943951E0,7.305933723E1,4.761882545E0,3.339013576E0
2.138200676E1,5.199704054E1,4.351111395E0,-4.189277943E-1,3.125342940E0,6.811660318E1,4.762444979E0,3.338211326E0
2.238194489E1,5.199706169E1,4.351136141E0,-5.000699321E-1,2.945049427E0,4.938959470E1,4.764052418E0,3.335916904E0
2.338188696E1,5.199708982E1,4.351147713E0,-5.021713488E-1,2.868425915E0,2.619988345E1,4.762078165E0,3.338734578E0
