"Time (s)","X (hPa)"
-5.256477500E-1,1.017579346E3
5.130102500E-1,1.017578735E3
1.551640250E0,1.017578049E3
2.590233250E0,1.017569504E3
3.628810250E0,1.017566910E3
4.667428250E0,1.017561417E3
5.178876250E0,1.017561340E3
6.217621250E0,1.017558060E3
7.256344250E0,1.017556000E3
8.295046250E0,1.017555618E3
9.333812250E0,1.017554626E3
1.037263025E1,1.017553482E3
1.141145725E1,1.017548065E3
1.245031225E1,1.017540588E3
1.348918125E1,1.017530212E3
1.452804325E1,1.017517700E3
1.556689525E1,1.017503815E3
1.660572025E1,1.017494583E3
1.764457525E1,1.017489243E3
1.868337925E1,1.017485275E3
1.972216125E1,1.017482376E3
2.076093025E1,1.017481384E3
2.179971625E1,1.017479248E3
2.283852125E1,1.017474670E3
2.387727125E1,1.017467957E3
2.491602125E1,1.017459412E3
2.595475125E1,1.017450104E3
2.699350525E1,1.017442017E3
2.803224125E1,1.017434006E3
2.907100725E1,1.017425995E3
3.010978825E1,1.017421036E3
3.114850525E1,1.017415771E3
3.218724725E1,1.017409134E3
3.322607825E1,1.017401810E3
3.426482225E1,1.017394714E3
3.530360625E1,1.017388535E3
3.634234625E1,1.017383957E3
3.738119825E1,1.017383804E3
3.841999725E1,1.017383804E3
3.945880125E1,1.017390289E3
4.049762625E1,1.017401886E3
4.153643325E1,1.017420807E3
4.257521725E1,1.017444687E3
4.361396825E1,1.017476807E3
4.465274425E1,1.017514343E3
4.569157225E1,1.017553558E3
4.673031725E1,1.017595901E3
4.776907925E1,1.017641068E3
4.880787325E1,1.017684097E3
4.984659125E1,1.017728043E3
5.088539225E1,1.017768326E3
5.192420825E1,1.017803116E3
5.296302425E1,1.017830353E3
5.400186125E1,1.017830353E3
5.504072425E1,1.017783890E3
5.607957525E1,1.017733688E3
5.711845425E1,1.017680588E3
5.815738525E1,1.017624664E3
5.919633125E1,1.017594376E3
6.023525325E1,1.017594376E3
6.127417325E1,1.017600098E3
6.231308125E1,1.017605286E3
6.335196525E1,1.017610550E3
6.439092125E1,1.017618561E3
6.542983125E1,1.017672958E3
6.646867525E1,1.017737579E3
6.750761925E1,1.017799683E3
6.854648825E1,1.017856827E3
6.958541425E1,1.017908401E3
7.062432025E1,1.017914658E3
7.166327125E1,1.017914658E3
7.270223025E1,1.017909317E3
7.374116425E1,1.017906342E3
7.478007725E1,1.017902374E3
7.581903425E1,1.017896042E3
7.685806925E1,1.017891693E3
7.789701325E1,1.017889252E3
7.893595025E1,1.017886505E3
7.997487725E1,1.017886505E3
8.101380225E1,1.017886505E3
8.205272325E1,1.017882385E3
8.309167025E1,1.017874374E3
8.413062125E1,1.017866364E3
8.516960425E1,1.017857819E3
8.620854625E1,1.017848129E3
8.724745325E1,1.017842331E3
8.828645025E1,1.017836075E3
8.932551925E1,1.017829514E3
9.036456725E1,1.017821426E3
9.140358425E1,1.017815094E3
9.244262525E1,1.017809372E3
9.348163725E1,1.017807922E3
9.452070925E1,1.017807922E3
9.555973625E1,1.017811050E3
9.659879925E1,1.017812576E3
9.763784325E1,1.017813721E3
9.867683825E1,1.017814255E3
9.971588825E1,1.017814560E3
1.007548802E2,1.017814560E3
1.017939102E2,1.017812347E3
1.028329202E2,1.017810287E3
1.038719002E2,1.017808533E3
1.049109082E2,1.017808456E3
1.059499342E2,1.017808533E3
1.069889992E2,1.017810974E3
1.080280132E2,1.017812805E3
1.090671132E2,1.017813492E3
1.101061802E2,1.017813797E3
1.111452442E2,1.017813492E3
1.121842852E2,1.017810974E3
1.132233992E2,1.017808838E3
1.142625002E2,1.017806549E3
1.153015672E2,1.017803726E3
1.163406002E2,1.017800522E3
1.173797182E2,1.017797775E3
1.184187792E2,1.017795258E3
1.194578522E2,1.017791443E3
1.204969362E2,1.017782593E3
1.215360672E2,1.017772675E3
1.225752082E2,1.017762146E3
1.236143342E2,1.017753220E3
1.246534202E2,1.017753220E3
1.256924082E2,1.017756805E3
1.267314272E2,1.017765656E3
