"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.746353700E-1,-1.377041936E0,-1.328478217E0,9.604321718E-1
7.787595880E-1,-1.199127555E0,-2.897026241E-1,1.813199401E0
1.282884692E0,1.400407553E-1,-1.298087686E-1,-3.139844835E-1
1.787010995E0,-1.695149690E-1,-8.739947677E-1,-6.185005903E-1
2.291138442E0,-2.493855506E-1,4.616610706E-1,4.089739621E-1
2.795266932E0,9.162971377E-2,-2.727511227E-1,-7.325795889E-1
3.299396463E0,1.267544460E-2,-3.098611534E-1,1.022434950E0
3.803526828E0,1.876882017E-1,-3.420842811E-2,3.054323979E-2
4.307657713E0,7.131846249E-2,-2.478583902E-1,-1.302669197E-1
4.811788859E0,-2.499964088E-1,7.360920310E-1,-1.818849891E-1
5.315920005E0,-4.276053607E-2,-2.275471240E-1,-1.879936308E-1
5.820050942E0,-3.711003438E-2,2.316704690E-1,1.733328849E-1
6.324181672E0,-2.596175298E-2,-1.270598769E-1,5.497782957E-3
6.828312088E0,-4.734201822E-3,2.261726856E-1,-2.075413018E-1
7.332442245E0,-3.002400398E-1,-2.641990222E-2,-1.701258421E-1
7.836571984E0,-5.253437161E-2,6.093376130E-2,7.870992422E-1
8.340701255E0,-1.302669197E-1,8.826996386E-2,-9.370665550E-1
8.844830057E0,1.510363221E-1,-6.963858753E-2,6.717985272E-1
9.348958338E0,-1.762344837E-1,2.554942071E-1,-1.548542231E-1
9.853086047E0,1.644753367E-1,-5.601630211E-1,-4.937314689E-1
1.035721318E1,-1.692095399E-1,2.733619809E-1,6.316341758E-1
1.086133985E1,-6.582067907E-2,-7.269290835E-2,-9.527963400E-1
1.136546600E1,5.083922148E-1,-8.498656154E-1,1.484401375E-1
1.186959172E1,-5.329795480E-1,1.408043355E-1,4.045451880E-1
1.237371750E1,1.889099330E-1,8.115338683E-1,8.038980365E-1
1.287784350E1,-1.194240674E-1,-3.216203153E-1,-1.106734276E0
1.338196995E1,-4.242455959E-1,-1.510363221E-1,8.712459207E-1
1.388609683E1,1.973093301E-1,2.600756884E-1,-2.490801066E-1
1.439022391E1,-3.558287397E-2,-1.153159976E0,6.337722391E-2
1.489435115E1,-3.119991720E-1,9.552397728E-1,-1.461493969E-1
1.539847839E1,-3.054323897E-4,-1.548542231E-1,-2.185368687E-1
1.590260542E1,-2.298378795E-1,9.804379940E-2,2.715294063E-1
1.640673209E1,-1.243109852E-1,-1.024725661E-1,-3.610210717E-1
1.691085823E1,-1.824958473E-1,3.100138903E-1,4.827359021E-1
1.741498376E1,2.162461281E-1,-2.813032269E-1,-7.072287202E-1
1.791910870E1,-7.192932963E-1,8.139773011E-1,7.374665141E-1
1.842323308E1,-4.260781705E-1,3.666715920E-1,-5.280926228E-1
1.892735683E1,1.203403622E-1,-2.919933498E-1,4.283689260E-1
1.943148006E1,3.636172712E-1,-1.291978955E-1,-3.266599476E-1
1.993560282E1,6.185005978E-2,-6.000219584E-1,3.237583488E-2
2.043972511E1,1.660024971E-1,1.328630932E-2,1.108719558E-1
2.094384714E1,-2.930623889E-1,-4.709767401E-1,6.108647678E-3
2.144796886E1,-2.287688553E-1,7.264709473E-1,2.348775119E-1
2.195209027E1,-1.084285006E-1,-3.573558927E-1,-7.272345424E-1
2.245621126E1,-2.666424811E-1,1.319467872E-1,9.608902931E-1
2.296033178E1,2.428187430E-2,-5.945241451E-1,-1.102916360E0
2.346445193E1,3.599520624E-1,-3.924806044E-2,6.163625717E-1
2.396857167E1,-8.240565658E-1,2.742782831E-1,-4.625773430E-1
2.447269094E1,2.955058515E-1,-3.170388341E-1,5.407680273E-1
2.497680974E1,2.382372692E-2,9.208786488E-2,-3.921751976E-1
2.548092803E1,-3.787361458E-2,1.229365394E-1,2.864955962E-1
2.598504589E1,-4.581485875E-3,-1.136208475E-1,-1.427896470E-1
2.648916974E1,-2.058614343E-1,-2.412915789E-2,5.192350596E-3
2.699328011E1,-7.681624591E-2,2.965748608E-1,4.688387215E-1
2.749739657E1,-1.789833754E-1,-1.802051067E-2,-8.277218044E-2
2.800151245E1,1.403461844E-1,-2.460257858E-1,2.886336111E-2
2.850562782E1,1.603520103E-2,4.749473557E-2,-2.098320574E-1
2.900974271E1,7.864884287E-2,-2.368628234E-1,2.736674249E-1
2.951385698E1,-2.266308367E-1,6.549997330E-1,-2.619082630E-1
3.001797037E1,2.458730787E-1,-6.751583219E-1,-8.155044913E-2
3.052208261E1,-1.123991162E-1,2.619082630E-1,-3.634645417E-2
3.102619370E1,-9.025526792E-2,-4.408916533E-1,-2.764163017E-1
3.153030365E1,-2.072358727E-1,2.496909797E-1,3.801106215E-1
3.203441245E1,-1.707367003E-1,1.731801629E-1,-3.726275265E-1
3.253852011E1,1.212566569E-1,5.085449293E-2,9.796743989E-1
3.304262672E1,-2.550360374E-2,2.124282271E-1,-4.616610706E-1
3.354673230E1,3.695731983E-2,-3.376555145E-1,-1.385135949E-1
3.405083683E1,-1.174387559E-1,3.170388341E-1,1.873827726E-1
3.455494058E1,-5.314523727E-2,-3.347539008E-1,-6.053670049E-1
3.505904329E1,-1.672242284E-1,1.837175786E-1,7.725912333E-1
3.556314500E1,-1.577558219E-1,-1.438586563E-1,-1.224325776E0
3.606724579E1,9.728021920E-2,-5.619955808E-2,1.063515544E0
3.657134573E1,-3.054323792E-1,6.352993846E-2,-1.089935541E0
3.707544475E1,7.055488229E-2,-1.988364905E-1,1.234405041E0
