"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.935608900E-1,-3.838125229E1,3.712500095E0,-4.175625229E1
7.935608900E-1,-3.343125153E1,2.666250038E1,-2.064375114E1
1.293560890E0,-2.833125114E1,3.669375229E1,-8.606250763E0
1.793560890E0,-2.748750114E1,4.010625076E1,-6.937500238E-1
2.293560890E0,-2.664375114E1,4.104375076E1,4.950000286E0
2.793560890E0,-2.664375114E1,4.200000000E1,8.643750191E0
3.293560890E0,-2.653125191E1,4.230000305E1,1.149375057E1
3.793560890E0,-2.383125114E1,4.374375153E1,1.340625095E1
4.293560890E0,-2.077500153E1,5.010000229E1,2.173125076E1
4.793560890E0,-1.966875076E1,5.025000381E1,2.505000114E1
5.293560890E0,-2.004375076E1,4.948125076E1,2.581875038E1
5.793560890E0,-2.045625114E1,4.923750305E1,2.604375076E1
6.293560890E0,-2.086875153E1,4.995000076E1,2.529375076E1
6.793560890E0,-2.118750000E1,5.025000381E1,2.478750038E1
7.293560890E0,-2.122500038E1,5.128125381E1,2.373750114E1
7.793560890E0,-2.473125076E1,5.055000305E1,2.291250038E1
8.293560890E0,-2.701875114E1,4.933125305E1,2.227500153E1
8.793560890E0,-2.857500076E1,4.867500305E1,2.173125076E1
9.293560890E0,-3.060000038E1,4.741875076E1,2.150625038E1
9.793560890E0,-3.071250153E1,4.745625305E1,2.103750038E1
1.029356089E1,-3.217500305E1,4.635000229E1,2.056875038E1
1.079356089E1,-3.180000114E1,4.672500229E1,2.025000000E1
1.129356089E1,-3.318750000E1,4.543125153E1,1.968750000E1
1.179356089E1,-3.330000305E1,4.503750229E1,2.023125076E1
1.229356089E1,-3.225000000E1,4.545000076E1,2.096250153E1
1.279356089E1,-3.185625076E1,4.518750000E1,2.126250076E1
1.329356089E1,-3.185625076E1,4.563750076E1,2.068125153E1
1.379356089E1,-3.241875076E1,4.531875229E1,2.041875076E1
1.429356089E1,-3.086250114E1,4.668750000E1,1.981875038E1
1.479356089E1,-3.151875114E1,4.627500153E1,1.948125076E1
1.529356089E1,-3.015000153E1,4.788750076E1,1.925625038E1
1.579356089E1,-3.026250076E1,4.848750305E1,1.779375076E1
1.629356089E1,-3.093750191E1,4.899375153E1,1.638750076E1
1.679356089E1,-3.178125191E1,4.944375229E1,1.516875076E1
1.729356089E1,-3.069375038E1,5.025000381E1,1.520625019E1
1.779356089E1,-3.103125191E1,5.047500229E1,1.413750076E1
1.829356089E1,-3.146250153E1,5.025000381E1,1.456875038E1
1.879356089E1,-3.204375076E1,4.998750305E1,1.404375076E1
1.929356089E1,-3.300000000E1,4.901250076E1,1.441875076E1
1.979356089E1,-3.285000229E1,4.888125229E1,1.460625076E1
2.029356089E1,-3.326250076E1,4.807500076E1,1.419375038E1
2.079356089E1,-3.191250038E1,4.878750229E1,1.417500019E1
2.129356089E1,-3.185625076E1,4.848750305E1,1.462500095E1
2.179356089E1,-3.030000114E1,4.918125153E1,1.522500038E1
2.229356089E1,-3.106875038E1,4.848750305E1,1.526250076E1
2.279356089E1,-2.949375153E1,4.938750076E1,1.605000114E1
2.329356089E1,-2.915625191E1,4.959375381E1,1.616250038E1
2.379356089E1,-2.846250153E1,5.011875153E1,1.638750076E1
2.429356089E1,-2.848125076E1,5.011875153E1,1.760625076E1
2.479356089E1,-2.919375038E1,4.944375229E1,1.818750000E1
2.529356089E1,-2.943750191E1,4.936875153E1,1.794375038E1
2.579356089E1,-3.007500076E1,4.890000153E1,1.863750076E1
2.629356089E1,-2.951250076E1,4.953750229E1,1.867500114E1
2.679356089E1,-3.045000076E1,4.890000153E1,1.878750038E1
2.729356089E1,-2.955000114E1,4.961250305E1,1.876875114E1
2.779356089E1,-2.913750076E1,4.963125229E1,1.931250000E1
2.829356089E1,-2.805000114E1,5.040000153E1,1.923750114E1
2.879356089E1,-2.763750076E1,5.060625076E1,1.936875153E1
2.929356089E1,-2.677500153E1,5.131875229E1,2.010000038E1
2.979356089E1,-2.685000038E1,5.133750153E1,2.019375038E1
3.029356089E1,-2.651250076E1,5.130000305E1,2.040000153E1
3.079356089E1,-2.630625153E1,5.163750076E1,2.015625000E1
3.129356089E1,-2.715000153E1,5.055000305E1,2.109375000E1
3.179356089E1,-2.780625153E1,4.972500229E1,2.180625153E1
3.229356089E1,-2.880000114E1,4.903125381E1,2.163750076E1
3.279356089E1,-2.865000153E1,4.946250153E1,2.160000038E1
3.329356089E1,-2.996250153E1,4.861875153E1,2.111250114E1
3.379356089E1,-3.031875038E1,4.830000305E1,2.092500114E1
3.429356089E1,-3.076875114E1,4.820625305E1,2.079375076E1
3.479356089E1,-3.161250114E1,4.725000000E1,2.094375038E1
3.529356089E1,-3.125625038E1,4.803750229E1,1.959375000E1
3.579356089E1,-3.249375153E1,4.732500076E1,1.869375038E1
3.629356089E1,-3.266250229E1,4.756875229E1,1.852500153E1
3.679356089E1,-3.461250305E1,4.575000000E1,1.835625076E1
3.729356089E1,-3.412500000E1,4.625625229E1,1.822500038E1
3.779356089E1,-3.015000153E1,3.236250305E1,1.770000076E1
3.829356089E1,-2.992500114E1,3.168750191E1,1.771875000E1
3.879356089E1,-3.037500191E1,3.088125038E1,1.721250153E1
3.929356089E1,-3.121875191E1,2.971875191E1,1.796250153E1
3.979356089E1,-3.045000076E1,3.058125114E1,1.740000153E1
4.029356089E1,-3.091875076E1,2.962500191E1,1.719375038E1
4.079356089E1,-2.943750191E1,3.105000114E1,1.693125153E1
4.129356089E1,-3.043125153E1,3.016875076E1,1.689375114E1
4.179356089E1,-2.951250076E1,3.123750114E1,1.713750076E1
4.229356089E1,-3.033750153E1,3.067500114E1,1.717500114E1
4.279356089E1,-2.926875114E1,3.163125038E1,1.726875114E1
4.329356089E1,-2.994375038E1,3.108750153E1,1.680000114E1
4.379356089E1,-3.011250114E1,3.063750076E1,1.749375153E1
4.429356089E1,-3.016875076E1,3.133125114E1,1.755000114E1
4.479356089E1,-3.127500153E1,3.028125191E1,1.811250114E1
4.529356089E1,-3.045000076E1,3.082500076E1,1.848750114E1
4.579356089E1,-3.105000114E1,2.971875191E1,1.910625076E1
4.629356089E1,-2.928750038E1,3.129375076E1,1.863750076E1
4.679356089E1,-2.956875038E1,3.142500114E1,1.906875038E1
4.729356089E1,-2.775000191E1,3.315000153E1,1.983750153E1
4.779356089E1,-2.750625038E1,3.361875153E1,1.948125076E1
4.829356118E1,-2.675625038E1,3.384375000E1,1.953750038E1
4.879356118E1,-2.643750191E1,3.423750305E1,1.897500038E1
4.929356118E1,-2.662500191E1,3.375000000E1,1.950000000E1
4.979356118E1,-2.538750076E1,3.438750076E1,2.019375038E1
5.029356118E1,-2.681250191E1,3.281250000E1,2.169375038E1
5.079356118E1,-2.516250038E1,3.322500229E1,2.190000153E1
5.129356118E1,-2.542500114E1,3.255000305E1,2.208750153E1
5.179356118E1,-2.182500076E1,3.283125305E1,2.356875038E1
5.229356118E1,-2.073750114E1,3.330000305E1,2.403750038E1
5.279356118E1,-1.695000076E1,3.493125153E1,2.311875153E1
5.329356118E1,-1.327500057E1,3.682500076E1,2.191875076E1
5.379356118E1,-1.066875076E1,3.858750153E1,2.049375153E1
5.429356118E1,-6.843750477E0,4.050000000E1,1.888125038E1
5.479356118E1,-5.418750286E0,4.098750305E1,1.854375076E1
5.529356118E1,-3.225000143E0,4.183125305E1,1.876875114E1
5.579356118E1,-5.081250191E0,4.175625229E1,1.813125038E1
5.629356118E1,-4.106250286E0,4.243125153E1,1.781250000E1
5.679356118E1,-5.831250191E0,4.153125000E1,1.918125153E1
5.729356118E1,-7.237500191E0,4.104375076E1,1.980000114E1
