"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.163789260E-1,5.250650610E1,4.981309700E0,-1.214686078E0,NaN,NaN,2.192200089E1,1.000000000E0
2.446563645E0,5.250654462E1,4.981322050E0,9.803645366E0,1.509999990E0,1.220000000E2,3.790092468E0,3.942734003E0
3.456782030E0,5.250654255E1,4.981330730E0,8.877011507E0,1.509999990E0,1.173000031E2,3.790092468E0,2.579200745E0
4.456584009E0,5.250653842E1,4.981343970E0,9.041197359E0,1.379999995E0,1.144000015E2,3.790092468E0,2.500000000E0
5.456753435E0,5.250653519E1,4.981365820E0,9.398505144E0,1.480000019E0,1.151999969E2,3.790092468E0,2.500000000E0
6.457027967E0,5.250653034E1,4.981386290E0,9.607494011E0,1.379999995E0,1.185999985E2,3.790092468E0,2.500000000E0
7.456924060E0,5.250652562E1,4.981403960E0,9.393263619E0,1.360000014E0,1.194000015E2,3.790092468E0,2.500000000E0
8.456883746E0,5.250652027E1,4.981422090E0,9.203446538E0,1.490000010E0,1.201999969E2,3.790092468E0,2.500000000E0
9.456919997E0,5.250651453E1,4.981441130E0,8.935199195E0,1.500000000E0,1.188000031E2,3.790092468E0,2.500000000E0
1.045676494E1,5.250650973E1,4.981461380E0,8.778221214E0,1.509999990E0,1.156999969E2,3.790092468E0,2.500000000E0
1.145717578E1,5.250650492E1,4.981482390E0,8.792935573E0,1.559999943E0,1.123000031E2,3.790092468E0,2.500000000E0
1.245722177E1,5.250649987E1,4.981502960E0,8.611909526E0,1.519999981E0,1.106999969E2,3.790092468E0,2.500000000E0
1.345675036E1,5.250649318E1,4.981522470E0,8.593172634E0,1.590000033E0,1.156999969E2,3.790092468E0,2.500000000E0
1.445645874E1,5.250648598E1,4.981539200E0,8.408478630E0,1.340000033E0,1.190999985E2,3.790092468E0,2.500000000E0
1.545711999E1,5.250647775E1,4.981553560E0,8.291103282E0,1.440000057E0,1.151999969E2,3.790092468E0,2.500000000E0
1.645693067E1,5.250646986E1,4.981571140E0,8.228906224E0,1.460000038E0,1.130999985E2,3.790092468E0,2.500000000E0
1.745722671E1,5.250646150E1,4.981585190E0,8.038959674E0,1.279999971E0,1.170999985E2,3.790092468E0,2.500000000E0
1.845718228E1,5.250645376E1,4.981600930E0,8.270768093E0,1.399999976E0,1.123000031E2,3.790092468E0,2.500000000E0
1.945691025E1,5.250644583E1,4.981617370E0,8.454358853E0,1.399999976E0,1.200000000E2,3.790092468E0,2.500000000E0
2.045661327E1,5.250643703E1,4.981632090E0,8.344368044E0,1.379999995E0,1.220000000E2,3.790092468E0,2.500000000E0
2.145653546E1,5.250642892E1,4.981646760E0,8.466495032E0,1.259999990E0,1.230999985E2,3.790092468E0,2.500000000E0
2.245715114E1,5.250642156E1,4.981664270E0,8.403993623E0,1.419999957E0,1.183000031E2,3.790092468E0,2.500000000E0
2.345622629E1,5.250641450E1,4.981681110E0,8.445923451E0,1.409999967E0,1.200000000E2,3.790092468E0,2.500000000E0
2.445693140E1,5.250640725E1,4.981696810E0,8.479185283E0,1.350000024E0,1.249000015E2,3.790092468E0,2.500000000E0
2.545676952E1,5.250640051E1,4.981714870E0,8.595213054E0,1.460000038E0,1.215999985E2,3.790092468E0,2.500000000E0
2.645694213E1,5.250639540E1,4.981734220E0,8.700074839E0,1.440000057E0,1.123000031E2,3.790092468E0,2.500000000E0
2.745692051E1,5.250638961E1,4.981751550E0,8.902407432E0,1.360000014E0,1.228000031E2,3.790092468E0,2.500000000E0
2.845663452E1,5.250638240E1,4.981769250E0,9.181703258E0,1.480000019E0,1.219000015E2,3.790092468E0,2.500000000E0
2.945668540E1,5.250637573E1,4.981785780E0,9.065125234E0,1.299999952E0,1.215999985E2,3.790092468E0,2.500000000E0
3.045634483E1,5.250636930E1,4.981802700E0,9.137268542E0,1.470000029E0,1.250000000E2,3.790092468E0,2.500000000E0
3.145679098E1,5.250636325E1,4.981820420E0,9.455445672E0,1.440000057E0,1.219000015E2,3.790092468E0,2.500000000E0
3.245693806E1,5.250635813E1,4.981836820E0,9.551943835E0,1.330000043E0,1.214000015E2,3.790092468E0,2.500000000E0
3.345661587E1,5.250635378E1,4.981854650E0,9.637640901E0,1.440000057E0,1.155000000E2,3.790092468E0,2.500000000E0
3.445697874E1,5.250634855E1,4.981872090E0,9.659005238E0,1.409999967E0,1.211999969E2,3.790092468E0,2.500000000E0
3.545695280E1,5.250634314E1,4.981890330E0,9.877513320E0,1.419999957E0,1.143000031E2,3.790092468E0,2.500000000E0
3.645715733E1,5.250633824E1,4.981908560E0,9.823622327E0,1.399999976E0,1.203000031E2,3.790092468E0,2.500000000E0
3.745675879E1,5.250633333E1,4.981925230E0,9.790543360E0,1.320000052E0,1.161999969E2,3.790092468E0,2.500000000E0
3.845660504E1,5.250633022E1,4.981943340E0,9.422507273E0,1.360000014E0,1.080999985E2,3.790092468E0,2.500000000E0
3.945650702E1,5.250632429E1,4.981959560E0,9.128195896E0,1.379999995E0,1.275999985E2,3.790092468E0,2.500000000E0
4.045693962E1,5.250631688E1,4.981975340E0,8.981831050E0,1.370000005E0,1.253000031E2,3.790092468E0,2.500000000E0
4.145644071E1,5.250631045E1,4.981991820E0,8.900470672E0,1.299999952E0,1.278000031E2,3.790092468E0,2.500000000E0
4.245638790E1,5.250630307E1,4.982008050E0,8.700029000E0,1.360000014E0,1.278000031E2,3.790092468E0,2.500000000E0
4.345651160E1,5.250629753E1,4.982025930E0,8.632709014E0,1.340000033E0,1.249000015E2,3.790092468E0,2.500000000E0
4.445690082E1,5.250629186E1,4.982044220E0,8.440022853E0,1.389999986E0,1.260999985E2,3.790092468E0,2.500000000E0
4.545642764E1,5.250628613E1,4.982062270E0,8.349875511E0,1.360000014E0,1.249000015E2,3.790092468E0,2.500000000E0
4.645667790E1,5.250628078E1,4.982081940E0,8.129053504E0,1.399999976E0,1.193000031E2,3.790092468E0,2.500000000E0
4.745677983E1,5.250627529E1,4.982100580E0,8.000210624E0,1.330000043E0,1.216999969E2,3.790092468E0,2.500000000E0
4.845699675E1,5.250626871E1,4.982119360E0,8.071805499E0,1.419999957E0,1.245999985E2,3.790092468E0,2.500000000E0
4.945635800E1,5.250626281E1,4.982139240E0,8.024078423E0,1.429999948E0,1.140999985E2,3.790092468E0,2.500000000E0
5.045700665E1,5.250626201E1,4.982162670E0,7.997480006E0,1.639999986E0,8.230000305E1,3.790092468E0,2.500000000E0
5.145678894E1,5.250626743E1,4.982184150E0,8.144901808E0,1.509999990E0,5.700000000E1,3.790092468E0,2.500000000E0
5.245697300E1,5.250627566E1,4.982201680E0,7.884977177E0,1.470000029E0,4.429999924E1,3.790092468E0,2.500000000E0
5.345641180E1,5.250628432E1,4.982216390E0,7.798513451E0,1.309999943E0,4.129999924E1,3.790092468E0,2.500000000E0
5.445653519E1,5.250629313E1,4.982230340E0,7.578870798E0,1.370000005E0,3.859999847E1,3.790092468E0,2.500000000E0
5.545704347E1,5.250630140E1,4.982244820E0,7.007359908E0,1.350000024E0,4.379999924E1,3.790092468E0,2.500000000E0
5.645656649E1,5.250630856E1,4.982262950E0,6.777890433E0,1.450000048E0,5.300000000E1,3.790092468E0,2.500000000E0
5.745667612E1,5.250631298E1,4.982284140E0,6.999407105E0,1.360000014E0,6.740000153E1,3.790092468E0,2.500000000E0
5.845713680E1,5.250631607E1,4.982305810E0,7.142979997E0,1.370000005E0,7.309999847E1,3.790092468E0,2.500000000E0
5.945633321E1,5.250631923E1,4.982327460E0,7.166863051E0,1.399999976E0,7.480000305E1,3.790092468E0,2.500000000E0
6.045706571E1,5.250632249E1,4.982349110E0,7.103465995E0,1.409999967E0,7.469999695E1,3.790092468E0,2.500000000E0
6.145711914E1,5.250632555E1,4.982369640E0,6.898405334E0,1.370000005E0,7.450000000E1,3.790092468E0,2.500000000E0
6.245656169E1,5.250632814E1,4.982388840E0,6.796736652E0,1.389999986E0,7.840000153E1,3.790092468E0,2.500000000E0
6.345646341E1,5.250632975E1,4.982408170E0,6.845090861E0,1.299999952E0,8.180000305E1,3.790092468E0,2.500000000E0
6.445670956E1,5.250633212E1,4.982428130E0,6.916456949E0,1.450000048E0,7.680000305E1,3.790092468E0,2.500000000E0
