"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.322126090E-1,0.000000000E0,0.000000000E0,0.000000000E0
5.338621920E-1,1.391601562E0,-1.779955864E0,2.737369061E0
1.033862192E0,1.033098698E0,-9.599533081E-1,1.124584198E0
1.533862192E0,-4.528182507E0,-1.404372692E0,-1.246276379E0
2.033862192E0,-1.728925228E0,-5.644024372E0,2.121756971E-1
2.533862192E0,-7.863869667E-1,-3.634529114E0,1.016728804E-1
3.033862192E0,-2.253233910E0,-2.232896805E0,1.564010382E-1
3.533862192E0,5.692849159E-1,-1.360327721E0,-7.987606525E-1
4.033862192E0,-3.135470867E0,2.638309002E0,7.527585626E-1
4.533862192E0,-2.818706512E0,2.619733810E0,-1.661158562E0
5.033862192E0,-1.956944704E0,-2.321556091E0,-4.793399870E-1
5.533862192E0,-4.441938400E-1,-4.501218796E-1,-6.368755102E-1
6.033862192E0,-2.880585194E-1,-2.448472023E0,-4.553103447E-1
6.533862192E0,1.457163334E0,-3.519312859E0,-3.960995972E-1
7.033862192E0,-1.194637775E0,4.228210449E-2,-1.475351810E0
7.533862192E0,1.575871468E0,-3.021027565E0,-1.913253665E-1
8.033862192E0,9.992043972E-1,3.342187405E0,-2.899296284E-1
8.533862192E0,-1.289108276E0,-5.622057915E-1,8.078970313E-1
9.033862192E0,1.254369020E0,-3.326673508E-1,-3.959466219E-1
9.533862192E0,-2.826370001E0,-6.258659363E-1,-6.865561008E-1
1.003386219E1,2.164460182E0,-2.555545807E0,1.641064763E0
1.053386219E1,-1.735951900E0,-2.134444237E0,-1.053693295E0
1.103386219E1,-3.308019638E-1,-2.706554413E0,1.340071559E0
1.153386219E1,-1.995512247E0,-1.355376244E0,5.307413936E-1
1.203386219E1,-1.884944201E0,1.719966888E0,1.964463115E0
1.253386219E1,2.559659958E0,1.888812542E0,1.114702225E-2
1.303386219E1,-7.858862877E-1,-3.490633965E0,1.328720093E0
1.353386219E1,3.808554411E0,3.634175301E0,-3.307809830E-1
1.403386219E1,-1.437942505E0,1.403255463E-1,1.602593184E0
1.453386219E1,3.602875233E0,1.601618767E0,1.264954686E0
1.503386219E1,-3.220773697E0,-1.135063171E-1,2.512827635E0
1.553386219E1,1.619129658E0,-2.306953430E0,1.839662910E0
1.603386219E1,-2.192983389E0,-6.038846970E-1,-6.031855941E-1
1.653386219E1,1.451052666E0,-1.499126434E0,1.236231923E0
1.703386219E1,-9.690229893E-1,-1.844964027E0,1.053565502E0
1.753386219E1,-2.205228806E-2,-1.952247620E0,1.952613592E0
1.803386219E1,3.055543900E-1,-1.468376160E0,2.485929132E-1
1.853386219E1,-5.942020416E-1,-1.349569321E0,1.394983292E0
1.903386219E1,-2.984385490E-1,-2.953987122E-1,-3.328518867E-1
1.953386219E1,-3.299265623E0,4.890046120E-1,2.984041572E-1
2.003386219E1,1.359373331E0,3.123432636E0,-1.561359763E0
2.053386219E1,-2.286623240E0,2.123289108E-1,4.901245236E-1
2.103386219E1,2.520309448E0,3.755381107E0,-7.784813046E-1
2.153386219E1,-1.990098119E0,-1.633491516E0,2.270870060E-1
2.203386219E1,2.091467857E0,8.989181519E-1,3.510789871E-1
2.253386219E1,-9.115918875E-1,-2.269696236E0,8.790274858E-1
2.303386219E1,2.700134277E0,-2.244706154E0,1.228559971E0
2.353386219E1,5.767133236E-1,2.818756104E-1,-2.339173555E0
2.403386219E1,-1.550039768E0,-1.958393574E0,1.606451154E0
2.453386219E1,2.643392324E0,3.067914963E0,8.429651856E-1
2.503386219E1,-5.283941269E0,-2.683685780E0,7.269920111E-1
2.553386219E1,1.017977476E0,2.377723694E0,-1.061775684E0
2.603386219E1,-2.728833675E0,8.462047577E-2,-3.446141481E-1
2.653386219E1,-8.530294895E-1,2.656375408E0,-1.049586177E0
2.703386219E1,-5.148584843E-1,-1.337039948E0,9.770745039E-2
2.753386219E1,2.036741972E0,8.031692505E-1,2.775692046E-1
2.803386219E1,-1.426396489E0,-2.313289642E0,-2.800607681E-1
2.853386219E1,1.464853525E0,-2.643485069E0,6.660732031E-1
2.903386219E1,1.338253021E-1,2.417226791E0,-1.963533282E0
2.953386219E1,-7.342886925E-2,-2.712602615E-1,5.665688515E-1
3.003386219E1,4.940114021E-1,2.466132641E0,-5.581785440E-1
3.053386219E1,-2.302124977E0,1.011289120E0,7.296882272E-1
3.103386219E1,1.622834206E0,-1.494566917E0,8.948512673E-1
3.153386219E1,-2.201829672E0,-1.477876663E0,1.994240522E0
3.203386219E1,3.036378860E0,-1.754640579E0,-1.448349953E-1
3.253386219E1,4.474408627E-1,-2.385283470E0,-4.638049304E-1
3.303386219E1,-1.593537331E0,-3.031125069E-1,8.866214752E-1
3.353386219E1,3.779823780E-1,7.258033752E-2,-1.023321629E0
3.403386219E1,-2.960315228E0,-1.011886597E-1,6.031367779E-1
3.453386219E1,2.704472542E0,3.070964813E0,-9.939486980E-1
3.503386219E1,-2.022470713E0,-1.888385773E0,-1.070020437E0
3.553386219E1,2.933146238E0,1.327990532E0,1.900147200E-1
3.603386219E1,-2.739993572E0,-2.550897598E0,6.723257303E-1
3.653386219E1,3.446275711E0,-1.360114098E0,1.327845573E0
3.703386219E1,1.220822573E0,-2.005577087E-1,4.964087605E-1
3.753386219E1,2.629776478E0,-2.469414234E0,1.736598372E0
3.803386219E1,-1.935410023E0,-2.160116196E0,-5.110974312E-1
3.853386219E1,3.201789856E-1,-2.927859783E0,8.713499308E-1
3.903386219E1,4.043912888E-2,-1.314105988E0,1.299602628E0
3.953386219E1,-3.688053131E0,-1.424636364E0,7.518277764E-1
4.003386219E1,2.917061329E0,2.655416965E0,-1.380822182E0
4.053386219E1,-2.689786911E0,-2.228855133E0,1.225477457E-1
4.103386219E1,2.884073496E0,1.441227913E0,9.652843475E-1
4.153386219E1,-1.327421904E0,-1.179949760E0,-8.445420265E-1
4.203386219E1,2.474131584E-1,-2.213535309E-1,1.290751457E0
4.253386219E1,4.297590256E-2,-1.584885597E0,1.348886490E0
4.303386219E1,6.946740150E-1,-3.165339470E0,1.416315913E0
4.353386219E1,1.074490547E0,3.142078876E0,-1.266678572E-1
4.403386219E1,-2.742452621E-1,-4.952216148E-1,2.366998672E0
4.453386219E1,1.341665506E0,2.816770554E0,2.409477234E-1
4.503386219E1,-3.113912106E0,1.845335960E-1,2.787149668E0
4.553386219E1,1.155858994E0,-1.663553238E0,1.048186421E0
4.603386219E1,-1.974131823E0,-1.319183350E0,-5.369696617E-1
4.653386219E1,2.409056425E0,-1.682309151E0,1.429725409E0
4.703386219E1,-2.156340361E0,-2.512013435E0,2.972681522E-1
4.753386219E1,-9.481863976E-1,5.556392670E-1,1.615823984E0
4.803386219E1,8.540439606E-2,-4.283504486E-1,8.221365809E-1
4.853386219E1,-2.907732248E0,2.662882805E-1,2.177243471E0
4.903386219E1,1.979505301E0,3.128484249E0,-1.569228649E0
4.953386219E1,-2.274142027E0,-1.840606689E0,1.097054720E0
5.003386219E1,4.122352600E-2,2.135863781E0,7.890274525E-1
5.053386219E1,-3.504952908E0,-3.191440105E0,1.288576126E-1
5.103386219E1,3.501377583E0,-8.813762665E-1,1.844340324E0
5.153386219E1,-1.648155212E0,-1.761182785E0,5.450406671E-1
5.203386219E1,2.983065128E0,-1.669701576E0,1.747758150E0
5.253386219E1,-2.886461973E0,-3.549919128E0,-3.188843966E0
5.303386219E1,3.576768160E0,2.216999054E0,3.122233629E0
5.353386219E1,-5.345207453E-1,8.299617767E-1,2.299822569E-1
5.403386219E1,-2.321550131E0,1.042287350E0,1.736555815E0
5.453386219E1,2.905494690E0,2.943828106E0,-1.695648909E0
