"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,2.127817631E0,2.999403238E0,7.861020565E0
1.504120300E-2,1.587637782E0,2.668595552E0,6.690331936E0
5.150412030E-1,7.384250641E0,-8.032107353E0,9.485149384E0
1.015041203E0,1.412961721E0,-6.394818306E0,7.579265833E-1
1.515041203E0,2.630908489E0,-5.037489891E0,-1.786840320E0
2.015041203E0,3.044866920E-1,-1.008335495E1,-2.261815548E0
2.515041203E0,4.895715237E0,-8.931210518E0,-1.440479279E0
3.015041203E0,2.423331022E0,-1.116491032E1,-2.085345030E0
3.515041203E0,6.377470493E0,-1.292124271E1,-3.369094372E0
4.015041203E0,2.643470764E0,-1.198983574E1,-3.329612732E0
4.515041203E0,2.042274237E0,-1.109671497E1,1.247856975E0
5.015041203E0,2.415554523E0,-5.525625706E0,-3.269792080E0
5.515041203E0,1.338186026E0,-6.372684956E0,-5.706881881E-1
6.015041203E0,2.941975355E0,-6.015556335E0,-1.596610904E0
6.515041203E0,2.375474691E0,-6.569494724E0,-2.372483730E0
7.015041203E0,3.658027649E0,-8.277970314E0,-1.285543919E0
7.515041203E0,2.819941521E0,-1.111705399E1,-1.058824062E0
8.015041203E0,6.433701992E0,-1.228594780E1,5.234299302E-1
8.515041203E0,4.058227062E0,-1.268016529E1,-5.569294691E-1
9.015041203E0,8.840881348E0,-8.749954224E0,4.366901219E-1
9.515041203E0,5.605785370E0,-7.165307522E0,-2.609373093E0
1.001504120E1,3.364308596E0,-7.762316704E0,-4.582255483E-1
1.051504120E1,5.355136871E0,-5.670989513E0,-2.885744095E0
1.101504120E1,2.018345833E0,-9.282955170E0,-1.734198213E0
1.151504120E1,1.433599854E1,-4.993222713E0,8.255238086E-2
1.201504120E1,1.781456470E0,-1.563350677E1,-9.876375198E-1
1.251504120E1,8.712865829E0,-1.092562866E1,-5.563312769E-1
1.301504120E1,1.969891191E0,-1.148913765E1,4.259224236E-1
1.351504120E1,8.974879265E0,-1.038604641E1,1.178465128E0
1.401504120E1,2.791825771E0,-1.197966671E1,-8.602197170E-1
1.451504120E1,5.385645390E0,-9.499505997E0,6.759724021E-1
1.501504120E1,4.913661480E0,-5.021936417E0,-2.298306227E0
1.551504120E1,3.028116941E0,-7.858029366E0,2.341975212E0
1.601504120E1,4.480560303E0,-5.147559643E0,-6.903293133E-1
1.651504120E1,2.533401012E0,-6.660421848E0,-1.878365725E-1
1.701504120E1,4.028316975E0,-6.270391941E0,-1.663011760E-1
1.751504120E1,3.630510092E0,-9.036494255E0,1.305284739E0
1.801504120E1,3.723232031E0,-7.680960655E0,2.484946251E0
1.851504120E1,1.229910851E0,-1.109492016E1,-2.021337032E0
1.901504120E1,5.318048477E0,-1.159083271E1,-3.954139352E-1
1.951504120E1,2.236690998E0,-1.296311665E1,-5.024927258E-1
2.001504120E1,6.799205780E0,-1.235055447E1,-1.325623751E0
2.051504120E1,2.720041037E0,-1.199880886E1,1.886740685E0
2.101504120E1,6.961319447E0,-1.060020447E1,-2.102692842E0
2.151504120E1,3.128615618E0,-9.765707016E0,-2.435893536E0
2.201504120E1,3.729214191E0,-8.441878319E0,3.942175210E-1
2.251504120E1,4.830510616E0,-5.629713535E0,-3.303291559E0
2.301504120E1,1.292124271E0,-8.036294937E0,1.207777262E0
2.351504120E1,7.983652592E0,-7.219744205E0,1.719243050E0
2.401504120E1,4.055834413E-1,-1.227398396E1,-9.176474810E-1
2.451504120E1,7.905886173E0,-1.223390388E1,1.375274777E0
2.501504120E1,1.381256819E0,-1.397707558E1,-5.982056726E-3
2.551504120E1,6.948757172E0,-1.084068298E1,-1.131206870E0
