"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717738368300779E9,"2024-06-07 07:32:48.301 UTC+02:00"
"PAUSE",6.734574888749921E2,1.717739041761799E9,"2024-06-07 07:44:01.762 UTC+02:00"
