"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
0.000000000E0,2.035735846E-1,-8.157100677E-1,5.753054619E-1
1.433786560E-1,1.353144050E0,1.406822205E-1,-4.469785690E-1
6.433786560E-1,8.268324137E-1,5.143184662E-1,-7.864484787E-1
1.143378656E0,1.777163863E0,8.339016438E-1,2.275943756E-2
1.643378656E0,9.867259860E-1,-1.772310972E0,5.214977264E-1
2.143378656E0,-5.989670753E-1,-5.053801537E-1,-1.569528580E-1
2.643378656E0,2.461256981E-1,-5.818842649E-1,1.395168304E-1
3.143378656E0,-3.579957485E0,-5.031448841E0,2.226738930E0
3.643378656E0,9.019960165E-1,9.846665859E-1,-3.719186783E-1
4.143378656E0,1.211775899E0,-2.715170383E-1,1.809144020E0
4.643378656E0,-2.627080679E-1,-5.060505867E-2,7.441520691E-2
5.143378656E0,-8.467960358E-2,-3.591322899E-2,2.630558014E-1
5.643378656E0,-1.037096977E-2,8.486223221E-2,-5.853748322E-2
6.143378656E0,9.488087893E-2,3.612279892E-2,-1.613321304E-1
6.643378656E0,-9.528207779E-1,-4.314739704E-1,3.279676437E-1
7.143378656E0,1.947336912E0,2.311720848E-1,-6.287841797E-1
7.643378656E0,3.539695740E-1,5.701160431E-2,-6.331062317E-2
8.143378656E0,2.563839555E-1,-7.695484161E-2,-9.635162354E-2
8.643378656E0,-4.961978197E-1,-5.754303932E-2,3.907871246E-1
9.143378656E0,-9.134504795E-1,-3.302133083E-1,3.647327423E-2
9.643378656E0,-5.277726650E-1,-2.335040569E-1,-9.126567841E-2
1.014337866E1,-3.721408844E-1,-1.510268450E-1,-1.491470337E-1
1.064337866E1,-1.766889095E-1,-1.366419792E-1,1.321010590E-1
1.114337866E1,-1.304664612E-1,-1.329076290E-1,-9.554862976E-3
1.164337866E1,-2.622509003E-2,-3.958344460E-2,1.081991196E-1
1.214337866E1,1.029887199E-1,-2.391275167E-1,-3.467464447E-2
1.264337866E1,2.126765251E-2,-1.668795347E-1,1.765623093E-1
1.314337866E1,2.540605068E-1,-7.889962196E-2,1.480464935E-1
1.364337866E1,9.645336866E-1,5.217766762E-2,-3.708410263E-1
1.414337866E1,1.723907471E0,-3.812861443E-2,-1.101970673E-1
1.464337866E1,2.034420490E0,4.102373123E-1,2.285957336E-2
1.514337866E1,8.812674880E-1,1.089880466E-1,-4.842376709E-2
