"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.968626140E-1,-2.962500095E0,-7.537500381E0,-4.698750305E1
7.968626140E-1,-2.850000143E0,1.237500072E0,-4.689375305E1
1.296862614E0,-1.856250048E0,7.331250191E0,-4.758750153E1
1.796862614E0,-2.025000095E0,9.862500191E0,-4.685625076E1
2.296862614E0,-2.231250048E0,1.280625057E1,-4.618125153E1
2.796862614E0,-2.906250000E0,1.430625057E1,-4.546875000E1
3.296862614E0,-4.518750191E0,1.228125095E1,-4.458750153E1
3.796862614E0,-4.256250381E0,1.185000038E1,-4.455000305E1
4.296862614E0,-3.618750095E0,1.408125019E1,-4.434375000E1
4.796862614E0,-3.018750191E0,1.428750038E1,-4.411875153E1
5.296862614E0,-2.756250143E0,1.318125057E1,-4.389375305E1
5.796862614E0,-2.400000095E0,1.239375019E1,-4.387500000E1
6.296862614E0,-2.043750048E0,1.083750057E1,-4.408125305E1
6.796862614E0,-2.175000191E0,9.168750763E0,-4.430625153E1
7.296862614E0,-6.750000119E-1,1.038750076E1,-4.518750000E1
7.796862614E0,-6.937500238E-1,1.063125038E1,-4.524375153E1
8.296862614E0,-1.087500095E0,1.070625019E1,-4.554375076E1
8.796862614E0,-1.200000048E0,1.063125038E1,-4.612500000E1
9.296862614E0,-1.275000095E0,1.093125057E1,-4.582500076E1
9.796862614E0,-9.750000238E-1,1.126875019E1,-4.586250305E1
1.029686261E1,-3.562500179E-1,1.162500000E1,-4.590000153E1
1.079686261E1,1.275000095E0,1.250625038E1,-4.603125000E1
1.129686261E1,2.512500048E0,1.344375038E1,-4.578750229E1
1.179686261E1,4.068750381E0,1.434375095E1,-4.571250153E1
1.229686261E1,5.625000000E0,1.528125095E1,-4.526250076E1
1.279686261E1,7.068750381E0,1.621875000E1,-4.451250076E1
1.329686261E1,8.531250000E0,1.685625076E1,-4.445625305E1
1.379686261E1,9.712500572E0,1.736250114E1,-4.426875305E1
1.429686261E1,1.065000057E1,1.758750153E1,-4.417500305E1
1.479686261E1,1.160625076E1,1.773750114E1,-4.453125000E1
1.529686261E1,1.215000057E1,1.764375114E1,-4.471875000E1
1.579686261E1,1.222500038E1,1.747500038E1,-4.477500153E1
