"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
6.848447000E-3,1.484746456E0,6.366104603E0,6.845267296E0
2.785396800E-2,1.668993831E0,6.591628075E0,7.033103943E0
5.278539680E-1,9.439685345E-1,3.943371773E0,1.000498962E1
1.027853968E0,-3.864408433E-1,5.473581553E-1,1.097468090E1
1.527853968E0,-2.709871531E-1,1.375873089E-1,8.638090134E0
2.027853968E0,-1.063609719E0,1.256231871E-2,9.874580383E0
2.527853968E0,-3.942175210E-1,-3.050848842E-1,9.699306488E0
3.027853968E0,3.736392498E0,3.017947674E0,8.863015175E0
3.527853968E0,1.919043779E0,5.066802025E0,4.572085857E0
4.027853968E0,-2.598605394E0,2.379662037E0,8.634500504E0
4.527853968E0,-9.762716293E-1,2.918047190E0,8.223533630E0
5.027853968E0,-1.325623751E0,2.799602509E0,9.582656860E0
5.527853968E0,-3.254238665E-1,3.932604074E0,8.766105652E0
6.027853968E0,-1.168893814E0,2.311466694E0,9.012566566E0
6.527853968E0,-7.908278704E-1,3.003590584E0,9.047860146E0
7.027853968E0,9.397810698E-1,2.940180779E0,9.735198975E0
7.527853968E0,-1.369891018E-1,3.008376360E0,9.788438797E0
8.027853968E0,-9.206385016E-1,2.146960020E0,8.668598175E0
8.527853968E0,-1.910668850E0,2.243271112E0,9.419944763E0
9.027853968E0,-2.322832584E0,2.261815548E0,9.854840279E0
9.527853968E0,-2.975475073E0,1.914258122E0,9.084351540E0
1.002785397E1,-3.370888948E0,2.134397745E0,8.423932076E0
1.052785397E1,-3.321237803E0,2.073979139E0,9.574879646E0
1.102785397E1,-3.192025423E0,2.257030010E0,8.330014229E0
1.152785397E1,-3.270390272E0,2.321038008E0,9.321240425E0
1.202785397E1,-3.193820000E0,1.363908887E0,7.968099594E0
1.252785397E1,-3.466003656E0,2.402393818E0,9.349954605E0
1.302785397E1,-2.408974171E0,2.619542599E0,9.017352104E0
1.352785397E1,-1.264606714E0,2.537588358E0,8.723034859E0
1.402785397E1,-1.962114573E-1,2.985046148E0,8.883354187E0
1.452785397E1,-6.969096065E-1,2.258824587E0,9.413364410E0
1.502785397E1,-4.037888348E-1,2.485544443E0,8.995218277E0
1.552785397E1,2.245664120E0,4.045066833E0,9.834501266E0
1.602785397E1,1.797608018E0,3.635295868E0,9.317651749E0
1.652785397E1,9.942178130E-1,3.055036306E0,9.314062119E0
1.702785397E1,1.973480463E0,3.771088600E0,9.008378983E0
1.752785397E1,2.510669231E0,4.125226021E0,9.544371605E0
1.802785397E1,1.000199914E0,2.604587555E0,1.094596672E1
1.852785397E1,2.762513638E0,4.131806374E0,8.909674644E0
1.902785397E1,1.683350682E0,3.034099102E0,8.145168304E0
1.952785397E1,2.370090723E0,3.954737663E0,8.595019341E0
2.002785397E1,2.424527645E0,3.859024763E0,8.357531548E0
2.052785397E1,4.899304509E-1,2.172683001E0,8.931808472E0
2.102785397E1,6.400800347E-1,2.710469961E0,8.232506752E0
2.152785397E1,1.013360381E0,3.035295486E0,9.346364975E0
2.202785397E1,4.037888348E-1,3.232105255E0,8.657232285E0
2.252785397E1,-4.037888348E-1,2.624328136E0,8.805587769E0
2.302785397E1,-7.549355626E-1,2.094317913E0,9.890133858E0
2.352785397E1,-9.014959335E-1,1.836491346E0,9.014361382E0
2.402785397E1,1.752742529E-1,2.994617462E0,9.320642471E0
2.452785397E1,-1.371685624E0,1.478764415E0,1.046022415E1
2.502785397E1,-5.862415582E-2,2.619542599E0,1.006600666E1
2.552785397E1,-1.567897081E0,8.315058947E-1,7.607979774E0
2.602785397E1,-1.000199914E0,1.743769526E0,8.382656097E0
2.652785397E1,-1.094716311E0,1.640279889E0,8.923434258E0
2.702785397E1,-6.508477330E-1,1.808973908E0,9.826126099E0
2.752785397E1,-1.456032634E0,1.001396298E0,8.526823044E0
2.802785397E1,5.539384484E-1,2.758326292E0,1.085204887E1
2.852785397E1,-4.803591371E-1,2.015953064E0,1.024786091E1
2.902785397E1,-4.660021961E-1,2.026122570E0,9.881160736E0
2.952785397E1,-1.800599098E-1,2.534597397E0,1.063250732E1
3.002785397E1,-1.068993568E0,1.013360381E0,8.465806961E0
3.052785397E1,1.043270707E0,3.223730326E0,1.085503960E1
3.102785397E1,-7.573283911E-1,1.743769526E0,9.698708534E0
3.152785397E1,5.659025311E-1,2.667398930E0,9.826724052E0
3.202785397E1,-3.888336718E-1,2.169093609E0,1.028435135E1
3.252785397E1,-8.243274093E-1,1.631905079E0,9.706484795E0
3.302785397E1,-5.216353536E-1,1.920240164E0,9.404989243E0
3.352785397E1,-1.220339537E0,1.313061476E0,8.183453560E0
3.402785397E1,-4.510470629E-1,1.603191137E0,9.797411919E0
3.452785397E1,-5.216353536E-1,1.628315806E0,9.860223770E0
3.502785397E1,-1.102493048E0,1.137787223E0,9.376873970E0
3.552785397E1,-8.793623000E-2,2.117049932E0,1.021256733E1
3.602785397E1,1.349551916E0,3.745365620E0,1.095793152E1
3.652785397E1,-1.998006850E-1,2.011167526E0,8.227720261E0
3.702785397E1,-5.533402562E-1,1.588834286E0,8.331808090E0
3.752785397E1,-1.585245013E0,5.282155871E-1,9.136993408E0
3.802785397E1,3.559323549E-1,1.410568953E0,1.013958549E1
3.852785397E1,-8.291130662E-1,3.876372576E-1,9.706484795E0
3.902785397E1,-3.948157281E-2,1.083350420E0,1.069113159E1
3.952785397E1,1.136590764E-1,1.670190215E0,1.009292603E1
4.002785397E1,4.666004330E-2,1.633101463E0,1.006122112E1
4.052785397E1,-6.879365444E-2,1.960918188E0,9.760921478E0
4.102785397E1,-4.666004330E-2,2.248056889E0,9.665806770E0
4.152785397E1,-5.012963414E-1,2.142174482E0,9.711270332E0
4.202785397E1,-4.558327198E-1,3.047259569E0,8.673383713E0
4.252785397E1,-6.161518097E-1,2.997608662E0,9.343374252E0
4.302785397E1,-6.095715761E-1,3.295515060E0,8.943174362E0
4.352785397E1,1.417747438E-1,4.209573269E0,9.191430092E0
4.402785397E1,-1.112662554E-1,3.899104595E0,9.014959335E0
4.452785397E1,6.556333899E-1,4.784449100E0,9.567701340E0
4.502785397E1,-5.084748268E-1,3.622733593E0,8.644071579E0
4.552785397E1,-1.740778446E0,3.001796007E0,8.248658180E0
4.602785397E1,2.057827413E-1,4.146163464E0,9.538987160E0
4.652785397E1,9.876375198E-1,4.849055290E0,9.903294563E0
4.702785397E1,8.291130662E-1,4.036093712E0,9.552147865E0
4.752785397E1,-2.590828657E0,1.578066587E0,7.620542049E0
4.802785397E1,-8.201399446E-1,3.310470104E0,9.647860527E0
4.852785397E1,-1.128215909E0,2.276770830E0,9.944570541E0
4.902785397E1,-8.362914920E-1,2.711666346E0,9.858428955E0
4.952785397E1,-1.036690354E0,2.685943365E0,9.475577354E0
5.002785397E1,7.142575383E-1,4.329214573E0,9.323633194E0
5.052785397E1,-3.314059377E-1,3.299104214E0,9.713663101E0
5.102785397E1,-9.870393574E-2,3.473181963E0,9.818947792E0
5.152785397E1,7.387840152E-1,3.920639992E0,9.196813583E0
5.202785397E1,-4.528416991E-1,2.936591625E0,9.702297211E0
5.252785397E1,-2.931207716E-1,2.324028969E0,9.121439934E0
5.302785397E1,-1.637887120E0,1.651047587E0,8.830712318E0
5.352785397E1,-7.645068169E-1,3.257827997E0,9.406784058E0
5.402785397E1,1.223330617E0,4.444069862E0,1.076471043E1
5.452785397E1,6.759724021E-1,3.678964853E0,1.068275642E1
5.502785397E1,2.512463741E-2,2.787040234E0,1.040518951E1
