"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.744607870E-1,-3.330740333E-1,1.737910360E-1,9.468403645E-3
7.784873500E-1,-1.954309106E0,-3.122893572E0,2.115577459E0
1.282515370E0,3.246746361E-1,3.558287397E-2,-6.359102130E-1
1.786544433E0,-3.578140438E-1,3.381136656E-1,7.208204269E-2
2.290574277E0,-9.407317638E-2,2.687804960E-2,-4.062250629E-2
2.794604641E0,1.108719558E-1,-3.543015718E-1,2.193004489E-1
3.298635318E0,2.112064958E-1,-3.191768527E-1,-1.175914705E-2
3.802666047E0,-2.845102847E-1,3.384190798E-1,6.108647794E-4
4.306696672E0,3.930914998E-1,-5.430588126E-1,4.091266990E-1
4.810726985E0,-2.477056682E-1,8.707877398E-1,-7.747292519E-1
5.314757037E0,5.619955808E-2,-4.308123887E-1,3.854556680E-1
5.818786829E0,-2.084576041E-1,6.420188546E-1,-4.512763619E-1
6.322816412E0,5.635227636E-2,-2.144135386E-1,-1.110246703E-1
6.826845683E0,-5.635227636E-2,1.751654744E-1,4.630354941E-1
7.330874589E0,7.620538026E-2,-4.295906425E-1,-2.292270064E-1
7.834903131E0,-4.964803457E-1,1.745546162E-1,-1.927278340E-1
8.338931152E0,1.948658675E-1,-4.514290690E-1,3.853029609E-1
8.842958652E0,-2.470948100E-1,3.359756172E-1,-7.192932814E-2
9.346985683E0,4.505127668E-2,-1.899789423E-1,3.265072107E-1
9.851012193E0,-1.664606482E-1,4.851793647E-1,-3.610210717E-1
1.035503824E1,-8.246674202E-3,-5.082395077E-1,3.743073940E-1
1.085906391E1,-1.539379209E-1,4.382954836E-1,-3.755291104E-1
1.136308912E1,-2.666424811E-1,-3.156643808E-1,4.642572403E-1
1.186711386E1,2.367101051E-2,3.484983444E-1,-5.818486959E-2
1.237113813E1,2.779434808E-2,-4.615083337E-1,-2.596175298E-2
1.287516193E1,-1.976147592E-1,3.700313270E-1,1.171333194E-1
1.337918527E1,1.093447953E-1,-4.153880477E-1,3.436114267E-2
1.388320824E1,-2.703076601E-1,4.454731345E-1,2.218966335E-1
1.438723079E1,-6.337722391E-2,-2.846629918E-1,-3.402516842E-1
1.489125292E1,5.192350596E-2,2.774853408E-1,6.188060045E-1
