"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.972431570E2,5.233462700E1,4.864655010E0,1.702671212E1,1.000000000E0,1.000000000E1,3.922912359E0,4.236453056E0
1.982431602E2,5.233463780E1,4.864655800E0,1.619054612E1,1.009999990E0,1.450000000E1,3.930886745E0,4.081632614E0
1.992430259E2,5.233464730E1,4.864657560E0,1.490412250E1,1.009999990E0,1.539999962E1,3.958889723E0,3.991255760E0
2.002435730E2,5.233465688E1,4.864658310E0,1.355434393E1,9.499999881E-1,8.800000191E0,3.973070621E0,3.888350725E0
2.012435703E2,5.233466694E1,4.864663230E0,1.206199028E1,1.110000014E0,3.220000076E1,3.958366394E0,3.985152006E0
2.022428458E2,5.233467555E1,4.864674900E0,1.207653544E1,1.059999943E0,4.720000076E1,4.164339066E0,4.414097786E0
2.032435666E2,5.233468537E1,4.864684670E0,1.104799039E1,1.100000024E0,2.600000000E1,4.156869411E0,4.325001240E0
2.042435817E2,5.233469738E1,4.864691880E0,9.350745780E0,1.039999962E0,1.739999962E1,4.002766609E0,4.064060211E0
2.052435618E2,5.233470863E1,4.864699440E0,9.223934873E0,1.049999952E0,2.939999962E1,4.083136559E0,4.207652569E0
2.062432925E2,5.233471966E1,4.864706610E0,8.930924704E0,1.049999952E0,2.020000076E1,4.276528835E0,4.378321648E0
2.072426783E2,5.233473033E1,4.864713870E0,8.433263201E0,1.059999943E0,3.409999847E1,4.366638184E0,4.741349697E0
2.082433220E2,5.233474265E1,4.864718610E0,8.364374549E0,1.220000029E0,2.200000048E0,4.468704700E0,4.913247108E0
2.092433365E2,5.233475461E1,4.864722910E0,7.350538850E0,1.059999943E0,1.679999924E1,4.434763432E0,4.876986027E0
2.102430119E2,5.233476457E1,4.864731780E0,6.708895336E0,1.059999943E0,2.929999924E1,4.577452183E0,5.104569435E0
2.112429374E2,5.233477465E1,4.864737550E0,6.881337131E0,1.080000043E0,1.519999981E1,4.671847343E0,5.240043163E0
2.122428795E2,5.233478386E1,4.864746350E0,6.603339984E0,1.100000024E0,3.659999847E1,4.602135658E0,4.986543179E0
2.132432971E2,5.233479285E1,4.864756050E0,6.549281030E0,1.159999967E0,2.460000038E1,4.609817028E0,4.873169422E0
2.142435711E2,5.233480119E1,4.864769050E0,7.612532622E0,1.059999943E0,3.759999847E1,4.588410378E0,4.732680798E0
2.152427198E2,5.233480820E1,4.864783370E0,8.680116594E0,1.070000052E0,4.779999924E1,4.441772938E0,4.447440147E0
