"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.362563080E-1,0.000000000E0,0.000000000E0,0.000000000E0
5.378666200E-1,-1.353772521E0,8.540406227E-1,3.588476181E-1
1.037866620E0,3.573335648E0,-2.795390129E0,2.136300802E0
1.537866620E0,-2.238594055E0,-3.400497437E-1,-2.943268061E0
2.037866620E0,-7.597618103E-1,-2.088953495E0,-1.550843239E0
2.537866620E0,-9.779415131E-1,-8.145012856E-1,-1.536143541E0
3.037866620E0,-9.687242508E-1,-2.190828323E-2,-4.910347462E-1
3.537866620E0,-5.558013916E-2,-2.702263355E0,-1.817679286E0
4.037866620E0,8.449506760E-2,-9.906101227E-1,-4.644063711E-1
4.537866620E0,1.368361950E0,-1.436043739E0,-1.223339558E0
5.037866620E0,-1.013924122E0,-2.887501240E0,-2.383991718E0
5.537866620E0,1.768640995E0,-3.270463943E-1,-1.335351467E-1
6.037866620E0,-2.002786160E0,-2.208433628E0,-1.948717952E0
6.537866620E0,1.962488651E0,-1.540255070E0,-7.299699783E-1
7.037866620E0,-5.434350967E-1,-1.372471809E0,-2.417988777E0
7.537866620E0,2.845527172E0,-1.189372540E0,-1.324384212E-1
8.037866620E0,-3.082003593E-1,-1.939952850E0,-2.138788700E-1
8.537866620E0,4.763940811E0,-4.924745560E-1,1.857986450E-1
9.037866620E0,3.516159058E-1,-1.690156937E0,-8.414938450E-1
9.537866620E0,3.459895134E0,-1.336089134E0,5.423437357E-1
1.003786662E1,2.275466919E-2,-1.331494808E0,-2.270935774E-1
1.053786662E1,3.376539230E0,-1.052120209E0,8.492623568E-1
1.103786662E1,-3.345069885E-1,-2.030595303E0,-6.836713552E-1
1.153786662E1,3.291123867E0,-1.245275497E0,1.093405247E0
1.203786662E1,6.473922729E-2,-1.119101048E0,-7.599421740E-1
1.253786662E1,2.355880260E0,-1.211196899E0,3.995667696E-1
1.303786662E1,8.313841820E-1,-1.547959328E0,-5.125854015E-1
1.353786662E1,2.588218212E0,-1.507421494E0,5.970789194E-1
1.403786662E1,-1.320016861E0,-1.153753281E0,7.157872915E-1
1.453786662E1,2.820289135E0,-1.924225807E0,5.785338879E-1
1.503786662E1,-6.481871605E-1,-1.363098145E0,-1.239719987E0
1.553786662E1,2.066781044E0,-1.634267807E0,6.675856113E-1
1.603786662E1,3.568019867E-1,-1.251739502E0,-9.313063622E-1
1.653786662E1,1.168845177E0,-1.598588943E0,4.037842751E-1
1.703786662E1,-1.092916012E0,-2.460486412E0,-1.292109966E0
1.753786662E1,2.522089958E0,-3.481783867E-1,6.316664219E-1
1.803786662E1,-7.842936516E-1,-2.026756287E0,-6.305461526E-1
1.853786662E1,3.269600868E-1,-1.643956184E0,8.120876551E-1
1.903786662E1,-1.796684265E-1,-1.028511047E0,3.257513046E-1
1.953786662E1,-5.026340485E-2,-7.925786972E-1,1.620975018E0
2.003786662E1,-5.462374687E-1,-1.009062767E0,-8.113089800E-1
2.053786662E1,-1.481288910E0,-3.484206200E-1,1.441754818E0
2.103786662E1,1.257077694E0,6.135601997E-1,-3.181059361E-1
2.153786662E1,-1.577341080E0,-1.007556915E0,1.476893663E0
2.203786662E1,1.835509777E0,1.525112629E0,-6.128221750E-1
2.253786662E1,-1.925938606E0,1.657767296E-1,1.173155546E0
2.303786662E1,9.933137894E-2,1.928050041E0,-7.928352356E-1
2.353786662E1,-1.808478832E0,-3.738522530E-1,3.934669495E-2
2.403786662E1,1.398067713E0,2.539389610E0,-7.888891697E-1
2.453786662E1,1.724872589E-1,-1.181066513E0,-6.106660962E-1
2.503786662E1,6.065673828E-1,1.266334057E0,2.248916626E-1
2.553786662E1,-6.077771187E-1,-3.166407585E0,1.921818256E-1
2.603786662E1,2.311338902E0,-6.260986328E-1,9.158457518E-1
2.653786662E1,-2.451186419E0,-3.116273880E-1,1.526279449E0
2.703786662E1,1.876679420E0,-1.454687119E0,1.281721711E0
2.753786662E1,-1.890960932E0,-3.168635368E-1,1.137359023E0
2.803786662E1,2.253387451E0,-2.201242447E0,1.007674217E0
2.853786662E1,-2.143407345E0,-8.323278427E-1,8.592191935E-1
2.903786662E1,2.291026115E0,-1.660449028E0,4.098334312E-1
2.953786662E1,-1.428262234E0,-1.026157379E0,-7.300974131E-1
3.003786662E1,2.945607185E0,-1.804407597E0,8.045219183E-1
3.053786662E1,-1.633494616E0,-1.714300156E0,-7.036397457E-1
