"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.076547500E-2,1.782054663E0,3.300300598E0,7.612166882E0
3.176646400E-2,2.193620205E0,3.774677753E0,7.579265594E0
5.317664640E-1,9.732806087E-1,7.926225066E-1,4.626522541E0
1.031766464E0,9.334999084E0,-7.221538544E0,-6.711867452E-1
1.531766464E0,3.674179077E0,-7.368099213E0,-8.793623447E-1
2.031766464E0,4.734199524E0,-5.918048382E0,-1.426122308E0
2.531766464E0,4.201796532E0,-6.747759819E0,-1.485344648E0
3.031766464E0,4.646861553E0,-6.623332977E0,-1.170688510E0
3.531766464E0,2.347957134E0,-7.890332699E0,-8.117650747E-1
4.031766464E0,4.734797955E0,-8.070392609E0,-4.097708702E0
4.531766464E0,1.454836130E0,-7.179664135E0,-8.213363886E-1
5.031766464E0,5.112864017E0,-6.455835342E0,-1.057627559E0
5.531766464E0,3.831507206E0,-6.481558323E0,-9.314061999E-1
6.031766464E0,5.047659397E0,-7.486543655E0,-1.435693622E0
6.531766464E0,4.146163464E0,-6.297909260E0,-3.990031779E-1
7.031766464E0,4.120440483E0,-7.302894592E0,1.992024779E-1
7.531766464E0,3.839882135E0,-7.587042332E0,-8.548358679E-1
8.031766464E0,3.690928936E0,-6.854838848E0,-1.563709617E0
8.531766464E0,3.994219303E0,-6.926024914E0,-4.241278172E-1
9.031766464E0,2.493321180E0,-7.002595425E0,-2.772084951E0
9.531766464E0,5.679364681E0,-5.882754326E0,1.554138303E0
1.003176646E1,4.720440865E0,-5.396413326E0,-1.807777524E0
1.053176646E1,4.283152580E0,-6.259624004E0,1.362114310E0
1.103176646E1,4.255635262E0,-5.090131760E0,-3.781856298E0
1.153176646E1,5.002793789E0,-5.624927998E0,1.805384636E0
1.203176646E1,4.572085857E0,-5.281557560E0,-2.753540754E0
1.253176646E1,4.691727161E0,-6.863811970E0,6.496513486E-1
1.303176646E1,3.993022680E0,-4.926223755E0,-2.428116798E0
1.353176646E1,3.812962770E0,-5.673980713E0,8.584251404E-1
1.403176646E1,3.623929977E0,-5.093721390E0,-3.469592810E0
1.453176646E1,3.651447296E0,-7.026523590E0,-1.568495274E0
1.503176646E1,4.300500393E0,-7.334599495E0,-1.971685886E0
1.553176646E1,3.326023579E0,-8.163114548E0,-1.161715388E0
1.603176646E1,4.928018093E0,-6.045466423E0,-1.994417667E0
1.653176646E1,4.435096741E0,-7.192824841E0,-1.775474429E0
1.703176646E1,2.635694027E0,-8.353941917E0,-1.654636860E0
1.753176646E1,3.713660717E0,-8.210372925E0,-2.428714931E-1
1.803176646E1,3.989433527E0,-8.717651367E0,-7.908278704E-1
1.853176646E1,3.071187973E0,-8.175078392E0,-2.200200319E0
1.903176646E1,4.299304008E0,-8.350951195E0,-8.697910309E-1
1.953176646E1,4.576871395E0,-8.939585686E0,-2.289333105E0
2.003176646E1,5.170291424E0,-9.115457535E0,-1.597209126E-1
2.053176646E1,3.909872293E0,-9.357132912E0,-9.427721500E-1
2.103176646E1,7.558328629E0,-8.952746391E0,-2.525624275E0
2.153176646E1,3.695714474E0,-9.411569595E0,-1.070189953E0
2.203176646E1,7.275377274E0,-9.401998520E0,-3.214159012E0
2.253176646E1,6.163911343E0,-1.006241703E1,-1.077966571E0
2.303176646E1,8.615956306E0,-1.119362450E1,-3.148954630E0
2.353176646E1,4.946562767E0,-9.344570160E0,-8.422735929E-1
2.403176646E1,8.395816803E0,-1.021137047E1,-1.259821177E0
2.453176646E1,4.595416069E0,-8.971290588E0,-2.753540754E0
2.503176646E1,5.755336761E0,-9.952945709E0,-4.959124923E-1
2.553176646E1,1.942971945E0,-5.209773064E0,-5.877968788E0
2.603176646E1,3.321237803E0,-6.226124287E0,1.166501045E-1
2.653176646E1,4.747360229E0,-5.128417015E0,-3.477967739E0
2.703176646E1,4.297509670E0,-7.211967468E0,1.155135155E0
2.753176646E1,4.259224415E0,-4.165306091E0,-3.491726398E0
2.803176646E1,4.040280819E0,-6.760322094E0,6.317051649E-1
2.853176646E1,4.977071285E0,-4.787439823E0,-3.409173965E0
2.903176646E1,4.031308174E0,-5.437689304E0,9.074779749E-1
2.953176646E1,4.465006828E0,-4.752145767E0,-2.949153900E0
3.003176646E1,4.579862595E0,-6.703492641E0,1.854437590E-1
3.053176646E1,4.268795490E0,-6.002395630E0,-2.528017044E0
3.103176646E1,3.580859184E0,-7.712665558E0,-1.732403636E0
3.153176646E1,5.237290382E0,-6.306283951E0,-2.322234392E0
3.203176646E1,3.002394199E0,-8.277371407E0,-2.092523336E0
3.253176646E1,6.561119556E0,-8.027321815E0,3.972085714E-1
3.303176646E1,4.137788773E0,-1.039442158E1,-1.781456470E0
3.353176646E1,4.735994339E0,-8.314460754E0,-2.252244234E0
3.403176646E1,3.506083488E0,-1.057328510E1,-1.926820397E0
3.453176646E1,7.425527096E0,-1.041057301E1,-1.335195065E0
3.503176646E1,5.852844238E0,-1.092443180E1,-1.721635938E0
3.553176646E1,9.778269768E0,-1.151785183E1,-1.271187067E0
3.603176646E1,2.536391973E0,-1.077547836E1,-1.131206870E0
3.653176646E1,9.327222824E0,-8.124829292E0,-2.014756680E0
3.703176646E1,3.461217880E0,-1.081436157E1,-1.427916884E0
3.753176646E1,9.540781975E0,-8.368897438E0,-6.495915413E0
3.803176646E1,6.055037498E0,-1.076291656E1,-1.402194023E0
3.853176646E1,8.648857117E0,-8.483752251E0,-3.954139471E0
3.903176646E1,7.928617954E0,-8.109873772E0,-2.008176327E0
3.953176646E1,7.240681171E0,-8.196015358E0,-2.107478619E0
4.003176646E1,6.837490559E0,-5.673980713E0,-3.112463951E0
4.053176646E1,6.312266350E0,-7.156334400E0,-6.340979785E-2
4.103176646E1,5.564508915E0,-6.183053493E0,-3.573680639E0
4.153176646E1,4.935196877E0,-9.104091644E0,-1.686939895E-1
4.203176646E1,6.236892223E0,-7.379465103E0,-3.499503136E0
4.253176646E1,4.935794830E0,-1.096869946E1,5.383851007E-2
4.303176646E1,7.926225185E0,-3.463012457E0,-5.214558601E0
4.353176646E1,5.085944653E0,-9.643074989E0,-6.951149702E-1
4.403176646E1,6.001199245E0,-6.503692150E0,-3.556930780E0
4.453176646E1,6.422336102E0,-1.075513935E1,-1.101894855E0
4.503176646E1,5.380859852E0,-7.799405575E0,-5.006981373E0
4.553176646E1,7.505088329E0,-8.251648903E0,-2.446661234E0
4.603176646E1,5.361119270E0,-7.325626373E0,-3.748954773E0
4.653176646E1,5.482554913E0,-8.295317650E0,-1.534995675E0
4.703176646E1,4.544568539E0,-6.844669342E0,-4.150949001E0
4.753176646E1,5.908477306E0,-8.020741463E0,-2.344966173E0
4.803176646E1,6.515058041E0,-8.039883614E0,-4.930410862E0
4.853176646E1,7.109674454E0,-8.417949677E0,-2.458625317E0
4.903176646E1,5.717649937E0,-8.541180611E0,-1.620539188E0
4.953176646E1,5.133202553E0,-7.859824181E0,-1.962114573E0
5.003176646E1,6.514459610E0,-8.059026718E0,-3.515654564E0
5.053176646E1,4.322634220E0,-8.531010628E0,-8.255238086E-2
5.103176646E1,5.282155991E0,-6.385845661E0,-5.071587563E0
5.153176646E1,5.056632519E0,-8.400602341E0,-2.279163599E-1
