"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.228554739E0,5.250652936E1,4.982637370E0,-2.489150412E1,6.200000048E-1,2.293999939E2,1.164987659E1,1.617780876E1
2.229508852E0,5.250644830E1,4.982635910E0,-5.142186896E0,1.440000057E0,2.570000000E2,3.790092468E0,4.172018051E0
3.228281144E0,5.250644706E1,4.982612500E0,-4.529104988E0,1.669999957E0,2.556000061E2,3.790092468E0,3.455332518E0
4.228134685E0,5.250644469E1,4.982586620E0,-3.924022032E0,1.519999981E0,2.652999878E2,3.790092468E0,2.500000000E0
5.227940414E0,5.250644680E1,4.982563920E0,-3.638509897E0,1.450000048E0,2.645000000E2,3.790092468E0,2.500000000E0
6.228281715E0,5.250644482E1,4.982541220E0,-3.355628964E0,1.419999957E0,2.615000000E2,3.790092468E0,2.500000000E0
7.228112341E0,5.250644163E1,4.982519150E0,-3.488643181E0,1.419999957E0,2.536999969E2,3.790092468E0,2.500000000E0
8.228423954E0,5.250643865E1,4.982496760E0,-3.873122093E0,1.559999943E0,2.550000000E2,3.790092468E0,2.500000000E0
9.227938902E0,5.250643606E1,4.982474000E0,-4.115876959E0,1.470000029E0,2.571000061E2,3.790092468E0,2.500000000E0
1.022887244E1,5.250643464E1,4.982450790E0,-4.156725888E0,1.539999962E0,2.612000122E2,3.790092468E0,2.500000000E0
1.122828333E1,5.250643340E1,4.982427760E0,-4.123294628E0,1.509999990E0,2.602999878E2,3.790092468E0,2.500000000E0
1.222795390E1,5.250643153E1,4.982404420E0,-4.355733727E0,1.539999962E0,2.602000122E2,3.790092468E0,2.500000000E0
1.322862322E1,5.250642931E1,4.982381340E0,-4.330299705E0,1.509999990E0,2.578999939E2,3.790092468E0,2.500000000E0
1.422793135E1,5.250642655E1,4.982359170E0,-4.332942186E0,1.500000000E0,2.558999939E2,3.790092468E0,2.500000000E0
1.522827036E1,5.250642265E1,4.982337700E0,-4.560744798E0,1.529999971E0,2.501000061E2,3.790092468E0,2.500000000E0
1.622851833E1,5.250641877E1,4.982315740E0,-4.405063788E0,1.549999952E0,2.550000000E2,3.790092468E0,2.500000000E0
1.722891421E1,5.250641603E1,4.982293720E0,-4.673025970E0,1.500000000E0,2.571000061E2,3.790092468E0,2.500000000E0
1.822844671E1,5.250641324E1,4.982271800E0,-4.605722059E0,1.519999981E0,2.550000000E2,3.790092468E0,2.500000000E0
1.922828265E1,5.250641084E1,4.982250310E0,-4.737819105E0,1.480000019E0,2.588999939E2,3.790092468E0,2.500000000E0
2.022827937E1,5.250640923E1,4.982230130E0,-4.458964357E0,1.490000010E0,2.648999939E2,3.790092468E0,2.500000000E0
2.122795708E1,5.250640768E1,4.982209570E0,-4.170954468E0,1.470000029E0,2.631000061E2,3.790092468E0,2.500000000E0
2.222874817E1,5.250640577E1,4.982188590E0,-3.938487415E0,1.460000038E0,2.605000000E2,3.790092468E0,2.500000000E0
2.322788166E1,5.250640220E1,4.982166800E0,-4.802153939E0,1.460000038E0,2.561000061E2,3.790092468E0,2.500000000E0
2.422825916E1,5.250639839E1,4.982145480E0,-4.540515395E0,1.470000029E0,2.558000031E2,3.790092468E0,2.500000000E0
2.522884056E1,5.250639505E1,4.982124740E0,-4.587652585E0,1.440000057E0,2.612999878E2,3.790092468E0,2.500000000E0
2.622868916E1,5.250638864E1,4.982104220E0,-4.838591050E0,1.490000010E0,2.451000061E2,3.790092468E0,2.500000000E0
2.722851509E1,5.250638357E1,4.982083330E0,-4.951832235E0,1.460000038E0,2.582000122E2,3.790092468E0,2.500000000E0
2.822827593E1,5.250637779E1,4.982063130E0,-4.392832951E0,1.450000048E0,2.486999969E2,3.790092468E0,2.500000000E0
2.922868114E1,5.250637260E1,4.982045070E0,-3.852752302E0,1.460000038E0,2.587999878E2,3.790092468E0,2.500000000E0
3.022826712E1,5.250637070E1,4.982026870E0,-2.931135596E0,1.460000038E0,2.787000122E2,3.790092468E0,2.500000000E0
3.122852087E1,5.250636911E1,4.982008580E0,-2.534237676E0,1.440000057E0,2.743999939E2,3.790092468E0,2.500000000E0
3.222865999E1,5.250637026E1,4.981991210E0,-1.520940673E0,1.440000057E0,2.938999939E2,3.790092468E0,2.500000000E0
3.322824170E1,5.250637791E1,4.981978470E0,-7.696616785E-2,1.509999990E0,3.221000061E2,3.790092468E0,2.500000000E0
3.422788249E1,5.250638431E1,4.981963510E0,-1.336664409E-1,1.460000038E0,3.047999878E2,3.790092468E0,2.500000000E0
3.522795379E1,5.250638719E1,4.981943210E0,-2.698459832E-2,1.429999948E0,2.927000122E2,3.790092468E0,2.500000000E0
3.622832249E1,5.250639188E1,4.981923590E0,3.744393866E-1,1.480000019E0,3.017000122E2,3.790092468E0,2.500000000E0
3.722855540E1,5.250639732E1,4.981902840E0,3.959200645E-1,1.460000038E0,2.950000000E2,3.790092468E0,2.500000000E0
3.822812931E1,5.250640336E1,4.981883020E0,4.631176201E-1,1.460000038E0,3.006000061E2,3.790092468E0,2.500000000E0
3.922873269E1,5.250641067E1,4.981863510E0,6.630689057E-1,1.470000029E0,2.998999939E2,3.790092468E0,2.500000000E0
4.022795775E1,5.250641834E1,4.981843880E0,1.140608598E0,1.500000000E0,3.003999939E2,3.790092468E0,2.500000000E0
4.122876410E1,5.250642598E1,4.981822250E0,1.682905327E0,1.529999971E0,2.946000061E2,3.790092468E0,2.500000000E0
4.222838634E1,5.250643378E1,4.981800780E0,1.506818627E0,1.490000010E0,3.008999939E2,3.790092468E0,2.500000000E0
4.322879457E1,5.250644134E1,4.981780030E0,1.707563026E0,1.549999952E0,2.983999939E2,3.790092468E0,2.500000000E0
4.422837972E1,5.250644779E1,4.981760320E0,1.696453213E0,1.470000029E0,2.985000000E2,3.790092468E0,2.500000000E0
4.522850795E1,5.250645433E1,4.981740950E0,1.701090824E0,1.509999990E0,3.013999939E2,3.790092468E0,2.500000000E0
4.622823420E1,5.250646116E1,4.981721450E0,1.547647775E0,1.509999990E0,3.026000061E2,3.790092468E0,2.500000000E0
4.722810826E1,5.250646848E1,4.981701560E0,1.471170624E0,1.509999990E0,3.040000000E2,3.790092468E0,2.846831560E0
4.822809779E1,5.250647549E1,4.981680840E0,2.190041582E0,1.509999990E0,2.998999939E2,3.790092468E0,2.829407930E0
4.922871269E1,5.250648094E1,4.981659210E0,1.660374281E0,1.450000048E0,2.946000061E2,3.790092468E0,2.533494473E0
5.022827534E1,5.250648824E1,4.981639920E0,1.422337402E0,1.549999952E0,3.087000122E2,3.790092468E0,2.844357729E0
5.122850133E1,5.250649539E1,4.981620400E0,1.342686369E0,1.519999981E0,3.005000000E2,3.790092468E0,2.668348789E0
5.222877899E1,5.250650181E1,4.981600150E0,1.148348640E0,1.460000038E0,2.981000061E2,3.790092468E0,2.632731915E0
5.322836956E1,5.250650744E1,4.981578280E0,7.970262135E-1,1.529999971E0,2.930000000E2,3.790092468E0,2.843307018E0
5.422850597E1,5.250651390E1,4.981556760E0,9.615744978E-1,1.539999962E0,3.022999878E2,3.790092468E0,2.917645931E0
5.522802539E1,5.250652189E1,4.981536560E0,6.742217884E-1,1.580000043E0,3.045000000E2,3.790092468E0,2.941989899E0
5.622826430E1,5.250653130E1,4.981518690E0,8.331008426E-1,1.529999971E0,3.127000122E2,3.790092468E0,3.276119947E0
5.722885545E1,5.250653991E1,4.981500280E0,7.107282608E-1,1.539999962E0,3.033999939E2,3.790092468E0,3.547085047E0
5.822820263E1,5.250654736E1,4.981479270E0,8.564796453E-1,1.519999981E0,2.988999939E2,3.790092468E0,3.381817579E0
5.922877519E1,5.250655452E1,4.981458760E0,7.342865231E-1,1.500000000E0,3.022999878E2,3.790092468E0,3.687188864E0
6.022803946E1,5.250656146E1,4.981439210E0,8.597742878E-1,1.490000010E0,3.016000061E2,3.790092468E0,4.048316002E0
6.122871826E1,5.250656894E1,4.981420950E0,5.182227028E-1,1.440000057E0,3.038999939E2,3.790092468E0,3.750214338E0
6.222862409E1,5.250657715E1,4.981402310E0,2.241574325E-1,1.549999952E0,3.075000000E2,3.790092468E0,3.608610868E0
6.322838946E1,5.250658522E1,4.981381400E0,-8.632444055E-1,1.590000033E0,3.021000061E2,3.790092468E0,3.231228590E0
