"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.766809400E-1,6.037500381E0,-7.762500286E0,-4.475625229E1
7.766809400E-1,-1.130625057E1,1.121250057E1,-3.022500038E1
1.276680940E0,-1.661250114E1,1.940625000E1,-2.259375000E1
1.776680940E0,-1.957500076E1,2.276250076E1,-2.021250153E1
2.276680940E0,-2.017500114E1,2.626875114E1,-1.923750114E1
2.776680940E0,-1.963125038E1,2.936250114E1,-1.850625038E1
3.276680940E0,-2.041875076E1,3.097500038E1,-1.807500076E1
3.776680940E0,-2.000625038E1,3.273750305E1,-1.816875076E1
4.276680940E0,-2.544375038E1,3.731250000E1,-1.400625038E1
4.776680940E0,-2.484375191E1,3.896250153E1,-1.314375019E1
5.276680940E0,-2.628750038E1,3.800625229E1,-1.365000057E1
5.776680940E0,-2.651250076E1,3.885000229E1,-1.335000038E1
6.276680940E0,-2.812500191E1,3.806250000E1,-1.245000076E1
6.776680940E0,-2.913750076E1,3.776250076E1,-1.188750076E1
7.276680940E0,-2.917500114E1,3.742500305E1,-1.231875038E1
7.776680940E0,-3.020625114E1,3.678750229E1,-1.186875057E1
8.276680940E0,-2.752500153E1,3.873750305E1,-1.291875076E1
8.776680940E0,-2.838750076E1,3.778125000E1,-1.353750038E1
9.276680940E0,-2.613750076E1,3.961875153E1,-1.413750076E1
9.776680940E0,-2.619375038E1,3.924375153E1,-1.441875076E1
1.027668094E1,-2.394375038E1,4.053750229E1,-1.533750057E1
1.077668094E1,-2.422500038E1,4.006875229E1,-1.576875019E1
1.127668094E1,-2.400000000E1,4.048125076E1,-1.526250076E1
1.177668094E1,-2.266875076E1,4.100625229E1,-1.565625095E1
1.227668094E1,-2.430000114E1,4.008750153E1,-1.486875057E1
1.277668094E1,-2.227500153E1,4.138125229E1,-1.516875076E1
1.327668094E1,-2.437500191E1,3.963750076E1,-1.464375019E1
1.377668094E1,-2.326875114E1,4.036875153E1,-1.490625095E1
1.427668094E1,-2.446875191E1,3.963750076E1,-1.468125057E1
1.477668094E1,-2.400000000E1,3.963750076E1,-1.428750038E1
1.527668094E1,-2.370000076E1,3.909375000E1,-1.363125038E1
1.577668094E1,-2.563125038E1,3.755625153E1,-1.267500019E1
1.627668094E1,-2.488125038E1,3.766875076E1,-1.284375095E1
1.677668094E1,-2.433750153E1,3.755625153E1,-1.267500019E1
1.727668094E1,-2.165625000E1,3.877500153E1,-1.318125057E1
1.777668094E1,-2.178750038E1,3.871875000E1,-1.327500057E1
1.827668094E1,-2.002500153E1,3.973125076E1,-1.342500019E1
1.877668094E1,-2.053125000E1,3.956250000E1,-1.376250076E1
1.927668094E1,-1.957500076E1,3.995625305E1,-1.365000057E1
1.977668094E1,-1.830000114E1,4.061250305E1,-1.423125076E1
2.027668094E1,-1.747500038E1,4.128750229E1,-1.419375038E1
2.077668094E1,-1.873125076E1,4.085625076E1,-1.411875057E1
