"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.812041672E-3,-5.370577797E-2,4.232354462E-3,1.080474351E-3
4.914806667E-1,8.368117851E-4,-2.174384519E-2,6.939940155E-3
9.791476667E-1,-7.765159477E-3,3.076435067E-2,-4.592498764E-3
1.466814458E0,-8.177692071E-3,-2.854051441E-2,-1.576556824E-4
1.954481458E0,4.906897899E-3,2.282150276E-2,1.216237433E-4
2.442148333E0,-1.073280815E-2,1.925341599E-2,5.967393517E-4
2.929814333E0,4.162268247E-3,-1.208667457E-2,-1.812470146E-4
3.417481167E0,-4.298395652E-4,3.056892194E-2,-3.348151688E-3
3.905147167E0,-5.049152300E-3,-3.816056252E-2,-1.016139984E-3
4.392813542E0,1.174422912E-2,3.477594629E-2,-3.176506609E-3
4.880479542E0,-1.765492023E-3,-8.933682926E-3,9.230116382E-3
5.368144333E0,6.542752031E-3,4.183977470E-2,-3.630076069E-3
5.855810333E0,-9.356857277E-3,-5.577625334E-2,1.879719552E-3
6.343474792E0,-8.376823738E-3,-1.501469314E-2,-1.151790842E-3
6.831139792E0,9.647200815E-3,-1.790555865E-1,5.197138991E-3
7.318805542E0,1.174283214E-2,2.730345353E-2,-1.208381727E-3
7.806470542E0,-7.037235424E-3,-2.739895508E-2,1.217260491E-3
8.294136542E0,1.188493799E-3,3.042037413E-2,-5.436956882E-3
8.781801042E0,4.051927477E-3,-4.893757030E-2,6.482187659E-3
9.269467042E0,-3.182557179E-3,3.083050437E-2,-6.835501175E-3
9.757131958E0,-5.728780758E-3,-2.554251440E-2,9.982441552E-4
1.024479796E1,4.057512619E-3,-1.516889781E-1,4.064018372E-3
1.073246317E1,6.661794148E-3,-1.478914730E-2,4.127761349E-3
1.122012817E1,-1.201690175E-3,3.412136436E-2,-5.414951593E-3
1.170779304E1,-1.199817751E-2,6.520936266E-3,4.521425813E-3
1.219545904E1,-2.457126044E-3,3.614033014E-2,-1.343833748E-3
1.268312454E1,1.118438412E-2,-1.976288110E-2,3.813934047E-3
1.317078954E1,1.623586006E-2,6.173922680E-3,5.620839074E-4
1.365845467E1,4.347231705E-3,-2.092558704E-2,-3.446275368E-3
1.414611967E1,-4.168722779E-3,1.722521149E-2,9.908294305E-5
1.463378454E1,-9.723013267E-3,2.675719932E-2,-3.759521293E-3
1.512144954E1,2.413803712E-3,-3.229720984E-3,1.491414849E-3
1.560911492E1,1.170827076E-2,2.734599821E-2,-2.285060473E-4
1.609677992E1,3.914827947E-3,-4.533009231E-2,2.880863380E-3
1.658444646E1,3.248197492E-3,3.974728286E-2,6.199781783E-4
1.707211246E1,6.451664865E-2,2.990083694E-1,2.086758614E-3
1.755977971E1,-1.991512720E-3,3.522572294E-2,-2.008925192E-3
1.804744571E1,1.519335713E-2,7.397790253E-2,7.133991458E-4
1.853511208E1,3.136783093E-2,-2.658707276E-2,-2.637921274E-2
1.902277908E1,1.757046022E-2,2.900556326E-1,-3.476560861E-2
1.951044583E1,1.321118977E-2,-6.497781258E-3,-1.344866771E-2
1.999811283E1,-8.710692637E-3,-1.047730073E-2,-1.497345231E-2
2.048577921E1,-1.674567163E-2,-2.576067671E-2,2.195486985E-2
2.097344521E1,3.706538305E-2,2.846722901E-1,7.601055317E-3
2.146111229E1,-4.145932570E-2,-1.973350644E-1,5.081987381E-2
2.194877829E1,-1.987440512E-2,-3.814572394E-1,7.459098101E-2
2.243644404E1,-2.793233842E-2,1.108518019E-1,1.202895120E-2
2.292411004E1,5.401115865E-3,7.237870991E-2,1.272328570E-2
2.341177683E1,2.474042214E-2,-1.989281327E-1,2.451919764E-2
2.389944283E1,-5.166142061E-2,-5.303846598E-1,2.177217603E-2
2.438710742E1,-1.137319654E-1,-3.295926452E-1,-8.443546481E-3
2.487477242E1,2.453589067E-2,5.420910716E-1,-1.554641407E-2
2.536243842E1,-5.640268326E-2,-2.557007670E-1,3.358391579E-3
2.585010342E1,5.688901246E-2,1.433741152E-1,-4.134990275E-3
2.633776721E1,-3.459272161E-2,8.739824593E-2,2.007859945E-2
2.682543221E1,-9.770030528E-2,-2.111274898E-1,1.034081914E-2
2.731309742E1,7.056985982E-3,-6.041198224E-2,-9.242171422E-3
2.780076142E1,4.564672336E-2,2.287689596E-1,-9.576331824E-3
2.828842642E1,9.639059752E-2,4.022813439E-1,-4.266854376E-3
2.877609017E1,-7.603443414E-2,3.455941565E-3,-6.552262232E-3
2.926375417E1,6.444811076E-2,4.236992896E-1,3.687492572E-3
2.975141917E1,9.927345812E-2,1.996126771E-1,2.530423738E-2
3.023908317E1,-1.524884999E-2,-5.538926646E-2,4.629145935E-2
3.072674879E1,-5.308832624E-4,4.303050041E-2,2.832159773E-2
3.121441279E1,-2.018981054E-2,-1.829229891E-1,1.779979840E-2
3.170207729E1,2.233901992E-2,1.281150132E-1,1.795534510E-3
3.218974229E1,1.815838926E-2,-4.835881665E-2,-1.544811763E-2
3.267740742E1,7.078054827E-3,-1.752243638E-1,1.858200692E-2
3.316507342E1,5.210383330E-3,4.116997495E-2,-3.703746200E-2
3.365273833E1,9.949294478E-2,5.298680663E-1,-1.743010432E-2
3.414040333E1,5.405249447E-2,9.473386407E-2,-1.880907081E-2
3.462806842E1,-6.159180775E-2,-2.052368969E-1,-8.621929213E-3
3.511573342E1,-2.973455563E-2,-4.609887674E-2,-6.430110335E-2
3.560339929E1,2.232891694E-2,2.145942152E-1,-5.340742692E-2
3.609106429E1,5.756252259E-2,2.827589214E-1,-7.231837511E-2
3.657872954E1,3.080176562E-2,3.062767386E-1,-8.361353725E-2
3.706639454E1,1.136804074E-1,4.870222807E-1,-7.504166663E-2
3.755406046E1,9.544789046E-2,2.899552584E-1,-3.600174934E-2
3.804172546E1,-1.083228365E-1,-6.763274074E-1,-8.373443037E-3
3.852939017E1,-1.009096801E-1,-4.125743210E-1,-5.248825625E-2
3.901705517E1,1.093190908E-2,-2.746574581E-1,-8.707954548E-3
3.950472067E1,3.264360130E-2,1.958293319E-1,-5.088699982E-3
3.999238567E1,8.413606882E-2,1.802890152E-1,-2.351796255E-2
4.048005008E1,-9.806700796E-2,-4.820964038E-1,-3.940642998E-2
4.096771508E1,6.302014738E-2,3.691657186E-1,-5.702217296E-2
4.145537979E1,-2.289398760E-2,-1.965365410E-1,6.581965834E-3
4.194304479E1,-8.671130985E-2,-4.437330067E-1,1.525601558E-2
4.243070892E1,4.218141735E-2,3.084928095E-1,-3.067034855E-2
4.291837292E1,4.660654068E-2,5.068159699E-1,-3.784408793E-2
4.340603867E1,-1.030814648E-2,-1.981965005E-1,1.997893117E-2
4.389370267E1,-1.359947026E-1,-9.392061830E-1,3.760124743E-2
4.438136717E1,-2.106120624E-2,-8.635833114E-2,5.933661014E-4
4.486903117E1,-6.088130549E-2,-1.756680310E-1,1.562521234E-2
4.535669608E1,-2.847195789E-2,-2.775187790E-1,7.557134610E-3
4.584436108E1,2.113476023E-2,4.165599495E-2,-1.044721343E-3
4.633202779E1,8.740186691E-3,-1.663678139E-1,2.694030479E-2
4.681969279E1,-5.359725282E-2,-6.010292768E-1,4.483775049E-2
4.730735879E1,1.660169335E-3,-5.728234351E-2,1.796700526E-3
4.779502429E1,-4.445806891E-2,-4.228397906E-1,6.196006667E-3
4.828269029E1,5.816125497E-2,1.147389561E-1,-3.194694966E-2
4.877035592E1,-3.225304559E-2,-3.601479530E-1,2.467637137E-2
4.925802192E1,9.511421621E-2,2.555975616E-1,-4.279735498E-3
4.974568842E1,4.912754893E-2,2.408756018E-1,-6.543954834E-3
5.023335442E1,1.316927373E-1,5.018155575E-1,3.779641353E-3
5.072102171E1,8.701031096E-3,7.902543247E-2,-2.772407420E-2
5.120868771E1,1.729186997E-2,5.846289173E-2,-1.311431918E-2
5.169635358E1,4.657546803E-2,3.645966947E-1,-2.448263392E-2
5.218402058E1,-4.905196279E-2,-2.330624610E-1,-1.289998181E-4
5.267168654E1,-5.706327409E-2,-3.329235613E-1,2.543363906E-2
5.315935354E1,4.016446471E-1,2.514467239E-1,3.548651934E-2
5.364701921E1,-1.284576058E-1,-6.552631855E-1,4.376191273E-2
5.413468621E1,1.526214299E-3,-1.734478325E-1,3.641534969E-2
5.462235192E1,-1.196380556E-1,-7.127313018E-1,9.759439528E-2
5.511001792E1,1.154128537E-1,7.935273051E-1,-1.200753227E-1
5.559768496E1,-4.066817760E-1,-1.175756216E0,-1.159845069E-1
5.608535096E1,-1.235456616E-1,1.808955818E-1,-3.656386733E-1
5.657301729E1,-2.369442396E-2,-2.741467655E-1,-1.612012088E-1
5.706068329E1,9.349550121E-3,1.457238197E-2,-3.944372013E-2
5.754834921E1,-5.507768318E-2,1.456604004E-1,-1.258390993E-1
5.803601521E1,1.986500807E-2,-1.164508611E-1,1.219778657E-1
5.852368092E1,4.841087386E-2,-3.266120851E-1,6.463138014E-2
5.901134792E1,-1.451849658E-2,9.704302251E-2,-4.454092588E-3
5.949901404E1,3.500135243E-2,6.342889369E-2,-2.814633772E-4
5.998668004E1,9.408876300E-3,7.466296665E-4,6.326945964E-3
6.047434654E1,-5.550673231E-2,6.854245067E-2,-2.671380900E-2
6.096201254E1,2.169778943E-2,-6.324622035E-2,-1.790633053E-2
6.144967879E1,1.930067316E-2,7.401656359E-2,-2.622940950E-2
6.193734479E1,2.439796925E-2,1.067407336E-2,2.158376947E-2
6.242501083E1,-3.844837844E-2,7.022023201E-2,-1.536787488E-2
6.291267783E1,-7.727697812E-5,-2.562854066E-2,6.356832106E-3
6.340034321E1,2.337696776E-2,-3.946993053E-1,1.203723811E-2
6.388801021E1,-6.497393548E-2,2.043130100E-1,8.970173076E-4
6.437567617E1,4.748019204E-2,3.215508163E-2,-6.893896312E-2
6.486334317E1,2.063659020E-2,1.296914089E-2,-4.607392475E-4
6.535100992E1,-3.920615464E-2,-2.795249969E-2,-1.144854724E-2
6.583867692E1,-1.673579589E-2,-6.718083471E-2,8.825844154E-3
6.632634492E1,7.699371129E-2,2.027968168E-1,1.464829594E-1
6.681401192E1,-1.810364842E0,-2.152186155E0,5.092930198E-1
6.730167992E1,-2.122655744E-3,-1.419995259E-2,2.332725972E-1
6.778934829E1,-5.570177361E-2,9.883766621E-2,1.479019783E-2
6.827701529E1,8.892789483E-2,5.772801042E-1,2.939012647E-1
6.876468404E1,-1.039770842E-1,3.000916541E-1,1.981579512E-2
6.925235204E1,1.001406461E-1,-7.572432160E-1,-7.835255563E-2
6.974002129E1,-3.795512719E-3,7.860050201E-1,2.481534481E-1
7.022769029E1,-5.676493645E-1,9.580236673E-1,4.333599806E-1
7.071535896E1,-1.452812999E-1,-6.758452654E-1,-9.769845605E-1
7.120302796E1,6.842507049E-3,2.212042511E-1,-9.284498170E-3
7.169069779E1,-1.891552703E-3,-1.225963235E-2,-1.272184029E-2
7.217836779E1,-6.213366054E-3,-2.775738239E-1,-8.237440139E-3
7.266603642E1,2.519119997E-3,-2.374589294E-1,-9.424968623E-3
7.315370542E1,4.511378706E-2,1.845018864E-1,-1.651647836E-1
7.364137529E1,-1.378970500E-2,5.082637817E-2,4.518304020E-3
7.412904529E1,-1.910582930E-2,-1.386695206E-1,3.378707916E-4
7.461671517E1,-1.128702890E-3,9.045793116E-2,2.677821089E-3
7.510438617E1,1.113576069E-2,-8.080490679E-2,-5.309284665E-3
7.559205679E1,1.982489834E-3,2.249271050E-2,7.196775172E-3
7.607972779E1,1.594388671E-2,-2.170697972E-2,-1.237576082E-2
7.656739842E1,-2.886230685E-2,2.200963497E-1,3.047991917E-2
7.705506942E1,-7.961931825E-1,1.518845677E0,-4.132080078E-1
7.754274071E1,3.008257389E0,-3.068531036E0,-3.224002838E0
7.803041271E1,-3.350276649E-1,-6.682884097E-1,1.775828600E0
7.851808283E1,2.976062335E-2,1.112023368E-1,1.991556492E-3
7.900575383E1,-3.511019750E-3,-6.109381560E-3,-2.652276307E-4
7.949342529E1,-6.653727964E-3,-7.789849769E-3,-7.761628367E-4
7.998109629E1,-9.709345549E-2,6.538772956E-3,-7.403771877E-1
8.046876858E1,-8.064932190E-3,-2.789843380E-1,-3.634908676E0
8.095643958E1,-1.665240340E-2,-7.032778114E-2,4.596251529E-3
8.144411067E1,2.651685104E-2,1.090204194E-1,3.448205534E-3
8.193178167E1,9.448721074E-3,8.330119401E-2,-4.131338093E-3
8.241945242E1,7.791337091E-3,3.975266591E-2,-5.522048101E-3
8.290712342E1,3.285197017E-4,-3.553438932E-2,5.048221443E-3
8.339479479E1,1.456246804E-2,5.053553358E-2,1.280374639E-2
8.388246579E1,-2.450567437E-3,4.594689980E-2,-1.241970249E-2
8.437013508E1,2.338919148E-5,-5.779865012E-2,-3.633387387E-4
8.485780608E1,2.741159126E-2,8.029557765E-2,1.456277445E-3
8.534547608E1,3.223396093E-2,1.095813066E-1,3.311819397E-3
8.583314679E1,-5.411641207E-3,3.689537942E-2,-6.823056377E-3
8.632081679E1,7.389891148E-2,1.951819509E-1,-7.373458240E-3
8.680848654E1,1.179449726E-2,-3.711466491E-2,-7.288432214E-3
8.729615654E1,-1.771845669E-2,-1.348814741E-2,9.724928066E-3
8.778382617E1,1.720836386E-2,5.160638131E-3,-3.405739088E-3
