"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.640499995E-3,-3.406845331E-1,-2.612316608E-1,-1.330830306E-1
5.002107500E-1,1.165537983E-1,4.413411766E-2,5.404986907E-3
9.977817500E-1,1.335917693E-2,-2.248214036E-1,9.414294362E-2
1.495351375E0,1.051203087E-1,9.277653694E-2,-3.588394076E-2
1.992921375E0,5.282610655E-2,-2.420948632E-2,8.705103397E-2
2.490491750E0,-1.019927025E0,-1.931842446E0,3.591166437E-1
2.988061750E0,3.836985230E-1,1.174380928E-1,-9.579353780E-2
3.485631625E0,-5.301094055E-2,2.190914936E-2,-3.979569301E-4
3.983201625E0,2.275713980E-1,-1.158817336E-1,1.642018259E-1
4.480770292E0,4.609877244E-2,-4.252823815E-2,-9.562332183E-3
4.978339292E0,1.670879126E-1,-3.904898837E-2,2.416322194E-2
5.475909000E0,-1.130011212E-2,-1.315951999E-2,-1.935138553E-2
5.973478000E0,-9.869771451E-2,2.256440371E-2,7.204812020E-2
6.471047000E0,-1.750334948E-1,-2.557356656E-2,-2.634795569E-2
6.968616000E0,-1.327884644E-1,9.648025036E-3,-4.826114327E-2
7.466184292E0,-3.041103855E-2,3.733322723E-3,-8.562881500E-3
7.963753292E0,7.507225126E-2,1.026096102E-2,-1.485307068E-1
8.461321542E0,-5.782221258E-2,-5.278240889E-2,7.303894311E-2
8.958890542E0,-1.463487446E-1,2.515167929E-2,-4.178940877E-2
9.456458875E0,-7.667142898E-2,1.618947685E-1,-2.735925913E-1
9.954026875E0,2.628643215E-1,3.449964151E-2,2.698725834E-2
1.045159454E1,-3.570668697E-1,-1.110772938E-1,3.870975971E-1
1.094916254E1,9.091391694E-4,-3.498587757E-2,-5.668056197E-3
1.144673075E1,1.340386719E-1,-3.463662043E-2,-2.656967565E-2
1.194429875E1,5.508673191E-2,-3.394623846E-2,1.166555099E-2
1.244186625E1,-1.478096657E-2,8.782245219E-3,-3.322032467E-2
1.293943525E1,3.806081414E-1,-7.613927126E-2,-4.581939057E-2
1.343700442E1,2.726942301E-2,-2.518466860E-2,-3.117335215E-2
1.393457442E1,7.942754030E-2,-1.592806540E-2,-4.283222556E-2
1.443214379E1,2.742488980E-1,-1.915208437E-2,-3.820507228E-2
1.492971279E1,-5.646308139E-2,-6.209391728E-2,7.413548976E-2
1.542728225E1,-4.651378840E-3,4.826183431E-3,4.088868573E-2
1.592485125E1,2.174734026E-1,-6.427518092E-3,-6.479753554E-2
1.642242150E1,-2.785663493E-2,-5.741409026E-3,-1.801041700E-2
1.691999050E1,-6.265520304E-2,-1.041095704E-2,3.519172966E-2
1.741755988E1,3.016314469E-2,-1.985076815E-2,-5.478760973E-2
1.791512988E1,-7.511702925E-2,-1.514719799E-2,-2.009876538E-3
1.841270062E1,1.458413713E-2,-7.034622598E-3,-3.518827260E-3
1.891027062E1,-1.199229807E-2,-2.568122745E-2,-1.686898619E-2
1.940784038E1,-1.546627283E-1,-7.372512482E-4,-2.785203978E-2
1.990541038E1,2.109178603E-1,-1.024721097E-2,1.859739423E-2
2.040297904E1,2.264726791E-4,-1.031258702E-2,-5.452127010E-2
2.090054904E1,-1.377161592E-1,-2.712198999E-3,-1.416523568E-2
2.139811887E1,-1.251939777E-2,-1.020056754E-2,1.223062538E-2
2.189568787E1,5.563385785E-2,-3.533432260E-2,6.339498796E-4
2.239325592E1,2.861455269E-2,-7.839888334E-3,-8.696956560E-3
2.289082492E1,2.844960615E-2,-2.902485430E-2,-3.488628939E-2
2.338839350E1,5.385958124E-3,9.633190930E-4,-1.861993596E-2
2.388596250E1,4.134320840E-2,-6.884722039E-3,2.292820625E-2
2.438353025E1,5.559042096E-2,-3.718343377E-2,-2.479617111E-2
2.488109825E1,5.732674524E-2,2.873447258E-3,-1.017964445E-3
2.537866604E1,-3.901614994E-2,-2.615605667E-2,1.753902249E-2
2.587623404E1,-1.927307248E-2,1.304734312E-2,-5.543920025E-2
2.637380163E1,8.092193305E-2,-7.711444050E-4,-3.094911203E-2
2.687136963E1,3.693254292E-2,-1.725021191E-2,-4.613937438E-2
2.736893600E1,-2.800585469E-3,-5.603172258E-2,-3.333168477E-2
2.786650300E1,4.293796048E-2,-1.628104597E-2,-1.349854935E-2
2.836407050E1,4.379642755E-2,-1.355386525E-2,-2.573317476E-2
2.886163750E1,-5.097209476E-3,-2.067446150E-2,-1.399922371E-2
2.935920479E1,1.244168952E-1,-3.314222768E-2,-2.476155572E-2
2.985677179E1,2.074406855E-2,-4.566330835E-2,2.160875686E-2
3.035433875E1,1.683924464E-3,-1.477221213E-2,-5.139116943E-2
3.085190575E1,2.895391583E-1,-2.166340686E-2,-2.211557329E-2
3.134947100E1,2.986130491E-2,-1.300419401E-2,-1.377637777E-2
3.184703800E1,-3.357080370E-2,-3.032022342E-2,2.115889266E-2
3.234460550E1,5.325294565E-3,-2.247745544E-2,-5.384426191E-2
3.284217150E1,6.477848440E-2,-2.565890551E-2,-3.024003468E-3
3.333973879E1,6.302021444E-2,-9.563105181E-3,-4.038687423E-2
3.383730479E1,5.401756614E-2,-2.044285834E-2,-3.025170229E-2
3.433487012E1,-2.367279120E-2,-1.336194109E-2,-3.174546361E-2
3.483243612E1,-6.315760314E-2,-8.141392842E-3,3.746035509E-4
3.533000213E1,3.588170558E-2,-2.196059376E-2,5.043451674E-4
3.582756813E1,7.423578203E-2,-3.173076361E-2,-7.544857264E-2
3.632513413E1,-6.746193394E-3,-1.795427129E-2,3.620084748E-2
3.682270000E1,-9.374789894E-3,-1.865360886E-2,-7.862314582E-3
3.732026600E1,3.006699262E-5,-2.928790823E-2,-1.329380646E-2
3.781783112E1,-2.208235674E-2,-1.649376005E-2,-1.035358571E-2
3.831539612E1,-4.718719423E-2,-9.464025497E-3,2.285128087E-2
3.881296088E1,-5.724228546E-2,-1.825552620E-2,1.992201805E-2
3.931052588E1,2.604783140E-2,-1.828460954E-2,-1.986458153E-2
3.980809162E1,-2.528729849E-2,-2.762153745E-3,2.925249189E-2
4.030565663E1,-6.170620024E-2,7.050489075E-4,3.280032799E-2
4.080322038E1,-4.156714305E-2,7.787787821E-3,3.369187936E-2
4.130078538E1,3.270090744E-2,-1.306741592E-2,-5.870277062E-3
4.179834937E1,2.973046387E-3,1.585798711E-2,-1.674086787E-2
4.229591338E1,1.014616638E-1,-2.327362448E-2,-7.703958079E-3
