"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.024475992E1,5.225136564E1,4.609269049E0,-1.695528507E0,NaN,NaN,1.414000000E3,4.235616684E1
1.024667501E1,5.225060386E1,4.613069811E0,-1.695528507E0,NaN,NaN,1.414000002E3,4.235616684E1
1.166251600E1,5.224539289E1,4.603972970E0,-1.695528507E0,NaN,NaN,1.414000000E3,4.235616684E1
1.169946992E1,5.224280552E1,4.599543077E0,-1.695528507E0,NaN,NaN,1.414000000E3,4.235616684E1
1.294259894E1,5.223787524E1,4.596514409E0,-1.695528507E0,NaN,NaN,1.414651876E3,4.235616684E1
1.294974995E1,5.223472029E1,4.594697750E0,-1.695528507E0,NaN,NaN,1.414651898E3,4.235616684E1
1.428252292E1,5.223262542E1,4.593516556E0,-1.695528507E0,NaN,NaN,1.415409190E3,4.235616684E1
1.429166996E1,5.223128710E1,4.592891793E0,-1.695528507E0,NaN,NaN,1.415409226E3,4.235616684E1
1.630271196E1,5.223043681E1,4.592152647E0,-1.695528507E0,NaN,NaN,1.417149097E3,4.235616684E1
1.630681491E1,5.222992829E1,4.591888200E0,-1.695528507E0,NaN,NaN,1.417149105E3,4.235616684E1
4.532633996E1,5.222800639E1,4.580944854E0,-1.695528507E0,NaN,NaN,1.724425240E3,4.235616684E1
4.532865393E1,5.222727662E1,4.576636175E0,-1.695528507E0,NaN,NaN,1.724425242E3,4.235616684E1
5.842318392E1,5.222511697E1,4.572129067E0,-1.695528507E0,NaN,NaN,1.785410457E3,4.235616684E1
5.842796898E1,5.222394902E1,4.570562570E0,-1.695528507E0,NaN,NaN,1.785410466E3,4.235616684E1
6.659160221E1,5.222692467E1,4.575789742E0,5.207941532E-1,3.675864884E1,3.587918571E2,2.000000000E2,3.515834045E1
6.759160089E1,5.222718922E1,4.575689214E0,-1.216415524E0,3.617698318E1,3.587749623E2,2.000000000E2,3.075935936E1
6.859159994E1,5.222739280E1,4.575407628E0,-1.637696981E0,3.557236579E1,3.586718971E2,2.000000000E2,2.806469536E1
6.959159815E1,5.222754318E1,4.574881259E0,-1.853897810E0,3.493187807E1,3.583776236E2,2.000000000E2,2.646647835E1
7.059159696E1,5.222764929E1,4.574070530E0,-1.985264421E0,3.425179855E1,3.577702514E2,2.000000000E2,2.571832466E1
7.159159648E1,5.222772270E1,4.572971256E0,-2.064753294E0,3.354147166E1,3.567404311E2,2.000000000E2,2.562863731E1
8.659139347E1,5.223116939E1,4.569764796E0,-2.335699081E0,3.467809359E1,3.543164808E2,3.186651434E2,3.226420975E1
8.759139228E1,5.222935557E1,4.567000349E0,-2.477141142E0,3.625395297E1,3.570538795E2,3.072617547E2,2.803349113E1
8.859139132E1,5.222859918E1,4.565865283E0,-2.465517282E0,3.667373556E1,3.580259638E2,3.073715833E2,2.669697952E1
1.055913697E2,5.222901852E1,4.560207998E0,-2.272151232E0,3.239222440E1,3.546984388E2,3.278370033E2,3.390246964E1
1.152387840E2,5.223161439E1,4.559815689E0,-2.272151232E0,NaN,NaN,3.568933388E2,3.685187531E1
