"Time (s)","X (µT)","Y (µT)","Z (µT)"
9.272291674E-3,-2.938134003E1,-8.598358154E0,-2.859729004E1
5.068152917E-1,-3.676873016E1,-3.283752441E0,-2.563848877E1
1.004357375E0,-4.857205200E1,5.048004150E0,-1.153033447E1
1.501900375E0,1.971666336E1,-4.326086426E1,1.492718506E1
1.999442375E0,1.671978569E1,-4.114245605E1,3.259991455E1
2.496984375E0,1.518840027E1,-4.655569458E1,3.661932373E1
2.994526542E0,3.186344147E1,-5.685086060E1,2.410021973E1
3.492068542E0,5.129468536E1,-5.896688843E1,5.706298828E0
3.989610875E0,3.866126251E1,-6.340719604E1,1.142352295E1
4.487151875E0,1.846466446E1,-3.540054321E1,1.459741211E1
4.984693500E0,2.781016541E1,-2.179446411E1,1.363671875E1
5.482234500E0,1.184675789E1,1.968572998E1,2.296508789E0
5.979775375E0,5.836364746E0,2.803231812E1,-7.904846191E0
6.477316375E0,3.264539337E1,1.860412598E0,-6.309204102E0
6.974857375E0,-4.275423431E1,1.043047791E2,7.989746094E0
7.472398375E0,-5.534244919E1,6.637490845E1,-2.657678223E1
7.969938625E0,-6.516078186E1,6.077423096E1,-2.429040527E1
8.467479625E0,-7.350252533E1,4.619934082E1,-1.485992432E1
8.965019000E0,-5.576653671E1,4.872821045E1,-8.542236328E0
9.462560000E0,-4.025674438E1,5.420819092E1,-2.070739746E1
9.960101000E0,-3.329964447E1,5.137265015E1,-3.369281006E1
1.045764225E1,-2.499611473E1,6.087258911E1,-2.983386230E1
1.095518225E1,-2.951330948E1,4.152398682E1,-3.730151367E1
1.145272375E1,-3.767877960E1,2.226736450E1,-3.171038818E1
1.195026375E1,-2.936856842E1,2.263824463E1,-2.932379150E1
1.244780300E1,-2.918351364E1,3.886553955E1,-2.910937500E1
1.294534300E1,-3.055574226E1,4.080966187E1,-2.861639404E1
1.344288354E1,-3.147442627E1,4.059655762E1,-2.856726074E1
1.394042254E1,-3.239373016E1,4.120272827E1,-2.907806396E1
1.443796237E1,-3.162339401E1,4.340414429E1,-2.920806885E1
1.493550237E1,-1.857992935E1,4.502346802E1,-2.709771729E1
1.543304163E1,-1.980306244E1,4.658938599E1,-2.771142578E1
1.593058162E1,-2.123428345E1,1.921859741E1,-2.626409912E1
1.642812150E1,1.252933788E1,-2.778768921E1,-9.076904297E0
1.692566050E1,8.404580116E0,1.925994873E0,2.720983887E1
1.742320017E1,-5.060821533E0,1.432254028E1,5.638854980E1
1.792073917E1,3.048295784E1,4.948638916E0,4.654113770E1
1.841827838E1,5.844588089E1,2.179147339E1,3.263934326E1
1.891581738E1,4.465505219E1,2.062963867E1,3.385937500E1
1.941335600E1,4.187216949E1,2.413751221E1,3.613342285E1
1.991089500E1,3.581166077E1,1.300326538E1,4.079553223E1
2.040843288E1,3.514591217E1,5.044952393E0,4.078131104E1
2.090597188E1,3.213263321E1,-3.295410156E0,3.702972412E1
2.140350992E1,3.603106689E1,-1.210165405E1,3.155426025E1
2.190104792E1,6.434982300E1,-1.574478149E1,2.458074951E1
2.239858604E1,7.379671478E1,-1.894726562E1,2.245605469E1
2.289612304E1,7.536868286E1,-2.185296631E1,2.442706299E1
2.339365992E1,7.306404114E1,-2.723968506E1,2.193359375E1
2.389119792E1,6.820108795E1,-2.802999878E1,1.854193115E1
2.438873388E1,6.739985657E1,-2.891769409E1,1.780633545E1
2.488627087E1,6.693710327E1,-2.804110718E1,1.924304199E1
2.538380787E1,6.690045929E1,-2.742962646E1,1.827838135E1
2.588134388E1,6.667453766E1,-2.811676025E1,1.836877441E1
2.637888063E1,6.678789520E1,-2.823004150E1,1.883996582E1
2.687641663E1,7.158942413E1,-2.490908813E1,1.224835205E1
2.737395088E1,7.117028809E1,-2.676901245E1,1.307861328E1
2.787148687E1,7.063701630E1,-2.768539429E1,1.357653809E1
2.836902250E1,7.054216766E1,-2.748703003E1,1.354882812E1
2.886655750E1,7.051441956E1,-2.766366577E1,1.348345947E1
2.936409204E1,7.010386658E1,-2.799383545E1,1.330059814E1
2.986162604E1,6.887678528E1,-2.903411865E1,1.490039062E1
3.035916025E1,6.723809814E1,-3.071954346E1,1.511541748E1
3.085669425E1,6.631129456E1,-3.389083862E1,1.317712402E1
3.135422804E1,6.729833984E1,-3.444692993E1,1.321380615E1
3.185176104E1,6.665972900E1,-3.421078491E1,1.374407959E1
3.234929463E1,6.645239258E1,-3.400341797E1,1.389654541E1
3.284682763E1,6.307012177E1,-3.487747192E1,1.319641113E1
3.334436075E1,6.306482697E1,-3.501000977E1,1.331860352E1
3.384189275E1,6.433518982E1,-3.386947632E1,1.302282715E1
3.433942400E1,6.377397537E1,-3.430667114E1,1.383587646E1
3.483695600E1,6.382983780E1,-3.458462524E1,1.377136230E1
3.533448800E1,6.382977676E1,-3.459997559E1,1.299304199E1
3.583201900E1,6.400124359E1,-3.479278564E1,1.058782959E1
3.632954888E1,6.424855804E1,-3.565032959E1,7.537170410E0
3.682707988E1,6.452128601E1,-3.591012573E1,6.175781250E0
3.732461063E1,6.441226196E1,-3.640570068E1,4.326477051E0
3.782213963E1,6.411108398E1,-3.697131348E1,2.479370117E0
3.831966800E1,6.399213791E1,-3.744485474E1,6.623535156E-1
3.881719700E1,6.329856873E1,-3.801510620E1,-1.401123047E0
3.931472637E1,6.236870193E1,-3.790484619E1,-3.711914062E0
3.981225438E1,6.259645844E1,-3.875378418E1,-6.485900879E0
4.030978225E1,6.248579788E1,-3.883459473E1,-7.211730957E0
4.080731025E1,6.200306702E1,-3.916055298E1,-7.846923828E0
4.130483713E1,6.213554001E1,-3.959069824E1,-9.359008789E0
4.180236413E1,6.182688904E1,-3.987457275E1,-1.020892334E1
4.229989175E1,6.205793381E1,-4.110122681E1,-1.630676270E1
4.279741775E1,6.201628494E1,-4.189437866E1,-2.028546143E1
4.329494450E1,6.218338013E1,-4.274218750E1,-2.378912354E1
4.379247050E1,6.129060745E1,-4.158193970E1,-1.810357666E1
4.428999588E1,6.006956863E1,-3.947024536E1,-7.953247070E0
4.478752187E1,6.042475891E1,-4.025167847E1,-1.165069580E1
4.528504875E1,6.026042938E1,-4.077001953E1,-1.404809570E1
4.578257475E1,5.987975693E1,-3.911779785E1,-5.926513672E0
4.628010000E1,5.950350189E1,-3.794668579E1,-1.652832031E0
4.677762600E1,5.950732803E1,-3.782778931E1,3.875732422E-2
4.727515112E1,5.963694382E1,-3.709936523E1,2.720581055E0
4.777267713E1,6.011331177E1,-3.629354858E1,3.056335449E0
4.827020379E1,6.107317352E1,-3.591806030E1,2.557434082E0
4.876772879E1,6.137645340E1,-3.335876465E1,1.200207520E1
4.926525392E1,6.249066544E1,-3.259045410E1,1.455560303E1
4.976277992E1,6.264405441E1,-3.312829590E1,1.675250244E1
5.026030688E1,6.287429810E1,-3.457595825E1,1.195880127E1
5.075783287E1,6.228114700E1,-3.510961914E1,1.293725586E1
5.125535775E1,6.226617813E1,-3.558041382E1,1.255017090E1
5.175288375E1,6.235586548E1,-3.565609741E1,1.199475098E1
5.225040938E1,6.255676270E1,-3.615258789E1,9.068847656E0
5.274793438E1,6.253327560E1,-3.670874023E1,7.411987305E0
5.324545938E1,6.258581161E1,-3.751217651E1,6.440429688E0
5.374298538E1,6.257285309E1,-3.894125366E1,1.234558105E0
5.424051050E1,6.242852020E1,-3.870040894E1,7.374267578E-1
5.473803450E1,6.357775497E1,-3.639868164E1,8.178405762E0
