"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.798951670E-1,-8.814778924E-1,-1.601076603E0,2.724456787E-1
7.840491770E-1,3.588830680E-2,-6.823359728E-1,3.098611534E-1
1.288203083E0,1.977674663E-1,-2.524398565E-1,6.520981342E-2
1.792356937E0,7.452550530E-2,-2.020435184E-1,-5.650499091E-2
2.296510792E0,1.156061590E-1,2.367101051E-2,4.734201822E-3
2.800664594E0,1.545487940E-1,1.786779426E-2,1.084284950E-2
3.304818552E0,1.899789423E-1,-1.466075517E-2,-2.596175298E-3
3.808972667E0,1.934914142E-1,1.511890348E-2,5.955931731E-3
4.313126885E0,2.093739063E-1,3.863719851E-2,-3.359756200E-3
4.817281208E0,2.396117151E-1,-2.199113183E-2,1.832594397E-3
5.321435479E0,2.379318327E-1,-5.345067009E-3,-1.282816008E-2
5.825589698E0,2.142608166E-1,-1.527161949E-4,-5.650499370E-3
6.329743604E0,1.811214089E-1,-9.926552884E-3,-6.108647678E-3
6.833897302E0,1.426369250E-1,8.399390616E-3,-4.734201822E-3
7.338050740E0,1.240055487E-1,1.389717404E-2,-5.192350596E-3
7.842203865E0,1.001818255E-1,-1.007926930E-2,3.054323897E-4
8.346356573E0,9.529490769E-2,-2.214384824E-2,-3.970621154E-3
8.850508865E0,5.268708616E-2,2.076940238E-2,1.069013379E-3
9.354660792E0,-1.802051067E-2,-2.061668597E-2,9.621120058E-3
9.858812458E0,-5.436696485E-2,-7.483093441E-2,6.872228812E-3
1.036296397E1,-1.550069451E-1,-9.789107740E-2,3.833176568E-2
1.086711517E1,-2.023489624E-1,-7.635809598E-4,2.825249545E-2
1.137126631E1,-2.900080681E-1,4.046979174E-2,4.871646687E-2
1.187541741E1,-2.955058515E-1,-8.475748450E-2,-3.237583488E-2
1.237956824E1,-2.912297845E-1,2.183841541E-2,5.879573524E-2
1.288371881E1,-3.289506733E-1,-5.818486959E-2,-3.649916872E-2
1.338786897E1,-2.955058515E-1,3.313941509E-2,2.535088919E-2
1.389201881E1,-2.273944169E-1,-5.604684353E-2,3.543015569E-2
1.439616829E1,-2.173151523E-1,7.941242307E-3,2.718348242E-2
1.490031751E1,-1.501200199E-1,9.590577334E-2,-4.734201822E-3
1.540446631E1,-7.925970852E-2,-2.443459118E-3,-1.802051067E-2
1.590861480E1,-2.229656465E-2,1.970038936E-2,-1.634063199E-2
1.641276282E1,1.130099874E-2,1.026252806E-1,-1.175914705E-2
1.691691038E1,-1.649334840E-2,8.628465235E-2,5.558869615E-2
1.742105751E1,-4.734201822E-3,2.443459118E-3,1.252272725E-1
1.792520423E1,-2.260199748E-2,9.025526792E-2,-8.246674202E-3
1.842935069E1,1.740964688E-2,4.978547990E-2,-6.261364091E-3
1.893349683E1,1.148425788E-1,-4.092793912E-2,1.466075517E-2
1.943764282E1,1.266017258E-1,-7.635809481E-2,2.397644334E-2
1.994178850E1,8.750637621E-2,7.666353136E-2,4.123337194E-2
2.044593392E1,1.618791744E-2,-9.773836471E-3,-9.926552884E-3
2.095007897E1,-9.926552884E-3,-1.267544460E-2,-3.207040019E-3
2.145422366E1,-3.222311661E-2,-3.863719851E-2,-3.512472380E-3
2.195836819E1,-5.024362728E-2,-3.970621154E-3,2.871064469E-2
2.246251251E1,-1.786779426E-2,-2.373209596E-1,2.535088919E-2
2.296665663E1,-3.802633286E-2,2.629773021E-1,3.283398226E-2
2.347080053E1,1.481347065E-2,-2.235765159E-1,5.299251899E-2
2.397494418E1,-1.618791744E-2,3.833176568E-2,6.872228812E-3
