"Time (s)","Pressure (hPa)"
4.360250100E-1,1.012322754E3
9.358713120E-1,1.012482666E3
1.436025740E0,1.012314941E3
1.935875115E0,1.012408203E3
2.435859750E0,1.012469971E3
2.935872406E0,1.012458740E3
3.435862823E0,1.012461182E3
3.935871937E0,1.012467407E3
4.435859698E0,1.012472168E3
4.935874646E0,1.012482666E3
5.435862771E0,1.012475586E3
5.935861625E0,1.012488892E3
6.435860844E0,1.012493652E3
6.935858240E0,1.012483887E3
7.435917667E0,1.012486572E3
7.935850740E0,1.012493408E3
8.435917719E0,1.012489258E3
8.935865010E0,1.012482544E3
9.435860687E0,1.012462891E3
9.935844333E0,1.012438232E3
1.043585954E1,1.012401001E3
1.093587157E1,1.012355103E3
1.143599438E1,1.012382324E3
1.193588074E1,1.012385010E3
1.243592548E1,1.012374634E3
1.293588053E1,1.012395508E3
1.343593360E1,1.012378418E3
1.393587553E1,1.012402954E3
1.443611345E1,1.012412842E3
1.493588199E1,1.012398560E3
1.543613949E1,1.012412964E3
1.593587392E1,1.012423340E3
1.643585741E1,1.012422241E3
1.693588220E1,1.012424438E3
1.743600334E1,1.012436890E3
1.793587366E1,1.012385986E3
1.843586329E1,1.012361694E3
1.893588173E1,1.012395508E3
1.943601657E1,1.012399902E3
1.993588032E1,1.012370605E3
2.021189454E1,1.012316406E3
2.031188949E1,1.012302246E3
2.081188949E1,1.012264404E3
2.131188949E1,1.012293457E3
2.181188949E1,1.012306152E3
2.231188949E1,1.012307617E3
2.281188949E1,1.012295410E3
2.331188949E1,1.012277466E3
2.381188949E1,1.012246216E3
2.431188949E1,1.012274292E3
2.481188949E1,1.012268311E3
2.531188949E1,1.012315918E3
2.581188949E1,1.012320801E3
2.631188949E1,1.012332153E3
2.681188949E1,1.012515015E3
2.731188949E1,1.012593018E3
2.781188949E1,1.012511597E3
2.831188949E1,1.012503662E3
2.881188949E1,1.012515869E3
2.931188949E1,1.012519165E3
2.981188949E1,1.012587402E3
3.031188949E1,1.012608276E3
3.081188949E1,1.012425537E3
3.131188949E1,1.012362671E3
3.181188949E1,1.012507812E3
3.231188949E1,1.012545654E3
3.281188949E1,1.012541748E3
3.331188949E1,1.012519043E3
3.381188949E1,1.012499390E3
3.431188949E1,1.012413086E3
3.481188949E1,1.012369873E3
3.531188949E1,1.012356812E3
3.581188949E1,1.012300659E3
3.631188949E1,1.012353882E3
3.681188949E1,1.012286865E3
3.731188949E1,1.012276367E3
3.781188949E1,1.012261963E3
3.831188949E1,1.012252075E3
3.881188949E1,1.012261108E3
3.931188949E1,1.012246338E3
3.981188949E1,1.012246338E3
4.031188949E1,1.012223633E3
4.081188949E1,1.012174316E3
4.131188949E1,1.012140991E3
4.181188949E1,1.012101074E3
4.231188949E1,1.012107910E3
4.281188949E1,1.012069336E3
4.331188949E1,1.012094482E3
4.381188949E1,1.012038940E3
4.431188949E1,1.012030273E3
4.481188949E1,1.011975952E3
4.531188949E1,1.011947266E3
4.581188949E1,1.011968628E3
4.631188949E1,1.011963989E3
4.681188949E1,1.011906616E3
4.731188949E1,1.011939209E3
4.781188949E1,1.011945435E3
4.831188949E1,1.011929443E3
4.881188949E1,1.011896362E3
4.931188949E1,1.011843506E3
4.981188949E1,1.011893066E3
5.031188949E1,1.011885864E3
5.081188949E1,1.011917358E3
5.131188949E1,1.011940918E3
5.181188949E1,1.011956787E3
5.231188949E1,1.011950439E3
5.281188949E1,1.011952271E3
5.331188949E1,1.011913696E3
5.381188949E1,1.011921265E3
5.431188949E1,1.011927368E3
5.481188949E1,1.011881958E3
5.531188949E1,1.011866455E3
5.581188949E1,1.011885132E3
5.631188949E1,1.011899414E3
5.681188949E1,1.011981201E3
5.731188949E1,1.012016846E3
5.781188949E1,1.012032593E3
5.831188949E1,1.012050537E3
5.881188949E1,1.012073853E3
5.931188949E1,1.012027954E3
5.981188949E1,1.012052856E3
6.031188949E1,1.012061035E3
6.081188949E1,1.012047363E3
6.131188949E1,1.012014893E3
6.181188949E1,1.011957275E3
6.231188949E1,1.011973633E3
