"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.063962080E-1,-1.023288250E0,1.260859966E0,-3.242936134E-1
3.080579270E-1,-4.101292133E0,2.541266441E0,-1.057131290E0
8.080579270E-1,-1.523208618E-2,4.852566719E-1,3.028793335E0
1.308057927E0,-1.911077499E-1,-5.500209332E-2,1.713247776E0
1.808057927E0,-2.270145416E-1,-7.870772481E-1,2.376844883E-1
2.308057927E0,3.467149734E-1,1.519575119E-1,-3.797533214E-1
2.808057927E0,5.790901184E-2,-2.284811437E-1,-4.208577275E-1
3.308057927E0,3.177928925E-2,-2.052222937E-1,-8.165657520E-3
3.808057927E0,-9.551525116E-2,-6.008031964E-2,-9.763780236E-2
4.308057927E0,-5.034542084E-2,-1.036231965E-1,-1.018082798E-1
4.808057927E0,2.050189972E-1,-6.939454377E-2,2.494103909E-1
5.308057927E0,-7.287216187E-2,-7.149553299E-2,3.284788132E-2
5.808057927E0,1.941490173E-2,4.543641210E-2,6.396663189E-2
6.308057927E0,3.663063049E-2,-2.759295702E-2,1.775139570E-2
6.808057927E0,-3.086662292E-2,-5.534374714E-2,-7.612538338E-2
7.308057927E0,-1.149654388E-2,-7.063287497E-2,-6.301200390E-2
7.808057927E0,1.905279160E-1,-5.863606930E-3,-2.291899920E-2
8.308057927E0,-2.183437347E-2,-2.139872313E-2,2.329182625E-2
8.808057927E0,-1.312656403E-1,9.323298931E-3,-1.601900309E-1
9.308057927E0,1.122541428E-1,-4.790741205E-2,5.827546120E-3
9.808057927E0,2.036571503E-2,-4.147395492E-2,-9.549742937E-2
1.030805793E1,-1.073350906E-1,-3.217488527E-2,3.290727735E-2
1.080805793E1,-5.477514267E-1,1.371875405E-3,-7.084926963E-1
1.130805793E1,-1.805782318E-1,-3.342755735E-1,-1.144016385E-1
1.180805793E1,-1.032781601E-1,1.186265349E-1,-4.571425915E-1
1.230805793E1,-1.987009048E-1,7.837262750E-1,-8.217232227E-1
1.280805793E1,-9.821128845E-2,6.907862425E-2,-9.072141647E-1
1.330805793E1,-5.396080017E-2,8.454393744E-1,-1.147821903E0
1.380805793E1,-3.860998154E-1,2.193224430E-1,-5.578954220E-1
1.430805793E1,-9.823799133E-3,1.272935867E-1,-5.882096291E-1
1.480805793E1,2.399349213E-2,-9.218764305E-2,1.245663166E-1
1.530805793E1,1.545581818E-1,-3.053438663E-2,1.750257015E-1
1.580805793E1,3.886413574E-2,-7.948672771E-2,6.881273389E-1
1.630805793E1,-1.460742950E-2,-8.803319931E-2,4.839512110E-1
1.680805793E1,1.993150711E-1,-1.552215815E-1,-4.925465584E-1
1.730805793E1,-6.736145020E-1,6.773166656E-1,2.006011903E-1
1.780805793E1,-1.963138580E-2,5.114424229E-2,3.174774051E-1
1.830805793E1,-1.895189285E-1,-9.461352229E-2,2.268708348E-1
1.880805793E1,3.381881714E-1,-1.065345109E-1,6.187696457E-1
1.930805793E1,-7.809162140E-2,-1.008341014E-1,5.750491619E-1
1.980805793E1,1.463966370E-1,-2.061941326E-1,5.270254612E-2
2.030805793E1,1.041212082E-1,-2.189861387E-1,6.785631180E-2
2.080805793E1,-1.484975815E-1,-2.207036614E-1,-2.720111609E-1
2.130805793E1,7.033824921E-2,-6.310069561E-2,-1.427204609E-1
2.180805793E1,-2.217197418E-2,5.762809515E-2,-2.777490616E-1
2.230805793E1,1.654815674E-2,-1.302260160E-2,2.761358023E-2
2.280805793E1,-8.465986252E-1,1.577534676E-1,9.005211294E-2
2.330805793E1,-1.064300537E-3,-5.857005119E-1,-5.143285990E-1
2.380805793E1,-6.733036041E-2,-8.780218363E-1,4.253277183E-1
2.430805793E1,3.127002716E-2,-8.253606558E-1,-3.563612700E-1
2.480805793E1,-1.980886459E-1,-4.055737257E-1,3.851357400E-1
2.530805793E1,1.004352570E-1,-2.014853954E-1,-1.501038671E-1
2.580805793E1,1.801700592E-1,-5.083179474E-1,4.638566673E-1
2.630805793E1,-1.562719345E-1,4.316524267E-1,2.265490592E-1
2.680805793E1,5.135507584E-1,5.594649315E-1,4.161449671E-1
2.730805793E1,1.319217682E-1,9.374434352E-1,-3.531748772E0
2.780805793E1,1.178656101E0,1.116064191E0,5.388283730E-1
2.830805793E1,-9.747037888E-1,9.610095024E-1,1.721811295E-2
2.880805793E1,2.446599007E-1,1.650192738E0,-1.385068893E-2
2.930805793E1,-2.135701180E-1,2.156316757E0,4.408502579E-1
2.980805793E1,-8.074841499E-1,1.853335738E0,1.033005714E0
3.030805793E1,-1.205556870E0,1.121267915E0,1.684908390E0
3.080805793E1,1.135155201E0,1.406657934E0,-3.007469177E-1
3.130805793E1,-8.314533234E-1,7.613277435E-1,1.397116661E0
3.180805793E1,-1.111471653E0,9.232984185E-1,1.228407860E0
3.230805793E1,-1.782315612E0,6.438670158E-1,4.700078964E-1
3.280805793E1,-1.002993941E0,2.511780858E-1,5.060787201E-1
3.330805793E1,-5.093035698E-1,2.408173680E-1,-9.967899323E-2
