"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.846261040E-1,-2.163750076E1,-1.005000019E1,-1.614375114E1
7.846261040E-1,-2.761875153E1,-4.968750000E0,-6.037500381E0
1.284626104E0,-2.998125076E1,-1.500000000E0,1.031250000E0
1.784626104E0,-3.105000114E1,3.562500179E-1,4.856250286E0
2.284626104E0,-3.168750191E1,1.425000072E0,7.556250095E0
2.784626104E0,-3.211875153E1,2.043750048E0,7.743750095E0
3.284626104E0,-3.234375000E1,3.243750095E0,9.056250572E0
3.784626104E0,-3.273750305E1,4.181250095E0,1.006875038E1
4.284626104E0,-3.465000153E1,7.106250286E0,1.438125038E1
4.784626104E0,-3.487500000E1,9.187500000E0,1.595625019E1
5.284626104E0,-3.528750229E1,1.102500057E1,1.608750153E1
5.784626104E0,-3.594375229E1,1.335000038E1,1.597500038E1
6.284626104E0,-3.721875000E1,1.576875019E1,1.535625076E1
6.784626104E0,-3.898125076E1,1.828125000E1,1.576875019E1
7.284626104E0,-4.125000000E1,1.972500038E1,1.513125038E1
7.784626104E0,-4.344375229E1,2.075625038E1,1.462500095E1
8.284626104E0,-4.535625076E1,2.098125076E1,1.430625057E1
8.784626104E0,-4.704375076E1,2.079375076E1,1.402500057E1
9.284626104E0,-4.818750381E1,2.021250153E1,1.376250076E1
9.784626104E0,-4.923750305E1,1.987500000E1,1.443750095E1
1.028462610E1,-5.047500229E1,1.912500000E1,1.597500038E1
1.078462610E1,-5.113125229E1,1.775625038E1,1.811250114E1
1.128462610E1,-5.115000153E1,1.618125153E1,2.081250000E1
1.178462610E1,-5.017500305E1,1.483125019E1,2.334375000E1
1.228462610E1,-4.910625076E1,1.383750057E1,2.598750114E1
1.278462610E1,-4.918125153E1,1.230000019E1,2.955000114E1
1.328462610E1,-5.004375076E1,1.023750019E1,3.380625153E1
1.378462610E1,-5.025000381E1,7.425000191E0,3.620625305E1
1.428462610E1,-4.920000076E1,3.918750048E0,3.703125000E1
1.478462610E1,-4.803750229E1,9.937500358E-1,3.716250229E1
1.528462610E1,-4.773750305E1,-6.562500000E-1,3.641250229E1
1.578462610E1,-4.798125076E1,-1.012500048E0,3.573750305E1
1.628462610E1,-4.674375153E1,-1.556250095E0,3.403125000E1
1.678462610E1,-4.449375153E1,-2.775000095E0,3.114375114E1
1.728462610E1,-4.239375305E1,-3.243750095E0,2.823750114E1
1.778462610E1,-4.222500229E1,-3.806250095E0,2.634375191E1
1.828462610E1,-4.494375229E1,-3.637500048E0,2.533125114E1
1.878462610E1,-4.561875153E1,-3.562500238E0,2.458125114E1
1.928462610E1,-4.471875000E1,-4.256250381E0,2.428125191E1
1.978462610E1,-4.411875153E1,-5.943750381E0,2.390625000E1
2.028462610E1,-4.518750000E1,-6.562500477E0,2.390625000E1
2.078462610E1,-4.689375305E1,-5.868750095E0,2.456250191E1
2.128462610E1,-4.715625000E1,-6.093750477E0,2.503125191E1
2.178462610E1,-4.672500229E1,-5.493750095E0,2.536875153E1
2.228462610E1,-4.471875000E1,-4.968750000E0,2.563125038E1
2.278462610E1,-4.496250153E1,-4.668750286E0,2.655000114E1
2.328462610E1,-4.603125000E1,-4.162500381E0,2.685000038E1
2.378462610E1,-4.681875229E1,-3.581250191E0,2.797500038E1
2.428462610E1,-4.756875229E1,-3.637500048E0,2.928750038E1
2.478462610E1,-4.796250153E1,-3.937500238E0,3.037500191E1
2.528462610E1,-4.905000305E1,-3.768750191E0,3.050625038E1
2.578462610E1,-4.912500381E1,-4.312500000E0,3.058125114E1
2.628462610E1,-4.805625153E1,-4.293750286E0,3.118125153E1
2.678462610E1,-4.678125000E1,-4.350000381E0,3.067500114E1
2.728462610E1,-4.548750305E1,-5.025000095E0,2.803125191E1
2.778462610E1,-4.363125229E1,-4.481250286E0,2.175000000E1
2.828462610E1,-4.196250153E1,-4.837500095E0,1.593750095E1
2.878462610E1,-4.018125153E1,-4.443750381E0,9.543750763E0
2.928462610E1,-3.847500229E1,-3.731250048E0,3.543750048E0
2.978462610E1,-3.721875000E1,-2.381250143E0,-2.006250143E0
3.028462610E1,-3.633750153E1,-8.062500358E-1,-7.593750477E0
3.078462610E1,-3.541875076E1,2.100000143E0,-1.340625095E1
3.128462610E1,-3.423750305E1,5.981250286E0,-1.681875038E1
3.178462610E1,-3.345000076E1,8.700000763E0,-1.777500153E1
3.228462629E1,-3.223125076E1,1.267500019E1,-1.918125153E1
3.278462629E1,-3.088125038E1,1.633125114E1,-2.013750076E1
3.328462629E1,-2.932500076E1,2.019375038E1,-2.090625000E1
3.378462629E1,-2.763750076E1,2.356875038E1,-2.191875076E1
3.428462629E1,-2.587500191E1,2.671875191E1,-2.274375153E1
3.478462629E1,-2.476875114E1,2.919375038E1,-2.313750076E1
3.528462629E1,-2.281875038E1,2.964375114E1,-2.281875038E1
3.578462629E1,-2.083125114E1,3.148125076E1,-2.199375153E1
3.628462629E1,-1.948125076E1,3.301875305E1,-2.212500000E1
3.678462629E1,-1.815000153E1,3.367500305E1,-2.253750038E1
3.728462629E1,-1.672500038E1,3.386250305E1,-2.308125114E1
3.778462629E1,-1.569375038E1,3.399375153E1,-2.356875038E1
3.828462629E1,-1.430625057E1,3.386250305E1,-2.463750076E1
3.878462629E1,-1.243125057E1,3.367500305E1,-2.551875114E1
3.928462629E1,-1.200000000E1,3.481875229E1,-2.688750076E1
3.978462629E1,-1.220625019E1,3.425625229E1,-2.827500153E1
4.028462629E1,-1.213125038E1,3.346875000E1,-2.911875153E1
4.078462629E1,-1.245000076E1,3.303750229E1,-2.953125191E1
4.128462629E1,-1.293750095E1,3.281250000E1,-3.035625076E1
4.178462629E1,-1.344375038E1,3.296250153E1,-3.005625153E1
4.228462629E1,-1.408125019E1,3.328125000E1,-2.973750114E1
4.278462629E1,-1.445625019E1,3.331875229E1,-2.951250076E1
4.328462629E1,-1.466250038E1,3.360000229E1,-2.932500076E1
4.378462629E1,-1.475625038E1,3.393750000E1,-2.925000191E1
4.428462629E1,-1.460625076E1,3.436875153E1,-2.874375153E1
4.478462629E1,-1.445625019E1,3.496875000E1,-2.821875191E1
4.528462629E1,-1.434375095E1,3.558750153E1,-2.722500038E1
4.578462629E1,-1.389375019E1,3.577500153E1,-2.745000076E1
4.628462629E1,-1.357500076E1,3.571875000E1,-2.756250191E1
4.678462629E1,-1.350000095E1,3.581250000E1,-2.756250191E1
4.728462629E1,-1.329375076E1,3.590625000E1,-2.754375076E1
4.778462629E1,-1.291875076E1,3.603750229E1,-2.745000076E1
4.828462629E1,-1.231875038E1,3.615000153E1,-2.745000076E1
4.878462629E1,-1.140000057E1,3.628125000E1,-2.767500114E1
4.928462629E1,-1.033125019E1,3.631875229E1,-2.805000114E1
4.978462629E1,-9.150000572E0,3.628125000E1,-2.835000038E1
5.028462629E1,-7.593750477E0,3.652500153E1,-2.859375191E1
5.078462629E1,-5.962500095E0,3.676875305E1,-2.883750153E1
5.128462629E1,-4.162500381E0,3.688125229E1,-2.915625191E1
5.178462629E1,-2.362500191E0,3.693750000E1,-2.941875076E1
5.228462629E1,-7.312500477E-1,3.684375000E1,-2.977500153E1
5.278462629E1,6.375000477E-1,3.675000000E1,-2.998125076E1
5.328462629E1,1.950000048E0,3.671250153E1,-3.001875114E1
5.378462629E1,2.906250000E0,3.663750076E1,-3.007500076E1
5.428462629E1,3.731250048E0,3.643125153E1,-3.030000114E1
5.478462629E1,4.462500095E0,3.611250305E1,-3.052500153E1
5.528462629E1,4.556250095E0,3.592500305E1,-3.069375038E1
5.578462629E1,4.462500095E0,3.588750076E1,-3.088125038E1
5.628462629E1,4.087500095E0,3.592500305E1,-3.091875076E1
5.678462629E1,3.825000048E0,3.605625153E1,-3.123750114E1
5.728462629E1,3.318750143E0,3.615000153E1,-3.166875076E1
5.778462629E1,2.812500000E0,3.635625076E1,-3.168750191E1
5.828462629E1,1.950000048E0,3.658125305E1,-3.157500076E1
5.878462629E1,9.937500358E-1,3.682500076E1,-3.140625191E1
5.928462629E1,7.500000298E-2,3.686250305E1,-3.103125191E1
