"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.876214540E-1,5.240244880E1,4.932251000E0,2.406403920E0,NaN,NaN,1.700300026E1,1.939445853E0
2.033506093E0,5.240237442E1,4.932031140E0,3.544108884E0,1.289999962E0,1.355000000E2,6.523691177E0,7.756087303E0
3.032007915E0,5.240236078E1,4.932115180E0,1.084925351E1,1.450000048E0,1.190000000E2,5.330143929E0,6.244623184E0
4.032326508E0,5.240237567E1,4.932158590E0,7.546809867E0,1.210000038E0,1.000999985E2,4.951333523E0,5.700057983E0
5.031635987E0,5.240237904E1,4.932148030E0,7.311823113E0,6.600000262E-1,7.540000153E1,4.765206337E0,5.564918518E0
6.031703488E0,5.240239157E1,4.932177430E0,8.127043685E0,3.299999952E0,7.609999847E1,4.505750179E0,5.451266289E0
7.032461298E0,5.240240039E1,4.932243700E0,1.001338656E1,2.829999924E0,6.519999695E1,4.022266388E0,4.875700951E0
8.031742705E0,5.240241971E1,4.932286670E0,1.256031418E1,3.059999943E0,5.520000076E1,3.790092468E0,4.290782928E0
9.032171351E0,5.240243726E1,4.932333730E0,1.278589159E1,3.150000095E0,5.320000076E1,3.790092468E0,4.094614983E0
1.003246343E1,5.240246043E1,4.932374160E0,1.228033295E1,3.539999962E0,4.250000000E1,3.790092468E0,4.035070896E0
1.103203156E1,5.240248202E1,4.932408910E0,1.298430244E1,3.089999914E0,4.470000076E1,3.790092468E0,4.017680645E0
1.203216276E1,5.240249614E1,4.932459060E0,1.169248177E1,3.759999990E0,6.840000153E1,3.790092468E0,3.918065548E0
1.303165682E1,5.240250325E1,4.932516700E0,1.152840212E1,3.930000067E0,8.000000000E1,3.790092468E0,3.874423027E0
1.403203307E1,5.240250738E1,4.932574890E0,1.227233857E1,4.059999943E0,8.540000153E1,3.790092468E0,4.008943081E0
1.503183546E1,5.240250660E1,4.932631340E0,1.227530024E1,3.869999886E0,9.340000153E1,4.877685070E0,4.421785355E0
1.603203046E1,5.240249512E1,4.932730290E0,1.219660658E1,6.639999866E0,9.700000000E1,6.943472385E0,4.917348385E0
