"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.821300507E-2,5.200189657E1,4.384098533E0,-1.000000000E1,0.000000000E0,3.366000000E2,1.000000000E1,1.900000000E1
1.481280327E-1,5.200189657E1,4.384098533E0,-1.000000000E1,0.000000000E0,3.366000000E2,1.000000000E1,1.900000000E1
5.970032215E-1,5.200185272E1,4.384131636E0,-1.021903043E0,5.863600969E-1,1.679999924E2,5.229629264E0,2.821874247E0
1.596997261E0,5.200186022E1,4.384131077E0,-9.482630603E-1,4.872541130E-1,1.679999922E2,5.224721469E0,2.824784618E0
2.597002387E0,5.200186667E1,4.384132504E0,-9.955832958E-1,3.686668873E-1,1.679999919E2,5.092080467E0,2.901328769E0
3.596997142E0,5.200187513E1,4.384125723E0,-9.779003747E-1,3.686668873E-1,1.679999919E2,4.877484798E0,3.167756158E0
4.596989632E0,5.200188217E1,4.384120959E0,-1.109420432E0,3.686668873E-1,1.679999919E2,4.814040344E0,3.263365227E0
5.596991181E0,5.200187888E1,4.384115951E0,-1.114368086E0,4.202121496E-1,1.679999920E2,4.789510248E0,3.299261829E0
6.596986294E0,5.200188530E1,4.384108396E0,-5.603116015E-1,9.416821599E-2,1.679999912E2,4.688143601E0,3.441779570E0
6.778397083E0,5.200189657E1,4.384098533E0,-1.000000000E1,0.000000000E0,3.366000000E2,1.000000000E1,1.900000000E1
7.096782088E0,5.200189657E1,4.384098533E0,-1.000000000E1,0.000000000E0,3.366000000E2,1.000000000E1,1.900000000E1
7.178403020E0,5.200189657E1,4.384098533E0,-1.000000000E1,0.000000000E0,3.366000000E2,1.000000000E1,1.900000000E1
8.078105092E0,5.200189657E1,4.384098533E0,-1.000000000E1,0.000000000E0,3.366000000E2,1.000000000E1,1.900000000E1
8.317155004E0,5.200189657E1,4.384098533E0,-1.000000000E1,0.000000000E0,3.366000000E2,1.000000000E1,1.900000000E1
9.079136014E0,5.200189657E1,4.384098533E0,-1.000000000E1,0.000000000E0,3.366000000E2,1.000000000E1,1.900000000E1
9.180343986E0,5.200189657E1,4.384098533E0,-1.000000000E1,0.000000000E0,3.366000000E2,1.000000000E1,1.900000000E1
1.008049107E1,5.200189657E1,4.384098533E0,-1.000000000E1,0.000000000E0,3.366000000E2,1.000000000E1,1.900000000E1
1.018127704E1,5.200189657E1,4.384098533E0,-1.000000000E1,0.000000000E0,3.366000000E2,1.000000000E1,1.900000000E1
1.108337200E1,5.200189657E1,4.384098533E0,-1.000000000E1,0.000000000E0,3.366000000E2,1.000000000E1,1.900000000E1
1.118319309E1,5.200189657E1,4.384098533E0,-1.000000000E1,0.000000000E0,3.366000000E2,1.000000000E1,1.900000000E1
