"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.561033333E-2,-3.485268652E-1,8.172354102E-1,9.243950248E-2
5.131968333E-1,-4.100414515E-1,-6.481813192E-1,3.375951648E-1
1.010783833E0,-1.124698445E-1,2.102659047E-1,-1.926086545E-1
1.508371708E0,6.338272989E-2,-7.801711559E-2,2.837937325E-2
2.005959708E0,8.558303118E-1,-3.548577428E-1,-1.202518582E0
2.503547958E0,-4.727881849E-1,2.763823032E0,-2.942051589E-1
3.001137958E0,2.694675624E-1,2.798065543E-1,2.172088474E-1
3.498727958E0,-3.023783676E-2,-8.028021082E-3,-7.697819173E-2
3.996318958E0,5.997217894E-1,-1.404852986E0,7.770194411E-1
4.493909958E0,-1.129557341E-1,7.794671655E-1,-1.556589752E-1
4.991500958E0,1.083051205E0,-2.143188238E0,7.160269022E-1
5.489092083E0,7.372451425E-1,-1.721845865E0,8.718432188E-1
5.986684083E0,3.765608966E-1,-1.635477304E0,7.027155161E-2
6.484275250E0,1.484644413E-1,-6.277943254E-1,3.797869086E-1
6.981866250E0,-7.383967191E-2,-2.151599377E-1,1.648075581E-1
7.479456583E0,8.202656358E-2,-2.490041405E-1,-1.399422586E-1
7.977048583E0,1.099165622E-2,-1.152704470E-2,-7.085246593E-2
8.474641000E0,-8.386689587E-4,6.835817546E-2,-1.602047589E-3
8.972234000E0,-1.185237896E-3,-1.369417645E-3,-6.531812251E-4
9.469828833E0,7.368064835E-4,4.705449101E-3,-2.189479768E-3
9.967424833E0,-5.142010632E-4,-2.674563788E-3,-2.751126885E-4
1.046502371E1,8.067287854E-4,4.859690554E-3,1.392456703E-3
1.096262371E1,7.989938604E-4,-9.068613872E-4,-8.188220672E-4
1.146022462E1,-2.161026932E-3,-1.311653759E-3,-8.370336145E-4
1.195782763E1,3.028308041E-3,-6.303105969E-3,-1.826390158E-3
1.245543425E1,-1.382180676E-2,7.066214457E-4,3.233923111E-3
1.295304125E1,2.370040864E-3,-9.863530286E-4,2.953561023E-3
1.345065146E1,-7.945230464E-4,-5.394212902E-3,-6.077745929E-4
1.394826246E1,-6.508541992E-5,-7.418726105E-3,4.026512615E-3
1.444587550E1,-1.707599964E-3,4.827382043E-3,5.292409100E-3
1.494348950E1,-4.249755002E-4,-2.990280278E-3,6.232663523E-3
1.544110287E1,3.210875730E-4,-1.505156048E-3,1.743594185E-4
1.593871787E1,-1.091116574E-4,-7.703736890E-3,-7.278796285E-3
1.643633183E1,-6.767065497E-4,2.117833821E-3,-8.258877322E-3
1.693394583E1,-5.489799660E-3,1.051080972E-2,-8.279838599E-3
1.743156021E1,-1.914030174E-3,6.286770105E-3,-3.240387421E-3
1.792917321E1,4.806166980E-3,2.981933998E-3,4.384812899E-3
1.842678658E1,6.413731724E-3,2.879403997E-3,-2.097956836E-3
1.892439958E1,-5.442817928E-4,-1.256072894E-3,-8.160709403E-4
1.942200983E1,7.159183733E-4,-2.788961399E-3,2.970661968E-3
1.991962083E1,-1.473603537E-3,-1.220938750E-3,3.657437395E-3
2.041723100E1,-3.028470790E-3,-4.025722388E-3,-8.079516701E-4
2.091484100E1,-1.311144698E-2,-6.903718226E-3,-1.320597343E-2
2.141245013E1,-5.839644372E-2,-4.170778207E-3,-7.770975586E-3
2.191005813E1,-9.899383783E-2,-3.166021314E-3,-4.239524156E-2
2.240766533E1,-1.805350929E-1,-1.770176366E-2,-7.679988444E-2
2.290527233E1,-2.596236765E-1,-4.560376517E-3,-7.931857556E-2
2.340287687E1,-2.306018621E-1,-7.456668187E-3,-7.311423123E-2
2.390048288E1,-2.187260389E-1,2.781431191E-3,-7.910950482E-2
2.439808713E1,-1.418381631E-1,-1.559965871E-2,-3.316887468E-2
2.489569112E1,-6.125701964E-2,9.476039559E-4,-1.115386840E-2
2.539329458E1,5.074393004E-2,-5.519313272E-3,1.683618501E-2
2.589089758E1,1.615153253E-1,-3.044259734E-2,3.095871210E-2
2.638849883E1,1.869122833E-1,-1.724855974E-2,6.405285746E-2
2.688610083E1,1.668161154E-1,3.471099958E-2,5.017910153E-2
2.738370346E1,1.152545884E-1,1.148983743E-2,6.158583611E-2
2.788130346E1,1.077028289E-1,-3.273214214E-3,5.192434788E-2
2.837890338E1,1.119884849E-1,1.989775896E-2,1.486242376E-2
2.887650338E1,7.882189006E-2,6.635773927E-3,2.429759502E-2
2.937410183E1,6.149978563E-2,2.076119184E-2,2.792176977E-2
2.987170083E1,5.893240869E-2,1.809825748E-2,4.097557627E-3
3.036929846E1,5.519110709E-2,-8.085876703E-3,-2.437583171E-3
3.086689646E1,1.846347004E-2,-2.282869536E-3,7.325030863E-3
3.136449208E1,-5.707035307E-3,-3.672808781E-2,1.677740365E-2
3.186208808E1,7.478055544E-3,-5.199583713E-3,-1.174810156E-2
3.235968383E1,6.611160934E-3,3.327940404E-2,-4.447587766E-3
3.285727883E1,1.021653228E-2,-9.045694023E-3,-1.100413315E-2
3.335487333E1,7.204287220E-3,-1.303330995E-2,1.025627553E-2
3.385246733E1,7.540878374E-3,1.019188110E-2,-6.146828644E-3
3.435006133E1,9.103883989E-3,1.551315002E-2,7.819201797E-3
3.484765433E1,5.779947620E-3,-1.087620854E-3,-2.679021098E-3
3.534524771E1,2.927414316E-4,-3.671958111E-4,-1.757076476E-3
3.584284171E1,1.621309551E-3,-2.106493805E-3,-2.767262049E-4
3.634043696E1,-6.486327620E-4,-1.785359345E-4,-1.424586400E-3
3.683803296E1,3.888686188E-4,6.196532864E-3,3.199875355E-4
3.733563037E1,6.165329833E-4,-2.435452770E-3,-3.878860734E-4
3.783322737E1,-8.212674875E-4,-1.957244705E-3,-1.869103871E-4
3.833082621E1,7.529602153E-4,-1.552509144E-3,-1.082474831E-3
3.882842721E1,-7.191597251E-4,-2.880563028E-3,-1.825797837E-3
3.932603021E1,9.866966866E-5,3.730487544E-3,-3.948756494E-4
3.982363421E1,-1.357175643E-4,-3.395318519E-3,-2.372828778E-3
4.032123883E1,-1.144714188E-4,-8.383714594E-4,9.749890305E-4
4.081884383E1,-2.961216378E-4,3.554802854E-3,1.441483852E-3
4.131644933E1,6.978916354E-4,2.045854926E-4,2.179299481E-3
4.181405533E1,5.586110638E-5,1.586384373E-3,3.594966140E-3
4.231166046E1,9.493031539E-4,2.353942720E-3,-1.860484481E-4
4.280926546E1,4.121618695E-4,-4.418541212E-3,-1.079226378E-3
4.330687046E1,-4.052160657E-4,1.209583599E-3,1.176633406E-3
4.380447446E1,-2.014881757E-4,2.112762537E-3,-1.188081689E-3
4.430207808E1,3.225823864E-3,4.247881938E-3,1.303355675E-3
4.479968108E1,1.760068466E-3,-1.635355875E-4,-6.125108339E-4
4.529728371E1,8.173981681E-3,5.991882645E-4,-4.135375842E-3
4.579488671E1,8.910494857E-3,-3.865133971E-3,3.096122295E-3
4.629248775E1,9.056424722E-3,-9.544920176E-3,1.981928572E-2
4.679008975E1,-7.078954950E-4,-1.873949543E-2,2.107685804E-2
4.728768975E1,-1.859031245E-2,9.136850014E-3,3.705383278E-3
4.778528975E1,-5.100793671E-3,1.886468567E-2,-1.793160290E-2
4.828288908E1,-1.510489080E-2,5.048659444E-2,-2.255076729E-2
4.878048808E1,-2.226573415E-2,-2.542701922E-2,8.172445931E-3
4.927808613E1,3.398602828E-3,7.026746869E-2,-5.652874243E-3
4.977568312E1,7.872249931E-3,4.039902706E-3,-9.655341506E-3
5.027327971E1,4.405975342E-3,1.028486760E-3,-3.403469920E-2
5.077087571E1,7.588201202E-3,1.378498320E-2,-1.277251728E-2
5.126847221E1,4.412504379E-3,2.458210289E-2,6.759126671E-3
5.176606721E1,1.701115631E-2,-4.640507698E-2,1.996516436E-2
5.226366233E1,1.147589926E-2,5.159728229E-3,2.192413807E-2
5.276125533E1,1.038079336E-1,1.562196575E-2,8.319955319E-3
5.325884938E1,2.020171434E-1,7.645458449E-3,7.941987365E-2
5.375644138E1,2.666023076E-1,-1.820032299E-2,1.147274673E-1
5.425403358E1,3.700337112E-1,-1.811991446E-2,1.085463986E-1
5.475162558E1,3.880704641E-1,-2.688617446E-2,1.270677745E-1
5.524921583E1,3.856458366E-1,2.009720169E-2,1.319600791E-1
5.574680583E1,3.815390766E-1,4.287000280E-3,1.329095811E-1
5.624439658E1,2.496068478E-1,2.041469142E-2,1.050781757E-1
5.674198558E1,2.170707285E-1,3.267541900E-2,3.420957923E-2
5.723957300E1,1.814003885E-1,1.942653768E-2,8.226935565E-2
5.773716100E1,9.846801311E-2,-1.131403353E-2,3.025152907E-2
5.823474921E1,4.521401227E-2,-1.435221825E-2,3.152399138E-2
5.873233521E1,1.202890463E-2,-2.807843685E-2,-1.674175728E-3
5.922992187E1,1.022561640E-2,-2.698943019E-2,-6.846119184E-3
5.972750788E1,1.190242451E-2,-3.902350552E-3,-9.515333921E-3
6.022509287E1,2.894432284E-2,2.503232285E-2,2.820230834E-2
6.072267837E1,3.704918548E-2,-4.074103385E-2,2.641049773E-2
6.122026337E1,4.074868932E-2,-4.414541647E-2,-4.587978497E-2
6.171784833E1,1.758536557E-3,-4.257156327E-2,-1.233654749E-2
6.221543233E1,-6.888130680E-3,-6.261669099E-2,3.483292647E-3
