"Time (s)","Pressure (hPa)"
4.274676060E-1,1.016069946E3
9.274711480E-1,1.016068970E3
1.427503335E0,1.016117065E3
1.927486356E0,1.016128174E3
2.427504221E0,1.016100342E3
2.927495262E0,1.016132202E3
3.427504637E0,1.016114868E3
3.927495158E0,1.016105591E3
4.427498491E0,1.016134521E3
4.927504377E0,1.016164795E3
5.427470679E0,1.016104492E3
5.927502866E0,1.016100464E3
6.427504689E0,1.016159546E3
6.927503023E0,1.016139038E3
7.427505054E0,1.016116821E3
7.927504741E0,1.016122070E3
8.427497554E0,1.016150879E3
8.927504846E0,1.016103638E3
9.427504793E0,1.016139648E3
9.927502606E0,1.016177246E3
1.042750344E1,1.016188843E3
1.092750860E1,1.016127808E3
1.142750443E1,1.016132690E3
1.192750266E1,1.016089478E3
1.242750261E1,1.016130981E3
1.292750370E1,1.016148193E3
1.342750490E1,1.016086182E3
1.392750094E1,1.016153687E3
1.442749453E1,1.016156372E3
1.492749417E1,1.016164307E3
1.542749781E1,1.016134521E3
1.592749526E1,1.016187134E3
1.618198979E1,1.016172852E3
1.628198813E1,1.016137695E3
1.678198813E1,1.016164551E3
1.728198813E1,1.016163330E3
1.778198813E1,1.016146484E3
1.828198813E1,1.016077637E3
1.878198813E1,1.016164185E3
1.928198813E1,1.016175537E3
1.978198813E1,1.016172974E3
2.028198813E1,1.016113525E3
2.078198813E1,1.016188354E3
2.128198813E1,1.016174927E3
2.178198813E1,1.016146851E3
2.228198813E1,1.016066040E3
2.278198813E1,1.016196289E3
2.328198813E1,1.016269409E3
2.378198813E1,1.016081421E3
2.428198813E1,1.016123291E3
2.478198813E1,1.016177612E3
2.528198813E1,1.016153076E3
2.578198813E1,1.016157471E3
2.628198813E1,1.016223511E3
2.678198813E1,1.016135742E3
2.728198813E1,1.016198853E3
2.778198813E1,1.016199951E3
2.828198813E1,1.016176147E3
2.878198813E1,1.016114624E3
2.928198813E1,1.016174316E3
2.978198813E1,1.016195801E3
3.028198813E1,1.016193604E3
3.078198813E1,1.016159668E3
3.128198813E1,1.016225708E3
3.178198813E1,1.016177124E3
3.228198813E1,1.016124878E3
3.278198813E1,1.016230713E3
3.328198813E1,1.016193115E3
3.378198813E1,1.016157227E3
3.428198813E1,1.016148071E3
3.478198813E1,1.016250610E3
3.528198813E1,1.016121826E3
3.578198813E1,1.016144531E3
3.628198813E1,1.016238525E3
3.678198813E1,1.016097900E3
3.728198813E1,1.016236084E3
3.778198813E1,1.016187500E3
3.828198813E1,1.016235596E3
3.878198813E1,1.016157715E3
3.928198813E1,1.016120117E3
3.978198813E1,1.016166260E3
4.028198813E1,1.016224487E3
4.078198813E1,1.016129150E3
4.128198813E1,1.016189941E3
4.178198813E1,1.016165039E3
4.228198813E1,1.016198730E3
4.278198813E1,1.016130615E3
4.328198813E1,1.016200317E3
4.378198813E1,1.016208130E3
4.428198813E1,1.016185059E3
4.478198813E1,1.016165405E3
4.528198813E1,1.016224121E3
4.578198813E1,1.016243774E3
4.628198813E1,1.016145752E3
4.678198813E1,1.016187012E3
4.728198813E1,1.016192261E3
4.778198813E1,1.016181641E3
4.828198813E1,1.016179077E3
4.878198813E1,1.016181274E3
4.928198813E1,1.016210693E3
4.978198813E1,1.016175293E3
5.028198813E1,1.016155640E3
5.078198813E1,1.016163940E3
5.128198813E1,1.016199585E3
5.178198813E1,1.016132568E3
5.228198813E1,1.016119751E3
5.278198813E1,1.016186646E3
5.328198813E1,1.016218628E3
5.378198813E1,1.016121460E3
5.428198813E1,1.016165771E3
5.478198813E1,1.016188721E3
5.528198813E1,1.016176147E3
5.578198813E1,1.016158569E3
5.628198813E1,1.016189941E3
5.678198813E1,1.016189941E3
5.728198813E1,1.016189941E3
5.778198813E1,1.016189941E3
5.828198813E1,1.016189941E3
5.878198813E1,1.016189941E3
5.928198813E1,1.016189941E3
