"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
9.273930987E0,5.233816934E1,4.873165930E0,1.341630966E2,0.000000000E0,NaN,3.489864349E1,4.416587067E1
1.027427057E1,5.233816372E1,4.873146870E0,1.339846720E2,0.000000000E0,NaN,3.236138535E1,4.031679535E1
1.127447953E1,5.233807696E1,4.873266870E0,1.068452753E2,0.000000000E0,NaN,2.296204376E1,2.862763405E1
1.227383796E1,5.233814898E1,4.873299970E0,1.069641701E2,0.000000000E0,NaN,1.449141312E1,2.497884178E1
1.327385838E1,5.233805590E1,4.873352170E0,1.044090762E2,0.000000000E0,NaN,1.196218014E1,1.977393150E1
1.427447093E1,5.233805157E1,4.873375250E0,9.881356335E1,0.000000000E0,NaN,1.004372025E1,1.602928352E1
1.527392880E1,5.233809166E1,4.873348630E0,8.567975445E1,0.000000000E0,NaN,8.287095070E0,1.213053894E1
1.627446260E1,5.233810711E1,4.873396800E0,8.610430332E1,0.000000000E0,NaN,6.439858913E0,8.870331764E0
1.727371270E1,5.233811766E1,4.873558480E0,5.634812419E1,0.000000000E0,NaN,3.967308760E0,4.690981388E0
1.827444301E1,5.233810179E1,4.873600750E0,5.242863144E1,0.000000000E0,NaN,3.790092468E0,4.376180172E0
1.927410926E1,5.233808963E1,4.873616600E0,5.223416539E1,0.000000000E0,NaN,3.790092468E0,4.004129410E0
2.027390432E1,5.233809157E1,4.873636890E0,4.887590338E1,0.000000000E0,NaN,3.790092468E0,3.694072485E0
2.127446202E1,5.233812162E1,4.873605100E0,4.798151830E1,4.199999869E-1,2.795000000E2,3.790092468E0,3.474372864E0
2.227412708E1,5.233817629E1,4.873613720E0,4.516952747E1,1.190000057E0,1.423000031E2,3.790092468E0,3.654608488E0
2.327378291E1,5.233822168E1,4.873547790E0,3.910052285E1,1.899999976E0,1.745000000E2,3.790092468E0,3.827793598E0
2.427412494E1,5.233824444E1,4.873514910E0,3.441718645E1,1.370000005E0,1.623000031E2,3.790092468E0,3.984527826E0
2.527446676E1,5.233825508E1,4.873495960E0,3.194996646E1,1.409999967E0,1.741999969E2,3.790092468E0,4.018738270E0
2.627386410E1,5.233826192E1,4.873502490E0,2.933413510E1,1.409999967E0,1.713999939E2,3.790092468E0,4.192648411E0
2.727445926E1,5.233826057E1,4.873493870E0,2.699446762E1,1.409999967E0,1.713000031E2,3.790092468E0,4.475491047E0
2.827410171E1,5.233826397E1,4.873484190E0,2.132137116E1,1.500000000E0,1.711000061E2,3.790092468E0,4.349544525E0
2.927462567E1,5.233827034E1,4.873492270E0,1.819656786E1,1.370000005E0,1.090999985E2,3.885592937E0,4.199413300E0
3.027404244E1,5.233826788E1,4.873478470E0,1.640621225E1,1.169999957E0,1.710000000E2,4.275627136E0,4.232717514E0
