"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
5.950823100E-2,5.299615860E-1,2.402038097E0,7.241549492E0
2.611454180E-1,2.596588135E-1,1.859057903E0,3.159359455E0
7.611454180E-1,-4.726183414E-1,2.237620354E0,4.163080215E0
1.261145418E0,5.520098686E0,-5.087282181E0,1.932955027E0
1.761145418E0,-5.431101322E-1,-1.881693363E0,2.439949512E-1
2.261145418E0,8.696374893E-1,-8.557772636E-1,1.497021675E0
2.761145418E0,1.967733622E0,-4.311256409E0,1.830815554E0
3.261145418E0,-1.075269938E0,-3.107532501E0,7.347515225E-1
3.761145418E0,4.722204685E0,-4.067521572E0,-9.897861481E-1
4.261145418E0,-1.338608980E0,-5.285938263E0,7.600882053E-1
4.761145418E0,2.225127935E0,-2.285541534E0,1.816111088E0
5.261145418E0,3.201341629E-2,-2.889758587E0,-8.804931641E-1
5.761145418E0,-3.468655586E0,-9.334144592E-1,-8.824596405E-1
6.261145418E0,1.122457743E0,1.504153252E0,9.568004608E-1
6.761145418E0,-2.949219465E0,-2.893190861E0,2.091880560E0
7.261145418E0,3.415413857E0,2.144705296E0,-1.392943621E0
7.761145418E0,-1.813843012E0,-3.541640759E0,4.852232933E-1
8.261145418E0,1.890647888E0,-4.023208618E-1,8.848253489E-1
8.761145418E0,8.483853340E-1,-3.023300171E0,1.087345362E0
9.261145418E0,3.416507483E0,-3.534110069E0,1.311422348E0
9.761145418E0,-7.147173882E-1,3.757591248E-1,-8.034955263E-1
1.026114542E1,2.763782501E0,-1.309859753E0,1.776192427E0
1.076114542E1,1.074752092E0,3.805423260E0,-1.543306112E0
1.126114542E1,-1.430546761E0,4.882745743E-1,3.358928442E0
1.176114542E1,2.916643143E0,1.924066544E-1,2.196945667E0
1.226114542E1,1.274019480E0,2.117625713E0,-4.629685879E-1
1.276114542E1,-4.099311829E-1,2.229427814E0,-9.382737875E-1
1.326114542E1,1.445331097E0,2.033463955E0,6.248956919E-1
1.376114542E1,1.810690165E0,-3.854866028E-1,1.423770905E0
1.426114542E1,1.232017040E0,-3.524614334E0,-3.238676786E-1
1.476114542E1,1.920985222E0,-3.360666275E0,7.341731787E-1
1.526114542E1,6.117429733E-1,-7.333736420E-1,1.463949323E0
