"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.011252000E-3,3.710071564E0,2.700300455E0,6.264409542E0
2.801510600E-2,3.094517946E0,2.860021353E0,5.370690346E0
5.280151060E-1,2.150549412E0,8.835497499E-1,1.412961721E0
1.028015106E0,9.558728218E0,-5.395216942E0,2.760120869E0
1.528015106E0,2.003390789E0,-7.357331276E0,-1.252044439E0
2.028015106E0,4.790431023E0,-1.097647572E1,2.596212626E-1
2.528015106E0,5.246263504E0,-1.170449162E1,2.392822653E-1
3.028015106E0,4.128815651E0,-1.226859951E1,-3.379862010E-1
3.528015106E0,9.115457535E0,-1.038784122E1,-3.937389612E0
4.028015106E0,4.937589645E0,-1.018385315E1,-1.591825247E0
4.528015106E0,4.003790379E0,-7.360322475E0,1.147358418E0
5.028015106E0,2.927618504E0,-3.554538012E0,-3.209373474E0
5.528015106E0,1.214357466E-1,-6.422336102E0,-1.134197950E0
6.028015106E0,4.825725079E0,-5.342574596E0,-2.994019270E0
6.528015106E0,2.619542599E0,-8.821739197E0,-1.989033818E0
7.028015106E0,5.609972477E0,-1.194676495E1,-1.867598057E0
7.528015106E0,3.890729666E0,-1.127019501E1,-1.320838094E0
8.028015106E0,8.511868477E0,-1.053440189E1,-1.570888042E0
8.528015106E0,5.042873859E0,-1.224826050E1,-3.044866920E-1
9.028015106E0,1.016590691E1,-9.553942680E0,-3.389433384E0
9.528015106E0,2.822334290E0,-7.532605648E0,-2.072184324E0
1.002801511E1,5.074578762E0,-5.239085197E0,1.604985833E0
1.052801511E1,3.257827997E0,-4.070789337E0,-4.359723091E0
1.102801511E1,2.796013355E0,-6.212964058E0,9.601200819E-1
1.152801511E1,3.108874798E0,-8.135597229E0,1.375873089E-1
1.202801511E1,4.112663746E0,-1.098006535E1,-3.378665686E0
1.252801511E1,7.347760201E0,-1.106441212E1,1.293320656E0
1.302801511E1,6.744170666E0,-7.817949772E0,-3.002992272E-1
1.352801511E1,9.955338478E0,-1.391665649E1,-1.031904817E0
1.402801511E1,6.759125710E0,-1.144845963E1,-2.464607239E0
1.452801511E1,4.896911621E0,-8.904889107E0,-2.261217386E-1
1.502801511E1,4.181457520E0,-4.638486862E0,-1.676172256E0
1.552801511E1,5.425127029E0,-4.834698200E0,1.440479279E0
1.602801511E1,2.717050076E0,-3.984647989E0,-3.246462107E0
1.652801511E1,2.169093609E0,-7.874181271E0,-4.821537733E-1
1.702801511E1,2.178664923E0,-7.963313580E0,-7.214360237E-1
1.752801511E1,3.075973511E0,-1.054457092E1,-4.534398913E-1
1.802801511E1,3.061616659E0,-1.062772179E1,4.564309120E-1
1.852801511E1,4.654638290E0,-1.043450165E1,-4.869394004E-1
1.902801511E1,9.032307625E0,-1.286979675E1,2.011167526E0
1.952801511E1,2.805584431E0,-1.177089310E1,1.408774376E0
2.002801511E1,1.117268753E1,-9.662218094E0,3.188436031E-1
2.052801511E1,5.519045353E0,-1.093400288E1,-3.984049559E-1
2.102801511E1,8.636893272E0,-7.800601959E0,-6.251249313E-1
2.152801511E1,5.267200947E0,-7.308876991E0,-4.009174347E0
