"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.881703790E-1,5.240154340E1,4.931037000E0,-1.195591685E0,NaN,NaN,1.160999985E2,2.662560081E1
3.405727968E0,5.240134629E1,4.931195140E0,3.339278151E0,0.000000000E0,NaN,9.007541656E0,1.284847164E1
4.405368175E0,5.240135757E1,4.931256810E0,1.096054612E1,0.000000000E0,NaN,7.367822647E0,1.072809315E1
5.405371091E0,5.240138268E1,4.931287820E0,1.142770199E1,0.000000000E0,NaN,7.227427959E0,1.038563633E1
6.405245726E0,5.240134193E1,4.931268270E0,1.192097984E1,0.000000000E0,NaN,7.023377419E0,9.589334488E0
7.405165414E0,5.240113942E1,4.931080530E0,8.464466577E0,1.685000038E1,2.161000061E2,6.400749683E0,8.783490181E0
8.405883017E0,5.240105965E1,4.930994570E0,2.804329807E0,1.177000046E1,2.181000061E2,5.580494404E0,8.009947777E0
9.405541141E0,5.240096471E1,4.930904690E0,4.065006606E0,1.271000004E1,2.158000031E2,4.988510132E0,7.239026070E0
1.040536875E1,5.240088316E1,4.930782780E0,4.560058658E0,1.239000034E1,2.196999969E2,5.513509274E0,6.888200283E0
1.140532822E1,5.240079022E1,4.930646450E0,6.372285803E0,1.396000004E1,2.188999939E2,4.542768002E0,6.350053787E0
1.240536333E1,5.240067561E1,4.930513290E0,5.422582186E0,1.536999989E1,2.168999939E2,4.305080891E0,5.866915226E0
1.340539541E1,5.240057559E1,4.930375000E0,6.705440231E0,1.551000023E1,2.183999939E2,4.255914688E0,5.438134193E0
1.440539098E1,5.240045802E1,4.930226770E0,7.452378871E0,1.611000061E1,2.171999969E2,4.271502972E0,5.417985439E0
1.540552041E1,5.240034366E1,4.930066810E0,6.990758076E0,1.647999954E1,2.173999939E2,4.837763786E0,5.736392498E0
1.640507666E1,5.240022459E1,4.929922140E0,7.179408112E0,1.654999924E1,2.173999939E2,5.461112499E0,5.546131611E0
1.740517640E1,5.240009683E1,4.929758260E0,6.495048728E0,1.729999924E1,2.151000061E2,4.591244698E0,5.405180454E0
1.840531473E1,5.239996037E1,4.929623290E0,7.280481529E0,1.737999916E1,2.143999939E2,4.258368969E0,5.474036694E0
1.940524234E1,5.239983218E1,4.929466770E0,6.446101447E0,1.740999985E1,2.148999939E2,4.232283115E0,5.644007206E0
2.040522030E1,5.239970439E1,4.929311680E0,6.013334106E0,1.751000023E1,2.156999969E2,4.559375286E0,5.700519562E0
2.140530999E1,5.239958173E1,4.929162970E0,5.431652010E0,1.736000061E1,2.141999969E2,4.444736004E0,5.732649803E0
2.240537660E1,5.239945673E1,4.929015170E0,5.528006683E0,1.714999962E1,2.145000000E2,5.036246777E0,5.916708946E0
2.340553192E1,5.239932753E1,4.928860220E0,6.857017232E0,1.743000031E1,2.150000000E2,4.049658298E0,5.394302845E0
2.440565312E1,5.239921134E1,4.928705540E0,8.287242703E0,1.743000031E1,2.156999969E2,3.790092468E0,4.766670704E0
2.540582926E1,5.239908914E1,4.928553630E0,7.874016448E0,1.743000031E1,2.180000000E2,3.790092468E0,4.257771969E0
2.640588858E1,5.239896405E1,4.928401620E0,8.974885161E0,1.737999916E1,2.180000000E2,3.790092468E0,3.773127794E0
2.740587509E1,5.239883991E1,4.928257340E0,1.003932177E1,1.740999985E1,2.193999939E2,3.790092468E0,3.422852278E0
2.840506900E1,5.239871491E1,4.928103380E0,1.053960354E1,1.734000015E1,2.193999939E2,3.790092468E0,3.203820705E0
2.940531436E1,5.239858897E1,4.927950860E0,1.090731648E1,1.725000000E1,2.196000061E2,3.790092468E0,2.928739548E0
3.040547587E1,5.239846481E1,4.927797480E0,1.147779023E1,1.726000023E1,2.168999939E2,3.790092468E0,2.777575254E0
3.140565988E1,5.239833924E1,4.927640280E0,1.187595751E1,1.730999947E1,2.176999969E2,3.790092468E0,2.560850382E0
3.240522124E1,5.239821789E1,4.927490200E0,1.256624921E1,1.720000076E1,2.161999969E2,3.790092468E0,2.500000000E0
3.340539223E1,5.239808804E1,4.927339460E0,1.323675308E1,1.732999992E1,2.196999969E2,3.790092468E0,2.509904623E0
3.440556306E1,5.239796244E1,4.927176390E0,1.262893546E1,1.713999939E1,2.198000031E2,3.790092468E0,2.500000000E0
3.540602603E1,5.239783705E1,4.927026130E0,1.268793473E1,1.697999954E1,2.175000000E2,3.790092468E0,2.500000000E0
3.640526452E1,5.239771458E1,4.926881960E0,1.256243243E1,1.707999992E1,2.175000000E2,3.790092468E0,2.500000000E0
3.740537249E1,5.239759411E1,4.926741170E0,1.265354872E1,1.709000015E1,2.158999939E2,3.790092468E0,2.500000000E0
3.840456551E1,5.239746576E1,4.926596700E0,1.282753743E1,1.713999939E1,2.168999939E2,3.790092468E0,2.500000000E0
3.940489363E1,5.239734213E1,4.926455020E0,1.243415166E1,1.686000061E1,2.151999969E2,3.790092468E0,2.500000000E0
4.040437847E1,5.239721613E1,4.926327420E0,1.243493582E1,1.672999954E1,2.146000061E2,3.790092468E0,2.504605055E0
4.140452259E1,5.239709948E1,4.926195800E0,1.239325043E1,1.627000046E1,2.143999939E2,3.977350235E0,2.724089622E0
4.240447139E1,5.239696827E1,4.926056290E0,1.230704513E1,1.679000092E1,2.136999969E2,3.790092468E0,2.856434822E0
4.340453316E1,5.239684747E1,4.925927470E0,1.209799711E1,1.677000046E1,2.118999939E2,3.790092468E0,2.549036980E0
4.440467040E1,5.239672532E1,4.925797180E0,1.110275246E1,1.679999924E1,2.116000061E2,3.790092468E0,2.500000000E0
4.540475790E1,5.239659170E1,4.925671500E0,1.041547764E1,1.690999985E1,2.111999969E2,3.790092468E0,2.500000000E0
4.640408686E1,5.239646182E1,4.925539680E0,9.313470660E0,1.697999954E1,2.115000000E2,3.790092468E0,2.500000000E0
4.740451264E1,5.239632653E1,4.925412870E0,9.157137650E0,1.720999908E1,2.103000031E2,3.790092468E0,2.500000000E0
4.840498826E1,5.239619317E1,4.925285810E0,9.319166614E0,1.730999947E1,2.083000031E2,3.790092468E0,2.500000000E0
4.940450258E1,5.239605882E1,4.925159100E0,8.925347216E0,1.754000092E1,2.085000000E2,3.790092468E0,2.500000000E0
5.040498326E1,5.239592432E1,4.925036930E0,8.752782710E0,1.770000076E1,2.091000061E2,3.790092468E0,2.500000000E0
5.140405680E1,5.239577841E1,4.924913980E0,7.901917875E0,1.803000069E1,2.081000061E2,3.790092468E0,2.500000000E0
5.240409055E1,5.239563620E1,4.924791580E0,7.506563989E0,1.820999908E1,2.071999969E2,3.790092468E0,2.500000000E0
5.340447878E1,5.239548740E1,4.924663910E0,6.707450122E0,1.854999924E1,2.083000031E2,3.790092468E0,2.500000000E0
5.440490149E1,5.239532993E1,4.924537440E0,6.251952594E0,1.913999939E1,2.051999969E2,3.790092468E0,2.500000000E0
5.540424691E1,5.239517578E1,4.924414910E0,5.365981131E0,1.895999908E1,2.046000061E2,3.790092468E0,2.500000000E0
5.640433654E1,5.239501905E1,4.924283960E0,4.847188593E0,1.918000031E1,2.011000061E2,3.790092468E0,2.500000000E0
5.740445336E1,5.239486058E1,4.924166810E0,4.211763479E0,1.937999916E1,2.028000031E2,3.790092468E0,2.500000000E0
5.840431336E1,5.239470291E1,4.924047820E0,3.510176322E0,1.939999962E1,2.031999969E2,3.790092468E0,2.500000000E0
5.940419472E1,5.239453190E1,4.923928780E0,2.640906647E0,1.973999977E1,2.001000061E2,3.790092468E0,2.604382038E0
6.040500524E1,5.239437335E1,4.923816010E0,2.802908318E0,1.954999924E1,2.041000061E2,3.790092468E0,2.822895765E0
6.140409227E1,5.239419854E1,4.923696210E0,2.879677747E0,2.009000015E1,2.003999939E2,3.790092468E0,2.858473301E0
6.240418972E1,5.239403137E1,4.923573010E0,2.508457987E0,1.997999954E1,1.976000061E2,3.790092468E0,3.093453884E0
6.340418274E1,5.239386300E1,4.923469760E0,2.180705222E0,1.988999939E1,2.020000000E2,9.935046196E0,3.180022240E0
6.440499805E1,5.239370567E1,4.923363750E0,1.663208210E0,1.984000015E1,2.060000000E2,9.935046196E0,3.307104111E0
6.540404914E1,5.239353751E1,4.923259120E0,3.885555364E-1,2.001000023E1,2.026999969E2,9.935046196E0,3.236338854E0
6.640409997E1,5.239336493E1,4.923144920E0,-4.400693911E-2,1.994000053E1,2.023000031E2,9.935046196E0,3.234433174E0
6.740410138E1,5.239319513E1,4.923033950E0,-1.826792993E-1,1.985000038E1,1.996999969E2,9.935046196E0,3.186117887E0
