"Time (s)","Pressure (hPa)"
4.327585100E-1,1.014960327E3
9.327555930E-1,1.014844482E3
1.432751010E0,1.014868164E3
1.932761270E0,1.014804321E3
2.432760802E0,1.014778687E3
2.932760229E0,1.014907715E3
3.432727624E0,1.014652344E3
3.932747260E0,1.014860107E3
4.432759477E0,1.014854736E3
4.932762029E0,1.014859619E3
5.432760310E0,1.014751465E3
5.932759946E0,1.014699219E3
6.432760362E0,1.014782715E3
6.932761664E0,1.014810913E3
7.432760675E0,1.014850220E3
7.932759789E0,1.014868774E3
8.432760310E0,1.014898315E3
8.932760675E0,1.014908081E3
9.432747914E0,1.014942017E3
9.932758748E0,1.014933960E3
1.043275021E1,1.014962158E3
1.093275130E1,1.014974609E3
1.143275073E1,1.014996338E3
1.193275083E1,1.015012451E3
1.243275151E1,1.015036987E3
1.293275099E1,1.015048584E3
1.343274922E1,1.015066406E3
1.393275120E1,1.015089966E3
1.443275057E1,1.015110352E3
1.493275224E1,1.015109131E3
1.543275078E1,1.015156372E3
1.593275203E1,1.015232300E3
1.643275052E1,1.015450195E3
1.693275151E1,1.015476685E3
1.743276088E1,1.015505493E3
1.793275099E1,1.015529175E3
1.843275073E1,1.015504272E3
1.893275026E1,1.015509033E3
1.943274812E1,1.015512939E3
1.993272687E1,1.015514038E3
2.020912344E1,1.015524902E3
2.030912291E1,1.015524902E3
2.080912291E1,1.015511963E3
2.130912291E1,1.015522217E3
2.180912291E1,1.015538086E3
2.230912291E1,1.015526367E3
2.280912291E1,1.015535156E3
2.330912291E1,1.015545654E3
2.380912291E1,1.015543335E3
2.430912291E1,1.015559937E3
2.480912291E1,1.015584351E3
2.530912291E1,1.015575439E3
2.580912291E1,1.015593018E3
2.630912291E1,1.015577393E3
2.680912291E1,1.015592529E3
2.730912291E1,1.015568359E3
2.780912291E1,1.015573730E3
2.830912291E1,1.015582764E3
2.880912291E1,1.015588745E3
2.930912291E1,1.015592285E3
2.980912291E1,1.015583374E3
3.030912291E1,1.015590942E3
