"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.743416870E-1,-2.958112657E-1,2.565632015E-2,-2.994764447E-1
7.784841350E-1,-2.948949635E-1,-3.752236962E-1,-2.322813272E-1
1.282627156E0,-4.676169753E-1,-1.157741427E0,4.546361268E-1
1.786770645E0,-7.851139307E-1,-1.146898627E0,1.076496482E0
2.290914499E0,9.248492718E-1,-1.235779405E0,1.893680729E-2
2.795058718E0,2.701549530E-1,3.436114490E-1,4.132500291E-1
3.299203041E0,-4.589121640E-1,1.627954692E-1,-1.324049383E-1
3.803347364E0,-1.082757786E-1,-1.679878123E-2,-2.379318327E-1
4.307491456E0,1.803578287E-1,1.299614757E-1,3.006981909E-1
4.811635779E0,-9.330959618E-2,-1.120936871E-1,-1.817322671E-1
5.315780050E0,-2.809978127E-1,-4.276053514E-3,-6.291907281E-2
5.819924164E0,-1.374445739E-3,-3.955349326E-2,-4.581485689E-2
6.324068123E0,-3.909534588E-2,-3.894263133E-2,4.428769648E-2
6.828211873E0,1.101083755E-1,-1.235474050E-1,-3.145953640E-2
7.332355154E0,2.390008420E-1,-2.716821134E-1,1.027780026E-1
7.836497758E0,2.073885947E-1,-4.164570570E-1,-2.449567765E-1
8.340639529E0,-2.107483521E-2,-1.299614757E-1,2.255618125E-1
8.844780675E0,1.160643063E-2,-5.390881747E-2,-8.536835015E-2
9.348921196E0,1.444695145E-1,-1.105665267E-1,-6.414080411E-2
9.853060935E0,-2.748891478E-3,-1.313359290E-2,-4.123337194E-2
1.035720005E1,2.275471389E-2,-1.262962967E-1,1.127045527E-1
1.086133854E1,1.944077164E-1,2.443459118E-3,-3.943132162E-1
1.136547635E1,-1.310304999E-1,-5.910116807E-2,4.421133697E-1
1.186961354E1,6.780599058E-2,5.742128938E-2,-3.368919194E-1
1.237374995E1,-8.842267841E-2,-3.359756200E-3,3.846921027E-1
1.287788562E1,8.872810751E-2,9.926552884E-3,-3.765981495E-1
1.338202073E1,-1.435532235E-2,8.399390616E-3,2.098320574E-1
1.388615521E1,-1.954767294E-2,-5.497782957E-3,-2.641990222E-2
1.439028901E1,4.398226365E-2,-1.075121984E-1,-1.146898642E-1
1.489442224E1,-1.557705179E-2,5.009091273E-2,2.977965772E-2
1.539855489E1,1.130099874E-2,4.398226365E-2,-1.284343153E-1
1.590268713E1,-1.299614757E-1,2.684750557E-1,1.611155868E-1
1.640681880E1,1.267544478E-1,-2.342666388E-1,3.726275265E-2
1.691095000E1,8.857538924E-3,-1.875354946E-1,-3.405570984E-2
1.741508068E1,3.970621154E-3,1.479819864E-1,-3.985892609E-2
1.791921078E1,-6.261364091E-3,3.344484791E-2,1.082757786E-1
1.842334047E1,1.389717404E-2,2.015853859E-2,-2.138026757E-3
1.892746969E1,1.878409274E-2,-2.519817278E-2,-1.664606482E-2
1.943159854E1,-2.932151034E-2,9.162971983E-4,1.466075517E-2
1.993572718E1,-6.566796452E-3,2.306014486E-2,4.459312931E-2
2.043985541E1,6.566796452E-2,-4.138609022E-2,-4.566214234E-2
2.094398333E1,1.221729536E-2,-3.695731983E-2,4.520399496E-2
2.144811088E1,2.641990222E-2,-9.162971750E-3,-4.810560122E-2
2.195223807E1,-2.611446939E-2,3.283398226E-2,1.420260593E-2
2.245636495E1,1.832594350E-2,-6.108647794E-4,-3.100138716E-2
2.296049161E1,2.886336111E-2,-4.581485689E-2,7.024944760E-3
2.346461802E1,-4.581485875E-3,2.061668597E-2,-6.688969582E-2
2.396874416E1,9.773836471E-3,-1.710421406E-2,-2.565632015E-2
2.447287005E1,-5.100720748E-2,5.329795182E-2,5.635227636E-2
2.497699562E1,-3.359756200E-3,2.825249545E-2,-1.695149764E-2
2.548112088E1,4.276053514E-3,-5.497782957E-3,-3.817904973E-3
2.598524573E1,-7.635809598E-4,-7.024944760E-3,-1.527161949E-4
2.648937026E1,-5.436696485E-2,3.756818548E-2,1.756236330E-2
2.699349437E1,-2.748891478E-3,1.237001177E-2,-1.771507785E-2
2.749761833E1,-4.199695215E-2,4.642572254E-2,-2.443459118E-3
2.800174192E1,4.428769648E-2,-3.084867075E-2,-3.023780696E-2
2.850586515E1,-2.382372692E-2,1.237001177E-2,6.673697382E-2
2.900998807E1,1.847865991E-2,-1.588248461E-2,-1.618791744E-2
2.951411068E1,1.725693047E-2,-3.665188700E-2,3.054323897E-4
3.001823297E1,3.084867075E-2,3.054323897E-4,-5.115992576E-2
3.052235500E1,9.162971983E-4,-1.466075517E-2,9.162971983E-4
3.102647672E1,1.267544460E-2,-1.511890348E-2,1.175914705E-2
3.153059823E1,3.940077871E-2,-5.772672221E-2,-3.222311661E-2
3.203471942E1,-1.069013402E-2,4.428769462E-3,6.872228812E-3
3.253884036E1,-2.321286127E-2,6.169734150E-2,-2.718348242E-2
3.304296094E1,-5.406153202E-2,4.612028971E-2,4.948004708E-2
3.354708130E1,-8.185587823E-2,2.474002354E-2,3.283398226E-2
3.405120135E1,5.696314201E-2,-4.199695215E-2,-5.574141070E-2
3.455532120E1,1.924224012E-2,-9.162971983E-4,7.177661173E-3
3.505944083E1,1.221729536E-2,-4.276053514E-3,-1.695149764E-2
3.556356036E1,1.206457894E-2,-1.634063199E-2,-1.191186346E-2
3.606767984E1,8.857538924E-3,-1.389717404E-2,1.649334840E-2
3.657179942E1,2.015853859E-2,-1.145371422E-2,4.581485991E-4
3.707591916E1,7.941242307E-3,-3.955349326E-2,-1.145371422E-2
3.758003906E1,-4.764745384E-2,8.048143238E-2,2.748891478E-3
3.808415911E1,-1.221729559E-3,-1.114828233E-2,4.581485991E-4
3.858827932E1,-8.857538924E-3,7.941242307E-3,1.130099874E-2
3.909239963E1,4.031707719E-2,-4.978547990E-2,-1.695149764E-2
3.959652000E1,-1.847865991E-2,3.970621154E-3,1.679878123E-2
4.010064031E1,2.611446939E-2,-1.145371422E-2,-1.298087649E-2
4.060476073E1,-2.519817278E-2,2.458730713E-2,1.069013379E-3
4.110888120E1,7.941242307E-3,-6.093376130E-2,-7.483093534E-3
4.161300166E1,-3.619373962E-2,8.093958721E-3,3.222311661E-2
4.211712224E1,3.543015569E-2,-4.001164436E-2,-3.176496923E-2
4.262124286E1,-5.345067009E-3,-1.374445739E-3,2.076940238E-2
4.312536344E1,1.603520103E-2,-2.229656465E-2,-7.330377586E-3
4.362948396E1,1.527161949E-4,-4.734201822E-3,-1.832594397E-3
4.413360427E1,-1.069013379E-3,-9.926552884E-3,-5.192350596E-3
4.463772437E1,6.566796452E-3,-1.588248461E-2,-1.130099874E-2
4.514184432E1,-6.872228812E-3,1.817322709E-2,8.246674202E-3
4.564596422E1,3.970621154E-3,7.177661173E-3,-4.276053514E-3
4.615008432E1,-6.872228812E-3,-2.168569900E-2,-1.069013379E-3
4.665420515E1,2.901607659E-3,-1.023198478E-2,-1.374445739E-3
4.715832672E1,3.130681813E-2,-3.558287397E-2,1.527161920E-3
4.766244922E1,2.871064469E-2,-3.390299529E-2,-6.414080039E-3
4.816657260E1,-1.282816008E-2,7.177661173E-3,-4.428769462E-3
4.867069682E1,1.863137633E-2,-1.481347065E-2,-9.468403645E-3
4.917482192E1,-3.100138716E-2,2.504545636E-2,1.130099874E-2
4.967894797E1,1.099556591E-2,-2.428187430E-2,-1.817322709E-2
5.018307495E1,-6.872228812E-3,-1.527161989E-2,1.252272818E-2
5.068720281E1,4.108065739E-2,-2.458730713E-2,-2.229656465E-2
5.119133140E1,-4.016435891E-2,6.856957078E-2,4.856374860E-2
5.169546041E1,3.161225095E-2,-7.391463965E-2,-8.933897316E-2
5.219958989E1,-4.581485689E-2,1.557705179E-2,4.184423760E-2
5.270371953E1,-1.710421406E-2,1.237001177E-2,9.957095981E-2
5.320784927E1,4.673115537E-2,-4.932733253E-2,-2.098320574E-1
5.371197901E1,1.038470119E-2,1.069013402E-2,1.366809905E-1
5.421610864E1,3.054323979E-2,-6.414080411E-2,-1.420260593E-2
5.472025052E1,2.596175298E-3,-4.108065739E-2,-6.414080039E-3
5.522436713E1,4.444041103E-2,1.893680729E-2,-2.107483521E-2
5.572849588E1,7.819069177E-2,-6.734783947E-2,-3.054323979E-2
5.623262437E1,-2.244928107E-2,4.520399496E-2,1.206457894E-2
5.673675260E1,-1.420260593E-2,-3.817904973E-3,5.650499370E-3
5.724088057E1,-2.122755162E-2,3.084867075E-2,-6.322450191E-2
5.774500828E1,2.290742844E-2,-1.343902480E-2,2.489273995E-2
5.824913583E1,2.916879393E-2,-1.710421406E-2,8.093958721E-3
5.875326364E1,2.412915789E-2,-3.436114267E-2,1.114828233E-2
5.925739234E1,4.444041103E-2,-3.741546720E-2,-6.062832847E-2
