"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
0.000000000E0,-3.960394263E-1,6.586773396E-1,-1.313762665E-1
1.974777810E-1,9.964084029E-1,6.874389648E-1,-3.848333359E-1
6.974777810E-1,-3.754776716E-1,6.615788937E-1,-6.728601456E-1
1.197477781E0,-1.105015039E0,8.517927527E-1,-1.336908340E-1
1.697477781E0,-2.698050499E0,2.784270287E0,3.862303495E0
2.197477781E0,3.235731602E0,-1.288728714E-1,2.086840391E0
2.697477781E0,-1.050096035E0,-6.259875298E-1,-1.022011042E0
3.197477781E0,4.530978203E-1,-2.296228409E-1,-1.052240610E0
3.697477781E0,-1.721631765E0,-1.169751167E0,4.788742959E-1
4.197477781E0,-6.958417892E-1,-7.498755455E-1,-5.365531445E-1
4.697477781E0,3.027143478E-1,-1.647949219E-1,-3.395782113E-1
5.197477781E0,-1.007538319E0,-8.505477905E-1,4.564128518E-1
5.697477781E0,-1.750016212E-1,-4.025640488E-1,-6.173843145E-1
6.197477781E0,2.645874023E-2,-7.237911224E-2,-5.870530605E-1
6.697477781E0,1.232247353E-1,8.749961853E-2,-1.643276811E-1
7.197477781E0,1.986169815E-2,-2.100086212E-2,-3.281091452E-1
7.697477781E0,7.835745811E-1,2.089319229E-1,-2.079808712E-1
8.197477781E0,-8.570175171E-1,-9.933009148E-1,3.450092971E-1
8.697477781E0,4.134306908E-1,-1.845216751E-1,4.325478673E-1
9.197477781E0,-7.057313919E-1,-1.767349243E-1,-8.601938486E-1
9.697477781E0,-2.444224358E-1,-4.273509979E-1,-3.157969713E-1
1.019747778E1,-1.153454781E-1,-2.709712982E-1,-1.912343502E-1
1.069747778E1,4.004178047E-1,2.784223557E-1,2.198283672E-1
1.119747778E1,-6.259074211E-1,-1.149976730E0,-4.155700207E-1
1.169747778E1,8.454456329E-1,3.438053131E-1,3.457835317E-1
1.219747778E1,-6.411929131E-1,-7.030920982E-1,-4.152195454E-1
1.269747778E1,3.008623123E-1,4.275760651E-1,9.483993053E-2
1.319747778E1,-7.487468719E-1,-6.904115677E-1,-1.822515726E-1
1.369747778E1,2.822766304E-1,-6.492471695E-1,-2.653043270E-1
1.419747778E1,1.985268593E-1,-1.040496826E-1,2.538132668E-2
1.469747778E1,-8.284344673E-1,2.057414055E-1,-1.557255983E-1
