"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,1.740778446E0,3.784249067E0,8.344370842E0
1.893153100E-2,1.242473125E0,3.528815269E0,8.225327492E0
5.189315310E-1,7.800601721E-1,1.872981906E0,9.358927727E0
1.018931531E0,2.049452543E0,4.869394004E-1,9.349356651E0
1.518931531E0,7.036693096E0,-2.997608662E0,5.873781204E0
2.018931531E0,6.010770321E0,-7.074379921E0,1.866401732E-1
2.518931531E0,5.079364300E0,-8.298309326E0,-2.835494876E-1
3.018931531E0,5.027918816E0,-8.490931511E0,1.054636598E0
3.518931531E0,3.440878868E0,-9.395418167E0,6.472585201E-1
4.018931531E0,5.694917679E0,-8.233104706E0,-7.034898400E-1
4.518931531E0,4.390231133E0,-9.287142754E0,8.530412912E-1
5.018931531E0,4.394418716E0,-8.734998703E0,6.652047038E-1
5.518931531E0,4.968696117E0,-8.476573944E0,-1.225125194E0
6.018931531E0,5.552545071E0,-8.203792572E0,-1.192822099E0
6.518931531E0,5.324628353E0,-8.070392609E0,-1.084546804E0
7.018931531E0,5.230710506E0,-8.130811691E0,-1.228714466E0
7.518931531E0,5.553143024E0,-7.515257835E0,-1.929811478E0
8.018931531E0,5.540580750E0,-8.824729919E0,-1.083350420E0
8.518931531E0,6.021538258E0,-7.954938889E0,-9.619147182E-1
9.018931531E0,5.002793789E0,-9.252447128E0,-1.676770449E0
9.518931531E0,5.149354458E0,-8.447860718E0,-1.453041553E0
1.001893153E1,5.674578667E0,-8.423932076E0,-9.954141974E-1
1.051893153E1,5.194219589E0,-7.827520847E0,-1.532602906E0
1.101893153E1,4.520640373E0,-8.553144455E0,-1.381855130E0
1.151893153E1,5.011766911E0,-8.382656097E0,-1.128215909E0
1.201893153E1,4.418945312E0,-8.450253487E0,-1.475175142E0
1.251893153E1,5.838487148E0,-8.432307243E0,-1.317248821E0
1.301893153E1,4.529015064E0,-8.194221497E0,-1.252642632E0
1.351893153E1,4.749154568E0,-8.612964630E0,-1.765903115E0
1.401893153E1,5.620141983E0,-9.035298347E0,-1.466202021E0
1.451893153E1,5.459224701E0,-8.631509781E0,-9.110672474E-1
1.501893153E1,5.528616905E0,-8.159524918E0,-1.228714466E0
1.551893153E1,5.524429321E0,-7.781459332E0,-1.150349498E0
1.601893153E1,5.665007591E0,-7.945367813E0,-3.616751432E0
1.651893153E1,5.593223095E0,-8.103892326E0,-1.520040631E0
1.701893153E1,4.817948341E0,-7.323832035E0,-3.577269912E-1
1.751893153E1,5.574080467E0,-7.969295979E0,-2.577668190E0
1.801893153E1,4.927420139E0,-8.261817932E0,-1.627119422E0
1.851893153E1,5.039284706E0,-8.350951195E0,-1.298704505E0
1.901893153E1,5.356333256E0,-8.309076309E0,-1.530210137E0
1.951893153E1,5.516652584E0,-8.321041107E0,-1.131206870E0
2.001893153E1,5.325226784E0,-8.137392044E0,-1.570888042E0
2.051893153E1,5.450850010E0,-8.285148621E0,-1.480558991E0
2.101893153E1,5.352146149E0,-7.993822098E0,-1.210768223E0
2.151893153E1,5.349154949E0,-8.261219978E0,-1.277767301E0
2.201893153E1,5.382654667E0,-8.111668587E0,-1.341177106E0
2.251893153E1,5.598008633E0,-8.237292290E0,-1.304686546E0
2.301893153E1,5.106283665E0,-8.328219414E0,-1.190429211E0
2.351893153E1,4.713860512E0,-7.837690353E0,-1.236491084E0
2.401893153E1,5.402993679E0,-8.221738815E0,-1.229910851E0
2.451893153E1,5.641079426E0,-8.414958954E0,-1.439282775E0
2.501893153E1,5.372485161E0,-8.187042236E0,-1.175474167E0
2.551893153E1,5.115854740E0,-7.954938889E0,-1.130608678E0
2.601893153E1,5.133202553E0,-7.980661869E0,-1.350748420E0
2.651893153E1,5.136193752E0,-7.856235027E0,-1.276570916E0
2.701893153E1,4.954339504E0,-7.899305820E0,-1.462612867E0
2.751893153E1,5.605785370E0,-8.084151268E0,-1.929811478E0
2.801893153E1,5.772684574E0,-8.417949677E0,-1.625923038E0
2.851893153E1,5.718846321E0,-8.019545555E0,-1.570888042E0
2.901893153E1,4.831707001E0,-8.294719696E0,-1.623530149E0
2.951893153E1,5.103292465E0,-8.072187424E0,-1.709671736E0
3.001893153E1,5.134997368E0,-8.165507317E0,-1.448255897E0
3.051893153E1,5.816353798E0,-8.323433876E0,-1.442273855E0
3.101893153E1,5.358128071E0,-8.132007599E0,-1.044467092E0
3.151893153E1,5.190630436E0,-8.059026718E0,-1.140179992E0
3.201893153E1,5.576473236E0,-8.137392044E0,-1.172483087E0
3.251893153E1,5.141577721E0,-8.099106789E0,-1.067198873E0
3.301893153E1,5.717649937E0,-8.042875290E0,-1.186840057E0
3.351893153E1,4.817948341E0,-8.209176064E0,-1.896311998E0
3.401893153E1,5.114060402E0,-7.922037601E0,-1.713261008E0
3.451893153E1,5.337789059E0,-8.004590034E0,-1.595414519E0
3.501893153E1,5.241477966E0,-8.081160545E0,-1.534397483E0
3.551893153E1,5.483152866E0,-8.053044319E0,-1.226919770E0
3.601893153E1,5.485546112E0,-7.899305820E0,-1.405783296E0
3.651893153E1,5.053641319E0,-7.760521889E0,-1.482353687E0
3.701893153E1,5.340780258E0,-7.947162151E0,-1.374676585E0
3.751893153E1,5.428716183E0,-8.078168869E0,-1.625923038E0
3.801893153E1,5.670989513E0,-8.020741463E0,-1.789831281E0
3.851893153E1,5.513063431E0,-8.148159027E0,-1.901695848E0
3.901893153E1,5.657829285E0,-7.912466049E0,-1.159920812E0
3.951893153E1,5.481358528E0,-7.891529083E0,-1.372283816E0
4.001893153E1,5.260620594E0,-7.707880020E0,-1.423131227E0
4.051893153E1,5.662614822E0,-7.838887215E0,-1.239482164E0
4.101893153E1,5.554937840E0,-7.983652592E0,-1.212562919E0
4.151893153E1,5.382056236E0,-7.864609718E0,-1.768894196E0
4.201893153E1,5.309075356E0,-7.878368378E0,-1.612762451E0
4.251893153E1,5.057230473E0,-7.979465485E0,-1.674975872E0
4.301893153E1,5.216353416E0,-7.926225185E0,-1.580459356E0
4.351893153E1,5.239085197E0,-7.841877937E0,-1.587039590E0
4.401893153E1,5.306084156E0,-7.866404533E0,-1.537388563E0
4.451893153E1,5.458626747E0,-7.875975609E0,-1.587637782E0
4.501893153E1,5.239085197E0,-7.926823139E0,-1.609771490E0
4.551893153E1,5.407779217E0,-8.219944000E0,-1.506281853E0
4.601893153E1,5.418546677E0,-8.011170387E0,-1.703689694E0
4.651893153E1,5.303691387E0,-7.986045361E0,-1.679761529E0
4.701893153E1,5.335994720E0,-8.018946648E0,-1.542772412E0
4.751893153E1,5.243870735E0,-8.012965202E0,-1.526620865E0
4.801893153E1,5.184050083E0,-7.931010723E0,-1.599601984E0
4.851893153E1,5.325226784E0,-8.008178711E0,-1.625923038E0
4.901893153E1,5.291129112E0,-8.001599312E0,-1.543968797E0
4.951893153E1,5.280361176E0,-7.802396297E0,-1.684547186E0
5.001893153E1,5.176871777E0,-8.325826645E0,-1.780260086E0
5.051893153E1,5.270191669E0,-7.940581799E0,-2.082952023E0
5.101893153E1,5.644070625E0,-8.248658180E0,-2.375474691E0
5.151893153E1,6.055635929E0,-8.350951195E0,-2.142772675E0
5.201893153E1,5.154139996E0,-8.087740898E0,-1.849053741E0
5.251893153E1,4.829912663E0,-7.411170006E0,-1.759921074E0
5.301893153E1,5.481358528E0,-7.890332699E0,-2.023131609E0
5.351893153E1,5.003990173E0,-8.496315002E0,-1.926820397E0
5.401893153E1,4.849055290E0,-8.338388443E0,-1.954337835E0
5.451893153E1,5.406582832E0,-8.356932640E0,-1.349551916E0
5.501893153E1,4.867001057E0,-7.652246952E0,-1.392622828E0
5.551893153E1,5.326423168E0,-8.044670105E0,-1.336989641E0
5.601893153E1,5.265406132E0,-8.520243645E0,-2.131406784E0
5.651893153E1,5.093122959E0,-8.453244209E0,-1.523031592E0
5.701893153E1,5.184050083E0,-8.113463402E0,-1.168893814E0
5.751893153E1,5.023731232E0,-7.765307903E0,-1.232901812E0
5.801893153E1,5.248656273E0,-8.180462837E0,-1.456032634E0
5.851893153E1,5.527420521E0,-8.365307808E0,-1.721037745E0
5.901893153E1,5.572285652E0,-8.323433876E0,-1.493121386E0
5.951893153E1,5.033302307E0,-8.218747139E0,-1.392622828E0
6.001893153E1,5.346762180E0,-7.749155998E0,-1.312463164E0
6.051893153E1,5.447260857E0,-8.099106789E0,-1.597209096E0
6.101893153E1,5.590830326E0,-7.909475327E0,-1.587039590E0
6.151893153E1,5.605186939E0,-8.239086151E0,-2.161317110E0
