"Time (s)","Pressure (hPa)"
4.451634930E-1,1.016315796E3
9.451617230E-1,1.016278442E3
1.445153806E0,1.016193726E3
1.945134431E0,1.016272217E3
2.445129639E0,1.016256470E3
2.945162660E0,1.016293579E3
3.445164587E0,1.016283936E3
3.945145160E0,1.016324219E3
4.445159066E0,1.016286621E3
4.945163129E0,1.016301270E3
5.445165681E0,1.016296875E3
5.945135212E0,1.016247681E3
6.445152191E0,1.016255493E3
6.945140577E0,1.016271240E3
7.445164535E0,1.016265137E3
7.945142816E0,1.016288696E3
8.445163493E0,1.016255615E3
8.945149587E0,1.016249756E3
9.445129170E0,1.016233032E3
9.707130316E0,1.016243652E3
9.807136670E0,1.016243652E3
1.030713667E1,1.016258545E3
1.080713667E1,1.016269775E3
1.130713667E1,1.016216553E3
1.180713667E1,1.016124756E3
1.230713667E1,1.016207886E3
1.280713667E1,1.016197388E3
1.330713667E1,1.016199707E3
1.380713667E1,1.016230835E3
1.430713667E1,1.016219238E3
1.480713667E1,1.016295532E3
1.530713667E1,1.016268921E3
1.580713667E1,1.016211426E3
1.630713667E1,1.016236694E3
1.680713667E1,1.016241943E3
1.730713667E1,1.016238892E3
1.780713667E1,1.016266357E3
1.830713667E1,1.016234253E3
1.880713667E1,1.016254517E3
1.930713667E1,1.016277344E3
1.980713667E1,1.016303711E3
2.030713667E1,1.016327393E3
2.080713667E1,1.016334106E3
2.130713667E1,1.016344116E3
2.180713667E1,1.016354370E3
2.230713667E1,1.016345947E3
2.280713667E1,1.016384521E3
2.330713667E1,1.016361206E3
2.380713667E1,1.016356567E3
2.430713667E1,1.016382812E3
2.480713667E1,1.016352051E3
2.530713667E1,1.016365356E3
2.580713667E1,1.016381714E3
2.630713667E1,1.016371826E3
2.680713667E1,1.016390625E3
2.730713667E1,1.016372925E3
2.780713667E1,1.016364136E3
2.830713667E1,1.016328125E3
2.880713667E1,1.016272827E3
2.930713667E1,1.016288696E3
2.980713667E1,1.016308350E3
3.030713667E1,1.016312744E3
3.080713667E1,1.016297363E3
3.130713667E1,1.016304932E3
3.180713667E1,1.016299072E3
