"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-1.079761267E0,7.002595425E0,7.435696602E0
1.984797300E-2,-9.224331379E-1,7.106683254E0,7.463811874E0
5.198479730E-1,-1.399801224E-1,5.452046394E0,7.381259441E0
1.019847973E0,-1.429113269E0,5.630909920E0,1.148195934E1
1.519847973E0,-4.223332107E-1,4.135993958E0,5.667998791E0
2.019847973E0,-2.191825628E0,5.980261803E0,6.501897335E0
2.519847973E0,-5.389832854E-1,6.538387775E0,7.524230957E0
3.019847973E0,-6.795616150E-1,4.991427898E0,8.560322762E0
3.519847973E0,8.823533654E-1,5.993422508E0,8.068597794E0
4.019847973E0,4.863412082E-1,5.328217983E0,9.023932457E0
4.519847973E0,1.135992527E0,4.456632137E0,7.756334782E0
5.019847973E0,1.149751306E0,4.021736622E0,7.783253670E0
5.519847973E0,1.015753269E0,4.614558697E0,8.754141808E0
6.019847973E0,1.007976532E0,4.643870354E0,8.868997574E0
6.519847973E0,1.398604870E0,4.756931305E0,8.060222626E0
7.019847973E0,4.175475538E-1,3.887738705E0,8.829515457E0
7.519847973E0,-8.865407705E-1,3.538386583E0,8.789435387E0
8.019847973E0,-7.100701332E-1,3.449253798E0,8.909674644E0
8.519847973E0,-1.021137118E0,3.848855257E0,9.605986595E0
9.019847973E0,-1.087537885E0,3.388236761E0,8.748159409E0
9.519847973E0,-1.721635938E0,3.702893019E0,9.034101486E0
1.001984797E1,-2.134397745E0,3.397808075E0,9.030512810E0
1.051984797E1,-1.352542996E0,3.624528170E0,8.133802414E0
1.101984797E1,-1.606780410E0,3.428316593E0,9.553942680E0
1.151984797E1,-1.831107497E0,3.854238987E0,7.042675018E0
1.201984797E1,-2.383251429E0,4.427918434E0,9.895518303E0
1.251984797E1,-1.866401672E0,3.609572887E0,9.362516403E0
1.301984797E1,-1.527817249E0,4.080958843E0,8.756534576E0
1.351984797E1,-1.767697692E0,3.824927092E0,8.602795601E0
1.401984797E1,-1.381855130E0,4.359723091E0,6.751348972E0
1.451984797E1,-2.295913219E0,4.886143684E0,9.071788788E0
1.501984797E1,-1.433898926E0,4.283152580E0,8.819944382E0
1.551984797E1,-1.593619823E0,4.272384644E0,8.313861847E0
1.601984797E1,-1.475773335E0,4.480560303E0,9.167501450E0
1.651984797E1,-1.118046403E0,4.615156651E0,8.204390526E0
1.701984797E1,-1.003190875E0,5.469992638E0,1.009472084E1
1.751984797E1,-1.638485312E0,4.195814610E0,1.058764172E1
1.801984797E1,-7.657032609E-1,4.549354076E0,7.935796261E0
1.851984797E1,-1.712064624E0,4.857429981E0,8.456234932E0
1.901984797E1,-1.256830096E0,5.575276852E0,7.732406139E0
1.951984797E1,-5.898307562E-1,5.262415409E0,7.492526054E0
2.001984797E1,-9.876375198E-1,5.011766911E0,9.567701340E0
2.051984797E1,-1.095912814E0,5.356333256E0,7.047461033E0
2.101984797E1,-8.434699774E-1,5.392225742E0,7.842476368E0
2.151984797E1,-1.735992789E0,5.143372059E0,8.649456024E0
2.201984797E1,-1.180259824E0,5.213362217E0,8.933603287E0
2.251984797E1,-9.320043921E-1,5.784050465E0,8.464610100E0
2.301984797E1,-3.720839322E-1,5.181059361E0,7.612765312E0
2.351984797E1,-1.145563841E0,5.408975601E0,8.875576973E0
2.401984797E1,-6.376872063E-1,5.194219589E0,8.182256699E0
2.451984797E1,-1.234696507E0,5.265406132E0,8.146365166E0
2.501984797E1,-1.009771109E0,5.178068161E0,8.151150703E0
2.551984797E1,-9.092726111E-1,5.527420521E0,8.582456589E0
2.601984797E1,-8.338986635E-1,5.376074314E0,8.073383331E0
2.651984797E1,-1.214357495E0,5.442475319E0,8.240880966E0
2.701984797E1,-7.944171429E-1,4.187439442E0,8.562715530E0
2.751984797E1,-1.528415442E0,4.036093712E0,9.195018768E0
2.801984797E1,-2.159522533E0,3.785445452E0,8.874381065E0
2.851984797E1,-4.995017350E-1,3.980460405E0,9.300303459E0
2.901984797E1,-1.384846091E0,4.072584152E0,8.918647766E0
2.951984797E1,-1.212562919E0,4.184448719E0,9.055637360E0
3.001984797E1,-1.326820135E0,4.073780537E0,8.682356834E0
3.051984797E1,-1.359123230E0,4.231706619E0,8.819944382E0
3.101984797E1,-1.281356573E0,4.059423447E0,8.706883430E0
3.151984797E1,-1.529611826E0,4.150949001E0,8.903095245E0
3.201984797E1,-1.356132269E0,4.203591347E0,8.830712318E0
3.251984797E1,-1.293320656E0,4.025924206E0,8.840283394E0
3.301984797E1,-1.371685624E0,4.191029072E0,8.786444664E0
3.351984797E1,-1.417747378E0,4.027718544E0,8.744570732E0
3.401984797E1,-1.336391449E0,4.037888050E0,8.711071014E0
3.451984797E1,-1.456630826E0,4.013959885E0,8.800801277E0
3.501984797E1,-1.387837172E0,4.048655987E0,8.789435387E0
3.551984797E1,-1.433898926E0,4.110869408E0,8.763712883E0
3.601984797E1,-1.462612867E0,4.064807415E0,8.702097893E0
3.651984797E1,-1.613958836E0,3.968496323E0,8.665607452E0
3.701984797E1,-1.490130305E0,4.019941807E0,8.806783676E0
3.751984797E1,-1.524826288E0,3.927220106E0,8.880363464E0
3.801984797E1,-1.523031592E0,4.057030678E0,8.787641525E0
3.851984797E1,-1.552343726E0,4.027718544E0,8.559724808E0
3.901984797E1,-1.487139225E0,4.064209461E0,8.818747520E0
3.951984797E1,-1.532602906E0,4.003790379E0,8.663812637E0
4.001984797E1,-1.601994753E0,4.064209461E0,8.821739197E0
4.051984797E1,-1.527817249E0,3.970290899E0,8.853444099E0
4.101984797E1,-1.422533035E0,4.128815651E0,8.739784241E0
4.151984797E1,-1.539781332E0,4.030709743E0,8.720642090E0
4.201984797E1,-1.543968797E0,4.094717979E0,8.849854469E0
4.251984797E1,-1.657627940E0,3.949951887E0,8.806783676E0
4.301984797E1,-1.641476393E0,4.042674065E0,8.828319550E0
4.351984797E1,-1.539781332E0,3.994817495E0,8.968298912E0
4.401984797E1,-9.924231768E-1,5.841478348E0,7.395616531E0
4.451984797E1,-1.652244091E0,4.394418716E0,8.705088615E0
4.501984797E1,-1.515853167E0,4.139583111E0,8.641678810E0
4.551984797E1,-1.333400369E0,4.530809879E0,9.389435768E0
4.601984797E1,-2.344966173E0,5.160720348E0,8.627322197E0
4.651984797E1,-1.482353687E0,3.434298754E0,9.874580383E0
4.701984797E1,-1.324427366E0,3.389433384E0,8.738588333E0
4.751984797E1,-3.792623878E-1,2.858226538E0,9.509077072E0
4.801984797E1,-1.774278045E0,4.533202648E0,6.465406895E0
4.851984797E1,-9.828519225E-1,2.809173822E0,9.136993408E0
4.901984797E1,-1.229910851E0,2.595614433E0,9.258428574E0
4.951984797E1,-1.200000525E0,2.616551638E0,9.396016121E0
5.001984797E1,-1.246062398E0,2.087737799E0,9.451649666E0
5.051984797E1,-1.208973646E0,2.227119684E0,9.684351921E0
5.101984797E1,-1.579262972E0,1.989033818E0,9.424730301E0
5.151984797E1,-1.635494232E0,2.016551256E0,9.607781410E0
5.201984797E1,-1.252642632E0,1.834696770E0,9.255437851E0
5.251984797E1,-1.702493310E0,1.731207132E0,9.440881729E0
5.301984797E1,-1.869392633E0,1.411765337E0,9.395418167E0
5.351984797E1,-1.496112347E0,1.789831281E0,9.403793335E0
5.401984797E1,-1.240678549E0,9.792626500E-1,1.030050373E1
5.451984797E1,-1.260419369E0,1.104287624E0,9.814162254E0
5.501984797E1,-1.041476011E0,2.413759947E0,9.428917885E0
5.551984797E1,-1.419542074E0,2.076970100E0,9.580862045E0
5.601984797E1,-3.314059377E-1,2.810370207E0,9.136993408E0
5.651984797E1,-3.463610709E-1,3.633501291E0,9.167501450E0
5.701984797E1,-1.112662554E-1,3.390031576E0,9.192028046E0
5.751984797E1,-1.369890928E0,2.951546669E0,9.625727654E0
5.801984797E1,-5.473581553E-1,3.852444410E0,1.084606647E1
5.851984797E1,-6.059823632E-1,3.165106058E0,9.655637741E0
5.901984797E1,-5.838487148E-1,3.821935892E0,1.060319519E1
5.951984797E1,-8.003991842E-1,3.556930780E0,9.366703987E0
6.001984797E1,-1.136590764E-1,3.554538012E0,9.207581520E0
6.051984797E1,-6.717849374E-1,3.645465374E0,9.193224907E0
6.101984797E1,-7.166503668E-1,3.131008387E0,9.196215630E0
6.151984797E1,-6.155536175E-1,3.014956474E0,9.363713264E0
6.201984797E1,-8.626125455E-1,2.231905222E0,9.397810936E0
6.251984797E1,-1.018146038E0,1.735394597E0,9.805787086E0
6.301984797E1,-3.828516304E-1,2.158325911E0,9.295517921E0
6.351984797E1,-1.142572761E0,1.503889084E0,9.780064583E0
6.401984797E1,-7.884350419E-1,1.357926846E0,9.545567513E0
6.451984797E1,-5.012963414E-1,1.486541033E0,9.694520950E0
6.501984797E1,-5.904290080E-1,1.398604870E0,9.778867722E0
6.551984797E1,-4.223332107E-1,1.326820135E0,9.531210899E0
6.601984797E1,-3.206382394E-1,1.190429211E0,9.823733330E0
6.651984797E1,-5.623133108E-2,8.374879360E-1,1.004865837E1
6.701984797E1,5.922235921E-2,1.957328916E0,9.605986595E0
6.751984797E1,5.168496966E-1,1.690529227E0,9.268000603E0
6.801984797E1,-2.452643216E-1,8.865407705E-1,1.029212856E1
6.851984797E1,-1.399801224E-1,1.308275819E0,9.429515839E0
6.901984797E1,-5.587241054E-1,1.965105653E0,1.038305569E1
6.951984797E1,-9.684949517E-1,2.214557409E0,9.681360245E0
7.001984797E1,-1.823330879E0,2.373680115E0,9.595218658E0
7.051984797E1,-1.603191137E0,2.803191662E0,9.278169632E0
7.101984797E1,-2.185245275E0,2.688336134E0,9.848857880E0
7.151984797E1,-1.998605132E0,2.793620348E0,8.574680328E0
7.201984797E1,-2.381456852E0,2.941377163E0,9.969695091E0
7.251984797E1,-3.211168051E0,3.183650494E0,8.108677864E0
7.301984797E1,-3.496512175E0,2.405983210E0,9.368498802E0
7.351984797E1,-2.897109985E0,3.241078377E0,7.715656757E0
7.401984797E1,-3.496512175E0,2.790031195E0,8.670392990E0
7.451984797E1,-2.860619545E0,3.178864956E0,8.742177963E0
7.501984797E1,-3.501297712E0,2.612962246E0,7.907082558E0
7.551984797E1,-2.600399971E0,2.225325108E0,9.451649666E0
7.601984797E1,-3.635295868E0,3.040679455E0,7.177271366E0
