"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,5.249830660E1,4.972572200E0,-3.330378185E-1,NaN,NaN,1.162899971E1,1.000000000E0
3.109977759E0,5.249828497E1,4.971144840E0,1.832766120E1,7.969999790E0,2.671000061E2,7.892462730E0,1.119182587E1
4.109665155E0,5.249828332E1,4.970939480E0,2.109224394E1,8.680000305E0,2.678999939E2,6.281142712E0,8.330159187E0
5.110097810E0,5.249827136E1,4.970820300E0,1.775493544E1,6.210000038E0,2.575000000E2,5.653736115E0,6.890889645E0
6.109349425E0,5.249825113E1,4.970700510E0,1.526032716E1,7.210000038E0,2.565000000E2,5.513494492E0,5.464716434E0
7.109724528E0,5.249821489E1,4.970627830E0,1.389328803E1,5.440000057E0,2.276999969E2,5.605958462E0,4.881299496E0
8.109473955E0,5.249819030E1,4.970543230E0,1.150526223E1,6.010000229E0,2.398000031E2,6.563692570E0,4.779440403E0
9.110074998E0,5.249812939E1,4.970451240E0,1.069902823E1,7.210000038E0,2.270000000E2,4.566545486E0,3.935057640E0
1.010972672E1,5.249805628E1,4.970410680E0,1.030357456E1,8.170000076E0,2.108999939E2,4.574515343E0,3.796009541E0
1.110949083E1,5.249796735E1,4.970308550E0,8.100626934E0,1.021000004E1,2.118999939E2,4.169532776E0,3.881841898E0
1.211017135E1,5.249789860E1,4.970228750E0,8.671891571E0,1.015999985E1,2.103000031E2,3.882338047E0,3.610312939E0
1.310997036E1,5.249780861E1,4.970131980E0,6.852856816E0,1.055000019E1,2.111000061E2,3.790092468E0,3.681653976E0
1.410923802E1,5.249772346E1,4.970044650E0,6.338888403E0,1.068999958E1,2.115000000E2,3.852434158E0,3.426220655E0
1.510946176E1,5.249763417E1,4.969964320E0,6.469449571E0,1.072999954E1,2.110000000E2,4.191562653E0,3.422672987E0
1.610974796E1,5.249754555E1,4.969878710E0,5.062105668E0,1.068999958E1,2.100000000E2,4.267766953E0,3.242264748E0
1.710957645E1,5.249747356E1,4.969795940E0,5.605226687E0,1.006999969E1,2.110000000E2,3.790092468E0,2.942963123E0
1.810934442E1,5.249739578E1,4.969719500E0,5.382352063E0,9.800000191E0,2.115000000E2,3.790092468E0,2.649033070E0
1.910929051E1,5.249732625E1,4.969649560E0,5.685127921E0,9.449999809E0,2.120000000E2,3.790092468E0,2.565137625E0
2.010932551E1,5.249726425E1,4.969586370E0,5.527896647E0,8.489999771E0,2.128000031E2,3.790092468E0,2.500000000E0
2.111013780E1,5.249719753E1,4.969528760E0,4.584224025E0,7.780000210E0,2.116000061E2,3.790092468E0,2.572286367E0
2.210944218E1,5.249715989E1,4.969491920E0,5.117167999E0,5.860000134E0,2.116999969E2,3.790092468E0,2.500000000E0
2.311017213E1,5.249712318E1,4.969446700E0,5.127097974E0,4.949999809E0,2.121000061E2,3.790092468E0,2.500000000E0
2.411013952E1,5.249710229E1,4.969432020E0,5.356612483E0,3.390000105E0,2.113000031E2,3.790092468E0,2.500000000E0
2.511010931E1,5.249708831E1,4.969413700E0,5.989821178E0,2.329999924E0,2.116000061E2,3.790092468E0,2.500000000E0
2.611012780E1,5.249707998E1,4.969406220E0,6.668759835E0,1.190000057E0,2.116999969E2,3.790092468E0,2.500000000E0
2.711017629E1,5.249707918E1,4.969406170E0,6.387447627E0,0.000000000E0,NaN,3.790092468E0,2.501037359E0
2.811018728E1,5.249707878E1,4.969408000E0,6.430783125E0,0.000000000E0,NaN,3.790092468E0,2.757900238E0
2.910973067E1,5.249708149E1,4.969411490E0,6.696169966E0,0.000000000E0,NaN,3.790092468E0,2.637565374E0
3.011012817E1,5.249708526E1,4.969415680E0,7.030040190E0,0.000000000E0,NaN,3.790092468E0,2.811715126E0
3.110952155E1,5.249708766E1,4.969418300E0,7.281265906E0,0.000000000E0,NaN,3.790092468E0,2.952036142E0
3.210961572E1,5.249708893E1,4.969418920E0,7.367327665E0,0.000000000E0,NaN,3.790092468E0,3.030355692E0
3.310970780E1,5.249709088E1,4.969420280E0,7.558005101E0,0.000000000E0,NaN,3.790092468E0,2.990366220E0
3.410951790E1,5.249709317E1,4.969422060E0,7.812465014E0,0.000000000E0,NaN,3.790092468E0,3.001037121E0
3.510934014E1,5.249709497E1,4.969423100E0,7.913420362E0,0.000000000E0,NaN,3.790092468E0,2.919778585E0
