"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.954910980E-1,-5.445000076E1,-7.856250286E0,-3.607500076E1
7.954910980E-1,-5.598750305E1,-6.262500286E0,-2.898750114E1
1.295491098E0,-5.698125076E1,-4.181250095E0,-2.653125191E1
1.795491098E0,-5.816250229E1,-2.887500048E0,-2.351250076E1
2.295491098E0,-5.853750229E1,-3.206250191E0,-2.143125153E1
2.795491098E0,-5.896875381E1,-1.950000048E0,-2.036250114E1
3.295491098E0,-5.936250305E1,-7.312500477E-1,-1.998750114E1
3.795491098E0,-5.985000229E1,3.187500238E-1,-1.989375114E1
4.295491098E0,-6.095625305E1,2.306250095E0,-1.800000000E1
4.795491098E0,-6.168750381E1,4.218750000E0,-1.760625076E1
5.295491098E0,-6.196875381E1,5.662500381E0,-1.756875038E1
5.795491098E0,-6.166875076E1,7.087500095E0,-1.830000114E1
6.295491098E0,-6.127500153E1,9.431250572E0,-1.914375114E1
6.795491098E0,-6.048750305E1,1.089375019E1,-1.974375153E1
7.295491098E0,-5.923125076E1,1.230000019E1,-2.019375038E1
7.795491098E0,-5.776875305E1,1.359375095E1,-2.043750000E1
8.295491098E0,-5.615625381E1,1.498125076E1,-2.051250076E1
8.795491098E0,-5.435625076E1,1.620000076E1,-2.085000038E1
9.295491098E0,-5.246250153E1,1.719375038E1,-2.103750038E1
9.795491098E0,-5.070000076E1,1.805625153E1,-2.122500038E1
1.029549110E1,-4.927500153E1,1.882500076E1,-2.131875038E1
1.079549110E1,-4.818750381E1,1.936875153E1,-2.122500038E1
1.129549110E1,-4.747500229E1,1.968750000E1,-2.107500076E1
1.179549110E1,-4.666875076E1,1.995000076E1,-2.088750076E1
1.229549110E1,-4.603125000E1,2.010000038E1,-2.070000076E1
1.279549110E1,-4.575000000E1,2.004375076E1,-2.049375153E1
1.329549110E1,-4.576875305E1,2.013750076E1,-2.032500076E1
1.379549110E1,-4.563750076E1,2.015625000E1,-2.107500076E1
