date_time,time,x_left,y_left,z_left,x_right,x_left.1,y_right,z_right,x_right.1,y_left.1,z_left.1,location_latitude,location_longitude,location_height,location_velocity,location_direction,location_horizontal_accuracy,location_vertical_accuracy,x,y_right.1,z_right.1,proximity_distance,label_biking,label_metro,label_sitting,label_train
2024-06-05 21:23:47,-0.5239132084,,,,1014.185486,,,,,,,,,,,,,,,,,,0,0,0,1
2024-06-05 21:23:48,0.2055855323762125,1.6339272310000001,3.9430254364999997,9.122704238999999,1014.179993,-0.041471013795,-0.025575740028000005,-0.036173270085,-0.131483780245,0.03371197570000001,0.11010073186,52.347759085,4.8349735460000005,0.2168556452,,,724.64636475,33.93412018,-9.402191162,41.68937683,-21.57344818,5.0,0,0,0,1
2024-06-05 21:23:49,1.2687588387142859,1.2566368101,3.957694931,9.411828003,1014.1745,-0.13119971754999998,0.010752169415000002,-0.05482996534499998,-0.222454322785,0.181838320345,-0.13174595475,52.347470990000005,4.8349273555000005,0.2168556452,,,850.4783159999998,33.93412018,-12.114212035,41.764053345,-21.27529907,,0,0,0,1
2024-06-05 21:23:50,2.318801392,1.396969986,3.9059774779999996,8.862545242500001,1014.164124,0.016496049239999998,-0.069809777665,-0.05889087170500001,-0.023827184500000015,-0.050051581264,0.05231036065,,,,,,,,-17.668655395000002,40.402191165,-19.87359619,,0,0,0,1
2024-06-05 21:23:51,3.409181292,0.7834707644,4.5116928865,8.9558761595,1014.1549685,0.09927799552,-0.06913716905,-0.1794309616,-0.66687341025,0.25592897462,0.5260868561500001,,,,,,,,-17.71077728,38.18122864,-14.6200561525,,0,0,0,1
2024-06-05 21:23:52,4.280167542000001,1.4709910585000001,4.4201582335,8.674012299000001,,0.001326754689999994,-0.0082145736085,-0.0462124813354875,0.019219066950000002,0.15450858055,-0.09835572210000001,,,,,,,,-28.74143982,35.179763795,-4.007926941,,0,0,0,1
2024-06-05 21:23:53,5.209753942000001,1.2435390474999999,4.5721671295,8.316331100500001,1014.138947,-0.0016451962299999998,-0.137504093355,-0.149596463885,0.008547386749999997,0.19796230985000002,-0.44584025325,,,,,,,,-21.666397095,32.83747864,1.6285858155,,0,0,0,1
2024-06-05 21:23:54,6.225849258399999,1.0338251493,4.555851059,8.647517395000001,1014.121933,0.058545271887,-0.009812794625,-0.08683900908,-0.15545338095,0.16836297334,0.221056619,,,,,,,,-22.09524536,27.93382263,7.356620788499999,,0,0,0,1
2024-06-05 21:23:55,7.210953128000001,0.9521699523499999,4.427792358,8.7969067385,1014.099274,-0.041259648275000005,-0.0014621361625,-0.038469735535,0.0608983124735,0.087321295316,-0.11356462240449999,52.34520714,4.8328944455,0.2168556452,,,880.6678387,33.93412018,-21.84324646,25.83935547,3.511138916,,0,0,0,1
2024-06-05 21:23:56,8.258035692,1.0434052278000001,4.2587189485,8.956923980500001,1014.067307,-0.08061509209,0.01914585009,-0.06446129361849999,0.170679311265,0.024357161525,-0.0121683481325,,,,,,,,-17.631851195000003,21.77029419,8.2610855105,,0,0,0,1
2024-06-05 21:23:57,9.2741357584,0.8345146179,4.4537633515,8.79728096,1014.029999,-0.024572712835,-0.008943644352,-0.07508979364999999,0.113318125715,0.18291742395,0.014232122900000001,,,,,,,,-13.5916748,20.355484009999998,8.517929077,,0,0,0,1
2024-06-05 21:23:58,10.290232526,1.1107651522,4.069362717,9.081165619,1013.99353,-0.06363833605,0.0178641758405,-0.014640983199999999,0.33421193625,-0.056036791205000006,0.11455864910000002,,,,,,,,-12.13179016,20.52609253,10.116699217,,0,0,0,1
2024-06-05 21:23:59,11.306326058,0.6435118102999999,4.3634262085,8.945547637499999,1013.954544,-0.0056542209375,-0.0013258541000000044,-0.065301664175,-0.08791807675,0.212545558075,-0.027839178399999998,,,,,,,,-12.530166625,25.857315065,11.626091005,,0,0,0,1
2024-06-05 21:24:00,12.322418442,1.01795814515,4.3736050415,8.707991638500001,1013.916321,-0.005872908980000008,-0.013594768709349999,-0.047491639375,0.069413795385,0.2731902476,-0.1386594102,,,,,,,,-18.76699829,21.020828244999997,7.987434387,,0,0,0,1
2024-06-05 21:24:01,13.338499709999999,0.86318000795,4.221072234999999,8.935368805,1013.8797,-0.049890087915000006,-0.0118362223705,-0.034509056245,-0.12514770081499998,0.19628518225,-0.2469077441,,,,,,,,-18.69581604,20.307525634999998,6.0953292845,,0,0,0,1
2024-06-05 21:24:02,14.358594826000001,1.118848343,4.197945327999999,8.820108489999999,1013.850174,-0.06461776234,-0.03099037101399999,0.02733546961335,-0.17415635803500001,0.23835867630000002,-0.2679732156,,,,,,,,-17.19116211,20.184249880000003,7.0593414305,,0,0,0,1
2024-06-05 21:24:03,15.467246774285712,1.0523865508499999,3.8234989930000003,9.46309639,1013.825302,-0.08784073682,-0.003826266154999999,-0.013031759765,0.09092486118400003,0.011896452605,0.27623825489000003,52.341777775000004,4.8301666325,0.2168556452,,,938.1774894,33.93412018,-26.007499695,22.44290161,5.077415466100001,,0,0,0,1
2024-06-05 21:24:04,16.394767294,0.7945477295,3.8523889159999998,9.359436950500001,1013.79921,-0.05784779787,-0.0022809032825000003,-0.06443699263,0.07041348648950001,-0.039173128890000006,-0.05045270025000001,,,,,,,,-34.376823425,35.456176755,-6.662765503,,0,0,0,1
2024-06-05 21:24:05,17.410851994,1.0544073484999998,3.894152069,8.788374481000002,1013.768463,-0.0201513252675,-0.03674599808,-0.0120337069985,-0.019365210800000004,-0.100231508915,-0.29844539525,,,,,,,,-35.948074340000005,39.170562739999994,-5.5010528565,,0,0,0,1
2024-06-05 21:24:06,18.426949694,0.96698913575,3.9571710204999997,8.902512131,1013.741302,0.018416300415000003,-0.014744150218000001,-0.038806444035,-0.08172335373,0.034516113995,0.18983716518,,,,,,,,7.56454468,-50.658462525,9.200050353999998,,0,0,0,1
2024-06-05 21:24:07,19.322393815,0.81991996765,3.7916901395,8.920624466,,0.0389001897978,-0.003624542849,-0.007096851244,-0.057082163715,0.032117439955,0.10718531013499999,,,,,,,,-0.45094299315999997,-60.228881834999996,10.757202150000001,,0,0,0,1
2024-06-05 21:24:08,20.244751410000003,0.8418493652000001,3.7273239895,9.2300310515,1013.711853,-0.02947758512000001,0.014488185758,-0.04100940283499999,0.1695059578,-0.12875963554,0.24813946005,,,,,,,,-3.5546875,-59.71711731,1.634864807,,0,0,0,1
2024-06-05 21:24:09,21.26033161,0.9189390564,3.7278479004999996,9.0201674655,1013.680954,-0.007599310950000004,-0.015629852424,-0.036620095836,-0.142758052545,0.02407547191,-0.02219456879999998,,,,,,,,-16.3377685545,-59.818450930000004,-8.4364624005,,0,0,0,1
2024-06-05 21:24:10,22.276409458,0.848884735,3.967873764,8.6789520265,1013.65715,0.102461434915,-0.14342550561,-0.03872116562,0.005904518399999996,-0.019909623105000003,0.07791999600000005,,,,,,,,-25.52531433,-50.63560486,-16.606918335,,0,0,0,1
2024-06-05 21:24:11,23.292481042,0.8550968172,3.6955899810000004,9.589059448499999,1013.643799,-0.10452385245,0.0231080465,-0.034026145935,0.12377119316,0.010949496029999999,-0.166185177885,,,,,,,,-32.154403685,-18.6837463383,-2.7558441165,,0,0,0,1
2024-06-05 21:24:12,24.308559593999995,1.0434800718,3.55825058,9.2933493805,1013.634033,-0.059589447455,0.0082283280775,0.036378763620000004,-0.03010146616499999,0.032663716095,-0.15552804260000003,,,,,,,,-37.525497435000005,0.0061645508000000016,2.47820282,,0,0,0,1
2024-06-05 21:24:13,25.324639594,0.6865473175000001,3.910318451,8.8406906895,1013.629379,0.025008155030500002,-0.051120236515,-0.059993932959999996,-0.32278991214999997,0.08872038782500001,0.26055602255,,,,,,,,-42.50492096,13.521224975,-0.07862854005,,0,0,0,1
2024-06-05 21:24:14,26.340727042000005,0.34810112,3.917653198,9.227037277,1013.626404,0.009298298509999997,-0.012658894995,-0.08968830479,-0.3109271176,0.06940630361000001,0.5902512771,,,,,,,,-46.27168274,6.4546051025,1.5508041380000002,,0,0,0,1
2024-06-05 21:24:15,27.356819589999997,0.25005500795,3.8175862885000003,9.528585205,1013.626404,-0.14384277165,0.013886321335,-0.09893473421499999,-0.017980297750000013,0.031310378039999996,-0.21498106960000002,,,,,,,,-39.598495485,-5.0146636964999995,-3.2413253785,,0,0,0,1
2024-06-05 21:24:16,28.372910941999997,0.44592269898,3.8517153165,9.970765686,1013.626785,-0.162712805,0.020137523305,-0.07224630938,-0.05909941656000001,0.20120824545,-0.28181035905,,,,,,,,-24.01029968,-14.9785308855,-6.6909408575,,0,0,0,1
2024-06-05 21:24:17,29.389000558,0.49187713625,3.8267173005000004,8.6073259735,1013.634186,0.079191461205,0.0105291949585,-0.06532633491,-0.21956057230000003,0.30090575740000003,0.148430399875,,,,,,,,-21.564285279,-12.527236936849999,-41.65224457,,0,0,0,1
2024-06-05 21:24:18,30.405099658,0.43447151185,3.8835990139999996,9.0792196655,1013.646011,-0.02031825623000001,-0.026281100695,-0.08718528969,0.1432342717,0.008872126490000007,-0.4450093639,,,,,,,,-23.000709535,-12.6866607655,-29.416763305,,0,0,0,1
2024-06-05 21:24:19,31.421189942,0.244666214,3.669394455,9.453591156,1013.66127,-0.11545753293500001,0.029321690554,-0.100382007665,-0.1049160788,0.158195834764,0.12878609417,,,,,,,,-28.9834671,4.757873537,-52.711746215,,0,0,0,1
2024-06-05 21:24:20,32.43726890600001,0.76842704775,3.6759059140000003,8.9920259855,1013.683472,0.03332211820500001,-0.029644047377,-0.0193446381025,-0.5867115920000001,0.3453364103,0.0032238623499999987,,,,,,,,-41.427963254999995,31.315093995,-76.84968567,,0,0,0,1
2024-06-05 21:24:21,33.45335617400001,0.5272036743,3.9242395020000003,8.495283965999999,1013.70285,0.194655627015,0.029167098455000005,-0.09123748352,-0.14437780435,-0.02986933172,0.9333123898,,,,,,,,-43.664909365,23.054672240000002,-79.22529602,,0,0,0,1
2024-06-05 21:24:22,34.353859375,0.59156982425,3.5845209505,10.1703007495,,-0.2061435133,0.02753945487,-0.05781630708000001,-0.13062339898,0.141741185175,-0.15961904705000002,,,,,,,,-31.650260925,11.9822998045,-116.3363266,,0,0,0,1
2024-06-05 21:24:23,35.26714069,1.08262367245,3.7789665985,8.896374893499999,1013.72345,0.0361316091135,0.014571766364999999,0.0092342956945,0.13263337935,0.33044325965,-0.07229029656,,,,,,,,-9.49852752675,-8.751190185000002,-107.31620025000001,,0,0,0,1
2024-06-05 21:24:24,36.28322319,0.993633728,3.839889908,9.216184845,1013.742218,-0.07246876508,0.01863865089,-0.006254615729500002,0.24009127936000002,0.35635110275,-0.4970355499,,,,,,,,-29.528282165,-63.610656739999996,-148.7776489,,0,0,0,1
2024-06-05 21:24:25,37.299307741999996,1.0972931669000001,3.8614450835000005,8.8715265655,1013.766861,0.006948478520000002,-0.005138757870499999,-0.009798035024999999,0.31106101880000003,0.18399725855000004,-0.07010986985,,,,,,,,-26.393211365,-58.175750735,-145.29737090000003,,0,0,0,1
2024-06-05 21:24:26,38.315388894,2.075508957,3.5580260465,8.5136208345,1013.792877,0.03370308129999999,-0.046752320604999995,0.17843455822,0.87116916835,-0.12476525633999999,-0.21269597770000004,,,,,,,,-35.287704465000004,-35.758361815,-148.311615,,0,0,0,1
2024-06-05 21:24:27,39.331473341999995,1.5283218384000001,3.7667669679999998,8.879534912,1013.82515,-0.047290451825,-0.09163884817500001,-0.04030675439999999,0.63629634629,0.04321092364999998,0.21448084035000003,,,,,,,,-96.86240388,16.738082884,-125.30750655,,0,0,0,1
2024-06-05 21:24:28,40.347557858,2.520458679,2.898422699,8.7776717375,1013.847275,0.02605210244999999,-0.1129310568775,-0.055286714825,1.26730900205,-0.27360963913,0.30965743125,,,,,,,,-94.13250733999999,34.90153503,-110.1503105,,0,0,0,1
2024-06-05 21:24:29,41.36364811,1.5935861205,2.9392877195000002,9.332567825,1013.866577,0.04394296184,-0.007660280915,-0.0358621031,0.7532268817500001,0.0936488597,0.29081302459999997,,,,,,,,-87.249191285,43.55923462,-107.00527955000001,,0,0,0,1
