"event","experiment time","system time","system time text"
"START",0.000000000E0,1717569525.757,"2024-06-05 08:38:45.757 UTC+02:00"
"PAUSE",8.866559421E2,1717570412.413,"2024-06-05 08:53:32.413 UTC+02:00"
