"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717601626283299E9,"2024-06-05 17:33:46.283 UTC+02:00"
"PAUSE",8.212214657500008E2,1.717602447512631E9,"2024-06-05 17:47:27.513 UTC+02:00"
